@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	cpt_100	NUMERIC
@ATTRIBUTE	cpt_101	NUMERIC
@ATTRIBUTE	cpt_102	NUMERIC
@ATTRIBUTE	cpt_103	NUMERIC
@ATTRIBUTE	cpt_104	NUMERIC
@ATTRIBUTE	cpt_105	NUMERIC
@ATTRIBUTE	cpt_106	NUMERIC
@ATTRIBUTE	cpt_107	NUMERIC
@ATTRIBUTE	cpt_108	NUMERIC
@ATTRIBUTE	cpt_109	NUMERIC
@ATTRIBUTE	cpt_110	NUMERIC
@ATTRIBUTE	cpt_111	NUMERIC
@ATTRIBUTE	cpt_112	NUMERIC
@ATTRIBUTE	cpt_113	NUMERIC
@ATTRIBUTE	cpt_114	NUMERIC
@ATTRIBUTE	cpt_115	NUMERIC
@ATTRIBUTE	cpt_116	NUMERIC
@ATTRIBUTE	cpt_117	NUMERIC
@ATTRIBUTE	cpt_118	NUMERIC
@ATTRIBUTE	cpt_119	NUMERIC
@ATTRIBUTE	cpt_120	NUMERIC
@ATTRIBUTE	cpt_121	NUMERIC
@ATTRIBUTE	cpt_122	NUMERIC
@ATTRIBUTE	cpt_123	NUMERIC
@ATTRIBUTE	cpt_124	NUMERIC
@ATTRIBUTE	cpt_125	NUMERIC
@ATTRIBUTE	cpt_126	NUMERIC
@ATTRIBUTE	cpt_127	NUMERIC
@ATTRIBUTE	cpt_128	NUMERIC
@ATTRIBUTE	cpt_129	NUMERIC
@ATTRIBUTE	cpt_130	NUMERIC
@ATTRIBUTE	cpt_131	NUMERIC
@ATTRIBUTE	cpt_132	NUMERIC
@ATTRIBUTE	cpt_133	NUMERIC
@ATTRIBUTE	cpt_134	NUMERIC
@ATTRIBUTE	cpt_135	NUMERIC
@ATTRIBUTE	cpt_136	NUMERIC
@ATTRIBUTE	cpt_137	NUMERIC
@ATTRIBUTE	cpt_138	NUMERIC
@ATTRIBUTE	cpt_139	NUMERIC
@ATTRIBUTE	cpt_140	NUMERIC
@ATTRIBUTE	cpt_141	NUMERIC
@ATTRIBUTE	cpt_142	NUMERIC
@ATTRIBUTE	cpt_143	NUMERIC
@ATTRIBUTE	cpt_144	NUMERIC
@ATTRIBUTE	cpt_145	NUMERIC
@ATTRIBUTE	cpt_146	NUMERIC
@ATTRIBUTE	cpt_147	NUMERIC
@ATTRIBUTE	cpt_148	NUMERIC
@ATTRIBUTE	cpt_149	NUMERIC
@ATTRIBUTE	cpt_150	NUMERIC
@ATTRIBUTE	cpt_151	NUMERIC
@ATTRIBUTE	cpt_152	NUMERIC
@ATTRIBUTE	cpt_153	NUMERIC
@ATTRIBUTE	cpt_154	NUMERIC
@ATTRIBUTE	cpt_155	NUMERIC
@ATTRIBUTE	cpt_156	NUMERIC
@ATTRIBUTE	cpt_157	NUMERIC
@ATTRIBUTE	cpt_158	NUMERIC
@ATTRIBUTE	cpt_159	NUMERIC
@ATTRIBUTE	cpt_160	NUMERIC
@ATTRIBUTE	cpt_161	NUMERIC
@ATTRIBUTE	cpt_162	NUMERIC
@ATTRIBUTE	cpt_163	NUMERIC
@ATTRIBUTE	cpt_164	NUMERIC
@ATTRIBUTE	cpt_165	NUMERIC
@ATTRIBUTE	cpt_166	NUMERIC
@ATTRIBUTE	cpt_167	NUMERIC
@ATTRIBUTE	cpt_168	NUMERIC
@ATTRIBUTE	cpt_169	NUMERIC
@ATTRIBUTE	cpt_170	NUMERIC
@ATTRIBUTE	cpt_171	NUMERIC
@ATTRIBUTE	cpt_172	NUMERIC
@ATTRIBUTE	cpt_173	NUMERIC
@ATTRIBUTE	cpt_174	NUMERIC
@ATTRIBUTE	cpt_175	NUMERIC
@ATTRIBUTE	cpt_176	NUMERIC
@ATTRIBUTE	cpt_177	NUMERIC
@ATTRIBUTE	cpt_178	NUMERIC
@ATTRIBUTE	cpt_179	NUMERIC
@ATTRIBUTE	cpt_180	NUMERIC
@ATTRIBUTE	cpt_181	NUMERIC
@ATTRIBUTE	cpt_182	NUMERIC
@ATTRIBUTE	cpt_183	NUMERIC
@ATTRIBUTE	cpt_184	NUMERIC
@ATTRIBUTE	cpt_185	NUMERIC
@ATTRIBUTE	cpt_186	NUMERIC
@ATTRIBUTE	cpt_187	NUMERIC
@ATTRIBUTE	cpt_188	NUMERIC
@ATTRIBUTE	cpt_189	NUMERIC
@ATTRIBUTE	cpt_190	NUMERIC
@ATTRIBUTE	cpt_191	NUMERIC
@ATTRIBUTE	cpt_192	NUMERIC
@ATTRIBUTE	cpt_193	NUMERIC
@ATTRIBUTE	cpt_194	NUMERIC
@ATTRIBUTE	cpt_195	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 16, 1, 6, 11, 12, 0, 0, 0, 0, 7, 0, 35, 6, 13, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 10, 27, 7, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 31, 5, 30, 0, 0, 0, 0, 0, 0, 7, 16, 29, 10, 29, 27, 33, 25, 43, 49, 47, 46, 21, 23, 29, 34, 17, 36, 22, 27, 34, 20, 14, 22, 23, 14, 22, 22, 19, 19, 28, 17, 4, 29, 30, 3, 12, 21, 25, 28, 15, 21, 19, 34, 20, 0, 0, 35, 29, 0, 0, 5, 9, 4, 20, 9, 21, 0, 0, 0, 3, 19, 22, 8, 0, 1, 7, 32, 6, 1, 32, 4, 0, 0, 3, 10, 24, 31, 0, 11, 13, 19, 31, 10, 33, 30, 11, 0, 16, 28, 3, 19, 1, 2, 12, 11, 15, 36, 10, 6, 2, 0, 32, 8, 7, 7, 31, 0, 22, 31, 34, 33, 30, 27, 10, 0, 28, 12, 0, 9, 29, 0, 0, 23, 14, 7, 14, 7, 0, 21, 19, 18, 0, 9, 26, 2, 0, 0, 0, 2, 7, 0, 0, 16, 24, 9, SA
0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 10, 31, 26, 33, 28, 32, 16, 9, 12, 25, 5, 25, 30, 11, 5, 6, 2, 0, 0, 1, 0, 6, 7, 14, 2, 27, 33, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 2, 27, 29, 25, 1, 27, 15, 0, 0, 0, 6, 35, 58, 24, 13, 27, 29, 32, 38, 38, 42, 42, 22, 26, 32, 33, 31, 28, 43, 26, 33, 39, 8, 40, 45, 14, 28, 11, 25, 40, 36, 13, 33, 32, 26, 29, 0, 27, 30, 29, 14, 18, 18, 30, 18, 0, 23, 22, 22, 12, 0, 6, 15, 2, 23, 6, 13, 0, 0, 1, 9, 24, 21, 8, 0, 2, 4, 31, 1, 2, 19, 11, 1, 0, 7, 24, 10, 27, 2, 10, 15, 31, 57, 26, 43, 32, 2, 13, 33, 15, 17, 15, 25, 2, 16, 11, 26, 49, 19, 6, 0, 23, 17, 19, 23, 16, 27, 13, 7, 30, 14, 11, 31, 9, 0, 28, 9, 24, 14, 16, 28, 7, 0, 5, 31, 27, 28, 17, 0, 36, 20, 15, 14, 17, 50, 28, 0, 6, 30, 25, 31, 6, 13, 46, 26, 27, SU
0, 0, 0, 0, 0, 0, 0, 0, 35, 16, 0, 4, 17, 1, 2, 2, 6, 0, 1, 0, 0, 1, 40, 2, 9, 4, 0, 0, 0, 0, 0, 0, 2, 0, 8, 2, 46, 4, 12, 10, 2, 5, 9, 2, 0, 2, 0, 0, 6, 1, 33, 9, 32, 16, 15, 12, 0, 10, 15, 5, 0, 12, 2, 10, 10, 14, 20, 20, 0, 1, 33, 20, 29, 16, 17, 10, 15, 14, 9, 19, 51, 47, 37, 35, 23, 13, 30, 12, 2, 20, 28, 15, 1, 15, 4, 7, 11, 33, 0, 0, 18, 38, 24, 23, 15, 4, 9, 11, 3, 2, 43, 25, 24, 18, 16, 20, 21, 21, 29, 9, 1, 0, 0, 28, 4, 29, 7, 28, 21, 41, 4, 1, 11, 8, 1, 0, 15, 15, 20, 22, 0, 10, 10, 32, 3, 0, 1, 11, 24, 1, 28, 4, 25, 35, 14, 16, 11, 29, 0, 0, 1, 20, 22, 10, 13, 9, 31, 29, 35, 35, 2, 23, 9, 0, 0, 12, 22, 21, 6, 2, 0, 0, 14, 17, 8, 19, 9, 2, 0, 32, 27, 26, 12, 0, 0, 0, 0, 0, 12, 26, 10, 3, 26, 8, AN
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 24, 0, 31, 0, 0, 0, 0, 0, 0, 0, 2, 0, 12, 13, 26, 4, 28, 0, 0, 0, 1, 8, 0, 4, 10, 23, 36, 24, 25, 47, 15, 11, 0, 0, 27, 32, 25, 6, 21, 16, 8, 13, 20, 11, 20, 30, 0, 15, 27, 27, 10, 5, 4, 10, 3, 3, 0, 9, 22, 33, 0, 2, 15, 2, 6, 0, 16, 10, 3, 0, 0, 2, 30, 18, 14, 0, 0, 0, 29, 0, 7, 5, 26, 2, 0, 0, 28, 1, 29, 0, 0, 22, 10, 8, 26, 3, 4, 11, 0, 1, 28, 0, 28, 0, 0, 28, 0, 5, 2, 0, 0, 2, 0, 0, 28, 0, 32, 2, 0, 23, 15, 24, 25, 18, 14, 14, 3, 0, 25, 0, 23, 20, 0, 26, 39, 12, 3, 10, 22, 15, 15, 3, 13, 0, 4, 38, 3, 25, 1, 13, 16, 5, 1, 5, 0, 5, 2, AN
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 20, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 10, 0, 6, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 23, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27, 0, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 13, 6, 7, 0, 0, 0, 0, 0, 0, 0, AN
0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 5, 30, 26, 6, 12, 0, 0, 19, 9, 29, 28, 41, 21, 3, 15, 13, 25, 27, 26, 28, 20, 30, 26, 11, 21, 41, 12, 2, 10, 41, 30, 23, 23, 10, 16, 10, 17, 22, 25, 38, 5, 0, 23, 28, 10, 16, 20, 23, 33, 26, 10, 19, 24, 37, 31, 0, 14, 36, 34, 19, 9, 34, 29, 42, 36, 30, 5, 28, 26, 12, 11, 24, 39, 56, 14, 41, 39, 49, 36, 12, 9, 25, 0, 36, 13, 25, 51, 29, 30, 24, 41, 41, 38, 13, 15, 17, 0, 29, 26, 33, 27, 31, 28, 37, 14, 8, 6, 5, 16, 26, 0, 1, 37, 13, 20, 29, 15, 16, 38, 42, 7, 24, 13, 19, 0, 0, 35, 9, 11, 45, 26, 39, 31, 10, 33, 20, 28, 21, 0, 0, 21, 26, 8, 19, 34, 41, 6, 31, 27, 22, 22, 30, 2, 8, 2, 48, 25, 26, 34, 37, 33, 34, 23, 27, 33, 46, 0, 0, 0, 38, 31, 20, 15, 21, 26, 18, 29, 27, 30, 44, 0, 0, 0, 7, 43, 18, 23, 28, 23, 20, 17, 15, 24, 31, AN
0, 0, 0, 0, 0, 0, 0, 0, 12, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 31, 9, 53, 14, 0, 0, 0, 2, 9, 5, 0, 3, 0, 0, 34, 21, 38, 25, 1, 0, 0, 18, 24, 11, 12, 6, 23, 10, 20, 23, 26, 11, 27, 28, 7, 25, 25, 5, 22, 40, 10, 4, 3, 19, 15, 0, 0, 5, 5, 6, 6, 7, 8, 27, 18, 0, 0, 25, 6, 19, 33, 54, 28, 5, 0, 25, 18, 29, 18, 5, 0, 26, 0, 0, 11, 0, 10, 1, 0, 10, 0, 0, 0, 0, 0, 25, 2, 0, 0, 0, 1, 0, 0, 14, 1, 0, 0, 0, 0, 29, 0, 0, 0, 0, 14, 8, 0, 7, 29, 0, 0, 0, 0, 33, 4, 0, 0, 0, 27, 19, 0, 27, 33, 16, 0, 0, 0, 21, 18, 0, 0, 5, 3, 13, 17, 20, 22, 1, 0, 0, 0, 0, 29, 0, 0, 0, 0, 4, 19, 10, 5, 2, 0, 0, 0, 0, 28, 0, 0, 0, 22, 33, 18, 23, 28, 0, 0, 0, 1, 0, 9, 26, 0, 0, 0, 0, 9, 13, 19, 0, 0, 1, 13, AN
0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 14, 16, 31, 26, 5, 5, 2, 5, 19, 15, 7, 30, 18, 28, 28, 8, 12, 6, 2, 6, 3, 4, 6, 23, 26, 20, 20, 22, 21, 4, 20, 12, 18, 8, 9, 5, 5, 18, 29, 22, 39, 35, 7, 1, 1, 3, 9, 5, 7, 4, 30, 10, 30, 21, 33, 43, 27, 47, 38, 20, 21, 16, 21, 45, 34, 19, 42, 29, 21, 46, 18, 46, 36, 34, 34, 29, 38, 51, 42, 19, 37, 29, 5, 57, 18, 28, 39, 39, 16, 25, 26, 31, 19, 5, 43, 11, 0, 55, 5, 5, 8, 27, 4, 15, 31, 19, 8, 3, 58, 4, 0, 40, 15, 12, 18, 51, 10, 26, 40, 13, 12, 3, 35, 6, 3, 26, 17, 6, 44, 14, 29, 34, 24, 30, 24, 4, 16, 2, 4, 1, 33, 13, 34, 43, 52, 51, 48, 40, 25, 16, 22, 7, 23, 19, 25, 22, 36, 60, 27, 37, 34, 57, 32, 9, 32, 20, 44, 56, 38, 22, 19, 13, 28, 16, 26, 7, 28, 28, 28, 35, 41, 39, 38, 35, 20, 21, 32, 38, 34, 21, 28, 34, 35, 32, AN
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 38, 19, 18, 5, 14, 12, 11, 15, 15, 0, 0, 0, 4, 19, 15, 6, 16, 14, 1, 15, 29, 26, 16, 0, 0, 0, 3, 5, 11, 12, 22, 7, 13, 0, 15, 26, 20, 14, 30, 1, 7, 25, 7, 17, 15, 22, 13, 42, 46, 49, 12, 37, 36, 20, 6, 8, 56, 18, 11, 3, 29, 17, 3, 0, 4, 43, 47, 16, 19, 32, 42, 32, 35, 14, 32, 44, 45, 32, 33, 40, 36, 16, 21, 17, 22, 25, 45, 34, 31, 22, 0, 14, 1, 29, 18, 32, 10, 3, 31, 27, 25, 19, 22, 6, 0, 0, 0, 26, 1, 29, 3, 1, 5, 34, 17, 6, 17, 30, 0, 0, 9, 17, 3, 17, 14, 0, 1, 32, 31, 13, 25, 33, 3, 0, 23, 2, 0, 2, 31, 0, 0, 0, 13, 17, 15, 22, 1, 1, 25, 5, 0, 5, 36, 3, 17, 18, 28, 30, 32, 28, 11, 5, 26, 4, 2, 12, 30, 25, 11, 41, 28, 29, 30, 27, 13, 7, 20, 20, 18, 36, 30, 30, 24, 10, 17, 24, 40, 14, 16, 17, 22, 23, AN
0, 0, 0, 0, 0, 0, 0, 0, 39, 24, 3, 11, 20, 29, 27, 15, 13, 1, 26, 8, 2, 1, 23, 18, 22, 5, 8, 24, 24, 18, 4, 22, 11, 25, 1, 0, 25, 25, 17, 21, 28, 19, 24, 17, 10, 4, 21, 33, 0, 0, 21, 26, 43, 30, 15, 25, 24, 5, 20, 15, 26, 34, 0, 0, 13, 15, 18, 9, 36, 33, 39, 27, 18, 48, 52, 31, 0, 0, 18, 23, 8, 37, 41, 40, 9, 24, 25, 39, 46, 33, 0, 0, 19, 18, 9, 13, 25, 43, 31, 20, 10, 33, 21, 24, 7, 0, 34, 19, 14, 5, 28, 17, 24, 6, 0, 22, 26, 25, 9, 0, 20, 13, 9, 13, 13, 13, 32, 14, 0, 24, 11, 30, 3, 0, 33, 2, 7, 17, 11, 31, 29, 49, 40, 20, 12, 28, 0, 0, 19, 14, 13, 16, 11, 18, 24, 41, 48, 33, 18, 26, 0, 0, 18, 18, 14, 13, 16, 15, 46, 27, 36, 44, 17, 27, 0, 0, 7, 19, 8, 13, 18, 25, 29, 21, 17, 20, 36, 4, 0, 0, 5, 2, 9, 0, 2, 19, 8, 25, 15, 18, 33, 0, 0, 0, AN
0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 18, 0, 0, 0, 0, 0, 0, 0, 7, 15, 22, 20, 0, 25, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 14, 0, 31, 36, 0, 0, 0, 0, 2, 0, 0, 0, 0, 11, 16, 0, 11, 33, 25, 20, 2, 0, 6, 12, 3, 15, 4, 1, 36, 0, 41, 31, 32, 22, 13, 15, 3, 23, 50, 30, 18, 6, 45, 0, 36, 0, 0, 10, 2, 33, 52, 30, 25, 30, 16, 24, 41, 0, 3, 24, 20, 18, 27, 19, 17, 19, 0, 0, 2, 26, 24, 0, 0, 0, 16, 8, 29, 6, 0, 32, 19, 24, 23, 1, 34, 0, 2, 20, 1, 3, 30, 1, 20, 10, 9, 0, 0, 6, 20, 23, 1, 6, 25, 20, 9, 13, 10, 0, 0, 0, 0, 3, 0, 34, 0, 0, 22, 3, 17, 28, 28, 26, 1, 0, 2, 2, 14, 24, 36, 1, 3, 39, 8, 3, 1, 0, 0, 0, 0, 6, 47, 4, 16, 19, 23, 37, 22, 0, 0, 1, 1, 0, 0, 28, 34, 20, 10, 24, 38, 11, 49, 0, 0, 0, 29, 2, 3, 23, 35, AN
0, 0, 0, 0, 0, 0, 0, 0, 10, 29, 0, 0, 1, 4, 5, 1, 7, 2, 1, 0, 34, 16, 19, 28, 11, 7, 6, 12, 9, 6, 8, 10, 19, 12, 25, 30, 0, 23, 26, 38, 15, 6, 16, 11, 15, 21, 22, 22, 27, 9, 1, 18, 26, 41, 22, 22, 14, 18, 3, 21, 48, 45, 9, 24, 30, 45, 28, 17, 36, 28, 20, 21, 20, 35, 29, 26, 19, 47, 3, 42, 22, 35, 41, 27, 34, 14, 30, 38, 27, 17, 16, 23, 0, 18, 27, 34, 32, 19, 13, 16, 16, 16, 36, 21, 12, 9, 0, 10, 20, 0, 1, 33, 10, 24, 28, 20, 8, 18, 19, 5, 37, 37, 9, 8, 14, 28, 16, 5, 24, 29, 10, 8, 17, 23, 15, 46, 14, 6, 11, 2, 19, 21, 8, 1, 18, 9, 8, 50, 20, 26, 6, 9, 17, 50, 32, 30, 45, 44, 17, 12, 2, 49, 26, 24, 8, 22, 13, 36, 33, 51, 32, 37, 23, 16, 8, 38, 26, 5, 13, 22, 16, 21, 36, 36, 41, 34, 15, 16, 27, 22, 15, 4, 19, 12, 22, 11, 13, 24, 11, 10, 24, 23, 8, 21, AN
0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 9, 6, 3, 7, 6, 16, 26, 19, 4, 12, 11, 16, 7, 6, 9, 3, 9, 8, 1, 5, 3, 22, 10, 17, 8, 18, 6, 10, 4, 20, 7, 6, 7, 9, 2, 24, 0, 21, 12, 16, 8, 18, 2, 23, 39, 37, 26, 11, 29, 48, 28, 12, 22, 11, 12, 7, 23, 17, 19, 22, 32, 12, 35, 15, 21, 26, 26, 15, 15, 1, 31, 45, 62, 28, 35, 15, 36, 54, 54, 25, 30, 25, 5, 6, 15, 15, 24, 19, 19, 7, 21, 27, 23, 12, 35, 24, 2, 0, 3, 0, 0, 12, 16, 11, 12, 0, 0, 3, 34, 11, 3, 2, 11, 4, 6, 24, 30, 10, 25, 0, 0, 4, 36, 1, 5, 0, 6, 4, 11, 43, 37, 19, 34, 1, 0, 19, 13, 0, 8, 0, 3, 0, 2, 11, 21, 20, 11, 0, 2, 23, 0, 1, 14, 4, 4, 7, 38, 43, 34, 30, 21, 6, 3, 23, 3, 1, 6, 10, 0, 5, 6, 18, 15, 34, 27, 8, 13, 4, 0, 0, 14, 20, 5, 0, 6, 8, 35, 36, 9, 4, 29, 4, 1, 2, DI
0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 9, 4, 3, 16, 17, 14, 27, 23, 16, 8, 11, 23, 8, 6, 7, 5, 6, 10, 8, 10, 10, 21, 15, 15, 10, 25, 7, 14, 8, 15, 17, 15, 15, 16, 9, 25, 4, 22, 9, 22, 9, 23, 8, 27, 43, 38, 28, 3, 28, 44, 33, 11, 27, 15, 15, 13, 28, 11, 11, 20, 34, 5, 33, 17, 20, 29, 31, 18, 11, 4, 37, 48, 57, 35, 33, 13, 32, 53, 45, 28, 31, 28, 8, 7, 12, 18, 29, 21, 22, 5, 23, 31, 30, 23, 29, 27, 5, 3, 15, 2, 2, 9, 20, 11, 22, 3, 0, 6, 34, 15, 5, 3, 12, 4, 5, 22, 28, 7, 33, 0, 0, 6, 33, 7, 9, 0, 9, 6, 15, 43, 38, 15, 35, 9, 1, 20, 16, 9, 7, 0, 13, 3, 12, 8, 22, 25, 15, 9, 7, 21, 9, 5, 16, 1, 11, 10, 43, 39, 29, 27, 24, 11, 5, 19, 6, 11, 10, 16, 0, 10, 11, 23, 25, 28, 35, 10, 14, 10, 10, 7, 9, 26, 2, 0, 13, 15, 34, 33, 10, 7, 24, 9, 11, 5, DI
