@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 49, 28, 28, 53, 36, 32, 39, 25, 27, 7, 39, 14, 37, 34, 36, 40, 25, 31, 26, 5, 5, 15, 48, 61, 40, 35, 63, 57, 41, 7, 53, 13, 48, 22, 45, 47, 31, 18, 45, 36, 84, 29, 49, 70, 42, 26, 57, 73, 44, 44, 71, 12, 21, 35, 41, 20, 30, 35, 13, 34, 50, 29, 14, 8, 39, 33, 65, 8, 17, 53, 23, 47, 20, 10, 48, 50, 51, 37, 24, 46, 2, 35, 36, 40, 54, 80, 66, 49, 18, 44, 3, 21, 47, 41, 32, 44, 37, 33, 22, 29, SU
0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 25, 10, 17, 1, 13, 1, 27, 35, 0, 11, 21, 18, 27, 7, 28, 8, 43, 16, 0, 12, 41, 31, 11, 6, 30, 47, 27, 38, 7, 20, 36, 41, 32, 34, 42, 66, 41, 58, 61, 11, 61, 77, 48, 43, 59, 57, 29, 38, 56, 18, 17, 25, 30, 19, 25, 14, 13, 36, 74, 12, 21, 6, 60, 47, 37, 12, 11, 43, 26, 49, 19, 19, 38, 35, 40, 29, 23, 45, 16, 50, 28, 33, 56, 58, 79, 36, 20, 39, 14, 31, 46, 35, 29, 51, 46, 35, 27, 39, SU
0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 24, 11, 17, 0, 16, 3, 28, 18, 0, 8, 20, 18, 22, 7, 27, 7, 38, 4, 0, 10, 43, 28, 8, 13, 19, 47, 28, 28, 8, 24, 34, 43, 31, 27, 61, 58, 49, 52, 48, 14, 71, 78, 49, 38, 66, 58, 36, 41, 46, 10, 14, 25, 37, 26, 27, 12, 13, 44, 74, 10, 25, 7, 66, 43, 39, 6, 11, 49, 29, 47, 20, 17, 40, 40, 42, 21, 24, 44, 7, 55, 31, 36, 56, 50, 76, 42, 22, 39, 9, 40, 47, 34, 32, 51, 48, 32, 24, 48, SU
0, 0, 0, 0, 0, 0, 0, 0, 62, 54, 44, 41, 41, 51, 45, 31, 57, 44, 29, 37, 45, 45, 39, 29, 45, 51, 39, 51, 13, 13, 79, 70, 44, 10, 34, 81, 74, 33, 22, 20, 30, 41, 35, 33, 36, 44, 44, 18, 28, 15, 52, 73, 65, 26, 59, 68, 44, 41, 58, 23, 0, 10, 38, 19, 31, 37, 6, 40, 59, 22, 18, 13, 49, 24, 40, 16, 6, 61, 14, 36, 17, 27, 55, 40, 44, 18, 20, 56, 0, 39, 33, 38, 55, 69, 46, 23, 33, 31, 1, 43, 25, 43, 32, 38, 56, 33, 41, 7, SU
0, 0, 0, 0, 0, 0, 0, 0, 54, 48, 39, 37, 42, 53, 47, 26, 50, 49, 18, 28, 29, 47, 37, 20, 31, 50, 32, 37, 6, 10, 73, 73, 49, 16, 31, 77, 66, 25, 18, 16, 25, 40, 26, 23, 41, 37, 41, 26, 27, 19, 43, 69, 66, 22, 60, 65, 50, 34, 54, 26, 10, 8, 44, 21, 31, 42, 9, 41, 56, 30, 22, 13, 45, 14, 39, 17, 9, 48, 7, 45, 32, 27, 61, 37, 59, 34, 16, 55, 0, 35, 33, 37, 59, 69, 54, 39, 30, 43, 2, 34, 26, 50, 38, 43, 65, 33, 42, 19, SU
0, 0, 0, 0, 0, 0, 0, 0, 40, 25, 35, 31, 41, 34, 47, 33, 21, 63, 47, 26, 34, 36, 39, 31, 39, 53, 30, 82, 52, 38, 38, 47, 42, 35, 39, 57, 46, 61, 56, 57, 51, 58, 64, 44, 51, 38, 43, 73, 60, 28, 44, 62, 53, 35, 66, 46, 60, 43, 68, 30, 10, 18, 26, 28, 46, 25, 15, 51, 23, 54, 37, 16, 48, 8, 39, 11, 37, 40, 0, 55, 31, 22, 61, 42, 71, 27, 41, 35, 5, 42, 27, 34, 50, 66, 58, 35, 48, 7, 5, 34, 21, 37, 35, 62, 20, 30, 44, 8, SU
0, 0, 0, 0, 0, 0, 0, 0, 41, 27, 27, 28, 39, 34, 39, 19, 12, 70, 45, 32, 34, 35, 36, 36, 36, 49, 22, 79, 54, 43, 44, 68, 55, 39, 52, 55, 46, 61, 56, 50, 42, 46, 48, 43, 52, 36, 55, 64, 58, 29, 41, 53, 59, 32, 59, 46, 39, 44, 72, 30, 9, 17, 26, 20, 44, 21, 16, 54, 21, 50, 29, 14, 42, 20, 44, 5, 33, 40, 0, 49, 24, 20, 57, 33, 70, 23, 41, 30, 6, 42, 31, 33, 46, 78, 54, 38, 49, 4, 5, 30, 12, 25, 38, 47, 16, 29, 45, 5, SU
0, 0, 0, 0, 0, 0, 0, 0, 14, 14, 26, 20, 26, 25, 12, 20, 3, 1, 33, 6, 0, 3, 33, 33, 23, 7, 5, 17, 11, 43, 1, 3, 8, 31, 8, 6, 11, 1, 0, 53, 30, 48, 39, 50, 31, 40, 16, 23, 46, 49, 42, 56, 64, 31, 60, 56, 36, 48, 43, 25, 1, 3, 42, 27, 21, 8, 0, 62, 29, 9, 11, 52, 60, 55, 50, 28, 0, 60, 8, 48, 40, 60, 50, 80, 24, 36, 12, 31, 24, 40, 18, 36, 54, 62, 47, 27, 26, 33, 13, 21, 46, 12, 32, 36, 19, 15, 51, 22, HA
0, 0, 1, 0, 0, 0, 0, 0, 8, 13, 37, 11, 24, 13, 9, 11, 9, 2, 16, 8, 2, 8, 43, 33, 23, 2, 1, 19, 7, 33, 0, 0, 1, 36, 8, 7, 4, 14, 1, 52, 41, 66, 62, 40, 48, 52, 18, 33, 44, 40, 41, 47, 61, 30, 43, 55, 40, 33, 66, 12, 0, 3, 36, 20, 16, 3, 0, 33, 54, 12, 2, 2, 72, 68, 56, 0, 2, 28, 24, 25, 6, 4, 36, 54, 12, 1, 4, 19, 20, 44, 6, 40, 62, 81, 53, 34, 3, 35, 14, 41, 4, 32, 50, 37, 42, 18, 3, 40, NE
0, 0, 0, 0, 0, 0, 0, 0, 8, 40, 24, 26, 29, 11, 4, 19, 8, 0, 13, 9, 15, 20, 25, 29, 23, 0, 1, 10, 0, 21, 10, 16, 44, 11, 3, 12, 21, 6, 6, 41, 40, 37, 26, 43, 42, 42, 24, 25, 49, 11, 52, 51, 55, 38, 60, 59, 18, 53, 77, 7, 2, 4, 47, 36, 11, 0, 0, 56, 49, 12, 1, 0, 75, 49, 46, 1, 4, 51, 22, 26, 7, 4, 52, 61, 45, 5, 3, 32, 36, 32, 2, 40, 37, 61, 29, 33, 3, 49, 11, 44, 10, 19, 58, 32, 52, 15, 47, 18, SA
0, 0, 0, 0, 0, 0, 0, 0, 45, 11, 42, 23, 27, 26, 20, 24, 7, 2, 53, 14, 18, 14, 37, 31, 21, 18, 17, 18, 44, 16, 25, 45, 9, 47, 8, 11, 3, 6, 52, 50, 42, 51, 45, 30, 39, 75, 19, 25, 53, 54, 31, 66, 49, 21, 52, 64, 31, 32, 27, 51, 2, 5, 32, 29, 20, 20, 0, 35, 16, 35, 3, 17, 69, 65, 49, 3, 1, 52, 22, 28, 20, 33, 21, 33, 23, 16, 1, 32, 4, 39, 13, 45, 45, 33, 53, 6, 2, 43, 22, 24, 25, 7, 54, 63, 24, 19, 22, 31, SU
0, 0, 0, 0, 0, 0, 0, 0, 39, 30, 20, 1, 0, 0, 0, 0, 27, 11, 47, 49, 0, 0, 0, 0, 0, 0, 0, 17, 45, 49, 8, 8, 0, 0, 0, 0, 0, 8, 36, 49, 48, 62, 48, 20, 37, 35, 23, 33, 41, 46, 37, 46, 41, 19, 44, 58, 31, 50, 47, 23, 1, 0, 10, 15, 15, 0, 5, 47, 30, 22, 2, 35, 33, 11, 41, 10, 0, 32, 0, 28, 21, 34, 3, 8, 6, 13, 31, 31, 4, 28, 9, 12, 47, 32, 23, 1, 40, 13, 3, 1, 39, 5, 40, 40, 8, 0, 34, 4, HA
0, 0, 0, 0, 0, 0, 0, 0, 44, 38, 5, 3, 0, 0, 0, 0, 11, 25, 31, 42, 0, 2, 3, 0, 3, 1, 0, 17, 19, 40, 11, 6, 0, 0, 2, 0, 0, 15, 51, 41, 45, 55, 50, 11, 40, 31, 30, 31, 54, 41, 49, 38, 51, 1, 46, 38, 38, 42, 63, 10, 2, 1, 10, 10, 21, 17, 4, 44, 38, 14, 6, 3, 39, 8, 40, 2, 6, 16, 17, 30, 1, 23, 21, 9, 21, 7, 3, 47, 1, 38, 0, 41, 24, 29, 28, 20, 30, 18, 0, 19, 18, 7, 34, 38, 0, 0, 39, 4, NE
0, 0, 0, 0, 0, 0, 0, 0, 48, 29, 21, 3, 0, 0, 0, 0, 24, 16, 42, 42, 2, 0, 4, 4, 2, 0, 0, 23, 49, 48, 3, 0, 0, 0, 0, 0, 1, 9, 55, 40, 48, 50, 51, 24, 43, 37, 34, 29, 42, 51, 46, 56, 51, 17, 46, 49, 25, 43, 37, 29, 0, 0, 18, 17, 15, 0, 0, 40, 52, 12, 5, 1, 39, 22, 37, 2, 2, 15, 21, 26, 1, 20, 23, 5, 21, 3, 0, 39, 3, 37, 0, 42, 28, 38, 29, 17, 4, 38, 6, 13, 31, 9, 25, 49, 6, 0, 34, 5, SA
0, 0, 0, 0, 0, 0, 0, 0, 15, 30, 49, 36, 28, 15, 36, 16, 16, 39, 43, 34, 13, 32, 16, 15, 19, 6, 35, 1, 44, 36, 18, 48, 32, 30, 26, 40, 7, 15, 49, 45, 45, 46, 36, 7, 35, 45, 28, 32, 39, 53, 48, 48, 45, 25, 22, 33, 7, 78, 38, 36, 0, 5, 14, 17, 25, 5, 5, 76, 44, 17, 7, 0, 36, 25, 22, 2, 2, 54, 12, 22, 0, 1, 16, 1, 10, 0, 18, 46, 2, 32, 4, 23, 14, 29, 15, 1, 36, 8, 5, 10, 26, 23, 32, 31, 16, 3, 35, 6, SU
0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 50, 14, 4, 12, 5, 8, 5, 1, 0, 18, 11, 0, 0, 0, 5, 18, 4, 1, 2, 15, 0, 0, 0, 0, 0, 23, 0, 7, 8, 32, 63, 62, 57, 5, 60, 43, 13, 12, 30, 34, 34, 60, 66, 9, 53, 59, 28, 24, 42, 24, 5, 22, 15, 12, 14, 15, 2, 29, 20, 33, 1, 42, 40, 3, 53, 38, 0, 28, 13, 29, 37, 10, 50, 42, 49, 19, 21, 32, 0, 26, 9, 45, 47, 40, 48, 27, 6, 37, 0, 12, 44, 11, 23, 44, 25, 8, 21, 31, HA
0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 51, 25, 12, 13, 9, 10, 5, 0, 2, 25, 19, 0, 0, 0, 13, 12, 5, 0, 2, 18, 1, 0, 0, 1, 0, 24, 5, 3, 6, 27, 63, 65, 55, 14, 56, 31, 7, 17, 26, 31, 37, 65, 62, 31, 40, 59, 13, 28, 48, 24, 7, 20, 19, 21, 12, 19, 0, 45, 28, 38, 0, 0, 49, 4, 45, 0, 1, 41, 14, 28, 5, 7, 45, 45, 30, 0, 2, 45, 3, 33, 0, 46, 48, 40, 39, 15, 12, 29, 0, 18, 39, 7, 24, 62, 1, 8, 36, 12, NE
0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 54, 24, 10, 15, 7, 6, 5, 0, 2, 22, 13, 0, 0, 0, 23, 5, 2, 0, 2, 26, 0, 0, 0, 7, 5, 34, 0, 11, 4, 27, 45, 55, 57, 37, 52, 29, 16, 9, 21, 24, 46, 63, 58, 25, 45, 62, 33, 28, 53, 24, 1, 0, 21, 18, 16, 0, 0, 34, 38, 20, 0, 0, 38, 5, 60, 0, 0, 22, 13, 34, 2, 5, 48, 51, 33, 13, 0, 30, 4, 28, 4, 40, 50, 44, 41, 32, 0, 39, 0, 10, 38, 21, 14, 52, 24, 19, 5, 41, SA
0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 29, 55, 33, 14, 24, 13, 11, 51, 32, 18, 47, 1, 1, 0, 14, 0, 0, 10, 38, 26, 14, 40, 9, 0, 48, 28, 2, 8, 27, 28, 48, 60, 33, 14, 28, 30, 13, 17, 48, 44, 32, 53, 55, 27, 52, 66, 2, 34, 51, 44, 5, 33, 22, 15, 11, 16, 0, 51, 16, 50, 0, 0, 39, 31, 38, 0, 1, 45, 15, 32, 0, 0, 29, 34, 17, 0, 0, 48, 5, 28, 15, 17, 22, 35, 14, 0, 21, 35, 0, 9, 40, 3, 43, 45, 24, 3, 39, 4, SU
0, 0, 0, 0, 0, 0, 0, 0, 42, 6, 7, 0, 0, 25, 14, 1, 5, 2, 21, 0, 6, 7, 9, 11, 3, 2, 9, 0, 3, 15, 16, 21, 4, 2, 1, 16, 5, 0, 32, 10, 49, 63, 39, 18, 62, 64, 4, 20, 59, 15, 66, 71, 8, 18, 33, 91, 26, 51, 44, 4, 0, 0, 5, 4, 20, 1, 7, 48, 14, 21, 3, 46, 32, 21, 45, 3, 10, 30, 24, 16, 31, 13, 49, 53, 39, 24, 3, 34, 3, 32, 11, 47, 50, 49, 48, 12, 33, 16, 21, 48, 1, 10, 65, 74, 12, 2, 43, 20, HA
0, 0, 0, 0, 1, 0, 0, 0, 42, 3, 3, 0, 0, 3, 8, 0, 2, 4, 36, 0, 9, 1, 1, 21, 9, 1, 4, 0, 0, 9, 7, 28, 11, 5, 11, 32, 0, 0, 42, 16, 34, 35, 39, 25, 56, 30, 2, 14, 71, 2, 59, 77, 5, 14, 33, 82, 15, 42, 44, 0, 0, 3, 11, 11, 13, 5, 3, 41, 9, 14, 6, 14, 32, 19, 40, 4, 6, 26, 6, 22, 8, 7, 51, 60, 31, 8, 11, 28, 5, 35, 3, 27, 66, 57, 44, 0, 36, 10, 23, 53, 6, 0, 12, 20, 3, 0, 46, 17, NE
0, 0, 0, 0, 1, 0, 0, 0, 42, 3, 3, 0, 0, 3, 8, 0, 2, 4, 36, 0, 9, 1, 1, 21, 9, 1, 4, 0, 0, 9, 7, 28, 11, 5, 11, 32, 0, 0, 42, 16, 34, 35, 39, 25, 56, 30, 2, 14, 71, 2, 59, 77, 5, 14, 33, 82, 15, 42, 44, 0, 0, 3, 11, 11, 13, 5, 3, 41, 9, 14, 6, 14, 32, 19, 40, 4, 6, 26, 6, 22, 8, 7, 51, 60, 31, 8, 11, 28, 5, 35, 3, 27, 66, 57, 44, 0, 36, 10, 23, 53, 6, 0, 12, 20, 3, 0, 46, 17, SA
0, 0, 0, 0, 0, 0, 0, 0, 17, 38, 4, 4, 1, 3, 0, 1, 3, 5, 39, 5, 19, 0, 3, 31, 29, 7, 3, 0, 45, 10, 5, 19, 22, 2, 44, 29, 0, 0, 52, 27, 38, 30, 34, 27, 25, 21, 2, 7, 74, 7, 35, 58, 4, 3, 34, 76, 16, 37, 41, 0, 0, 0, 12, 14, 11, 0, 3, 46, 12, 8, 0, 14, 50, 46, 33, 4, 7, 33, 8, 35, 4, 6, 23, 37, 19, 4, 17, 31, 3, 37, 5, 7, 51, 42, 3, 0, 43, 10, 8, 27, 11, 7, 46, 46, 5, 0, 43, 14, SU
0, 0, 0, 0, 0, 0, 0, 0, 19, 62, 6, 0, 0, 0, 0, 1, 5, 35, 50, 21, 0, 1, 0, 0, 0, 6, 6, 47, 62, 2, 0, 4, 6, 0, 11, 21, 20, 21, 38, 8, 53, 64, 60, 31, 34, 29, 41, 30, 40, 25, 54, 66, 63, 32, 50, 39, 35, 23, 48, 26, 14, 25, 43, 33, 33, 31, 10, 11, 49, 17, 2, 67, 49, 21, 53, 36, 10, 13, 13, 24, 27, 25, 9, 7, 7, 12, 9, 24, 4, 33, 42, 57, 58, 54, 52, 28, 19, 48, 0, 23, 22, 16, 50, 68, 33, 12, 28, 20, HA
0, 0, 0, 0, 0, 0, 0, 0, 27, 63, 1, 0, 0, 0, 0, 1, 29, 6, 41, 26, 0, 1, 0, 0, 0, 6, 6, 49, 44, 8, 1, 17, 7, 1, 25, 26, 22, 38, 35, 12, 74, 45, 54, 46, 21, 17, 37, 47, 48, 27, 64, 74, 54, 41, 41, 38, 32, 64, 35, 17, 4, 8, 35, 24, 30, 23, 4, 32, 45, 24, 14, 26, 52, 38, 52, 6, 34, 42, 38, 1, 5, 38, 21, 27, 14, 31, 8, 46, 24, 15, 28, 20, 46, 61, 23, 24, 24, 42, 0, 27, 5, 34, 46, 46, 1, 16, 36, 0, NE
0, 0, 0, 0, 0, 0, 0, 0, 26, 59, 2, 0, 0, 0, 0, 4, 4, 37, 46, 23, 0, 0, 0, 0, 0, 5, 8, 45, 61, 7, 0, 4, 8, 4, 18, 26, 23, 20, 42, 9, 66, 51, 63, 40, 29, 19, 31, 41, 39, 25, 67, 55, 61, 36, 41, 46, 50, 28, 43, 25, 9, 19, 37, 26, 34, 36, 12, 16, 53, 19, 28, 10, 55, 25, 54, 10, 29, 15, 31, 3, 8, 37, 24, 25, 25, 35, 16, 16, 6, 33, 16, 36, 18, 48, 1, 32, 17, 48, 1, 26, 15, 51, 58, 61, 41, 12, 23, 35, SA
0, 0, 0, 0, 0, 0, 0, 0, 43, 52, 0, 0, 0, 0, 0, 4, 20, 16, 52, 22, 23, 18, 2, 1, 0, 7, 6, 54, 61, 12, 25, 40, 9, 2, 4, 22, 24, 33, 41, 18, 65, 35, 55, 32, 40, 30, 42, 37, 44, 17, 62, 65, 63, 34, 27, 24, 26, 57, 41, 16, 2, 17, 40, 36, 47, 52, 28, 37, 37, 30, 28, 12, 57, 26, 39, 19, 27, 45, 31, 3, 6, 38, 38, 21, 46, 17, 7, 46, 12, 38, 18, 23, 17, 34, 0, 34, 17, 47, 0, 33, 22, 36, 40, 33, 10, 39, 43, 0, SU
0, 0, 0, 0, 1, 0, 0, 0, 18, 2, 34, 42, 17, 14, 12, 6, 15, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 1, 4, 0, 16, 16, 2, 0, 32, 51, 11, 6, 2, 0, 60, 68, 55, 12, 64, 76, 36, 29, 17, 6, 64, 96, 55, 12, 54, 88, 46, 12, 35, 1, 9, 17, 43, 7, 39, 1, 0, 0, 59, 10, 0, 36, 66, 47, 66, 63, 14, 22, 33, 14, 15, 40, 21, 59, 37, 50, 46, 1, 16, 37, 31, 39, 74, 69, 57, 22, 22, 35, 4, 31, 31, 19, 43, 76, 47, 0, 16, 37, HA
0, 0, 1, 0, 0, 0, 0, 0, 30, 3, 30, 41, 41, 32, 18, 10, 6, 0, 6, 8, 2, 0, 0, 0, 2, 0, 2, 1, 4, 2, 8, 0, 0, 0, 20, 38, 10, 2, 9, 0, 49, 80, 57, 21, 59, 73, 26, 23, 24, 0, 52, 82, 56, 16, 59, 95, 43, 24, 28, 5, 16, 31, 37, 9, 29, 6, 0, 3, 62, 20, 2, 5, 69, 45, 63, 12, 4, 14, 32, 21, 12, 33, 20, 32, 7, 28, 35, 15, 5, 43, 15, 47, 55, 71, 53, 38, 8, 32, 6, 21, 31, 24, 20, 61, 26, 5, 20, 24, NE
0, 0, 0, 0, 0, 0, 0, 0, 39, 2, 18, 41, 39, 48, 31, 15, 0, 0, 4, 8, 9, 0, 0, 0, 0, 0, 3, 1, 1, 1, 7, 0, 0, 0, 5, 24, 5, 2, 15, 0, 47, 69, 53, 25, 60, 77, 27, 25, 23, 6, 49, 71, 54, 12, 66, 94, 43, 21, 23, 21, 20, 41, 35, 17, 25, 11, 0, 6, 59, 29, 1, 14, 57, 33, 55, 27, 6, 23, 27, 24, 10, 47, 40, 43, 21, 35, 25, 12, 6, 36, 22, 35, 58, 72, 76, 44, 10, 39, 10, 12, 53, 28, 50, 76, 31, 21, 27, 28, SA
0, 0, 1, 0, 0, 0, 0, 0, 49, 23, 43, 41, 30, 23, 17, 10, 31, 2, 20, 21, 2, 0, 0, 0, 1, 0, 4, 1, 24, 9, 2, 7, 0, 0, 31, 48, 12, 21, 34, 4, 64, 74, 47, 6, 63, 59, 23, 25, 39, 2, 56, 78, 49, 8, 63, 82, 46, 1, 32, 1, 25, 35, 44, 12, 27, 12, 3, 2, 53, 10, 2, 1, 54, 31, 56, 10, 0, 4, 56, 15, 6, 23, 34, 47, 25, 36, 6, 3, 20, 35, 2, 4, 18, 33, 33, 12, 12, 3, 0, 49, 6, 2, 29, 21, 39, 4, 0, 42, SU
0, 0, 0, 0, 0, 0, 0, 0, 57, 23, 6, 10, 8, 13, 12, 7, 8, 15, 40, 10, 1, 0, 0, 0, 0, 7, 0, 25, 49, 27, 13, 13, 0, 0, 0, 2, 2, 34, 68, 18, 42, 39, 39, 0, 43, 52, 35, 45, 56, 12, 44, 62, 66, 17, 49, 45, 29, 43, 57, 16, 5, 17, 24, 9, 31, 36, 9, 52, 36, 29, 5, 54, 42, 11, 29, 28, 2, 41, 20, 33, 33, 48, 39, 83, 58, 37, 24, 48, 7, 72, 29, 9, 21, 17, 28, 51, 19, 41, 2, 54, 10, 23, 29, 54, 35, 16, 48, 6, HA
0, 0, 1, 0, 0, 0, 0, 0, 49, 7, 1, 4, 4, 6, 17, 6, 0, 1, 43, 19, 0, 2, 0, 0, 0, 9, 0, 15, 64, 23, 34, 14, 0, 0, 0, 2, 8, 15, 62, 17, 48, 59, 34, 1, 35, 48, 39, 7, 66, 0, 28, 52, 50, 10, 49, 42, 36, 0, 38, 13, 0, 22, 24, 11, 18, 40, 9, 15, 37, 22, 0, 5, 19, 0, 32, 1, 1, 38, 15, 42, 8, 29, 50, 56, 52, 13, 1, 54, 3, 58, 27, 23, 33, 34, 25, 25, 10, 52, 0, 32, 24, 4, 37, 56, 18, 0, 40, 11, NE
0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 7, 5, 5, 9, 2, 12, 1, 15, 15, 0, 1, 3, 0, 0, 0, 6, 0, 28, 33, 0, 24, 6, 0, 0, 0, 16, 20, 37, 52, 18, 25, 42, 25, 3, 46, 47, 32, 45, 48, 12, 38, 61, 56, 19, 43, 57, 29, 29, 51, 3, 19, 29, 25, 10, 21, 11, 0, 40, 41, 4, 0, 7, 29, 2, 27, 20, 0, 43, 54, 5, 3, 28, 52, 68, 56, 35, 8, 57, 21, 42, 27, 34, 37, 50, 48, 44, 10, 55, 3, 52, 14, 5, 36, 43, 23, 10, 34, 16, SA
