@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 1, 0, 0, 0, 0, 0, 849, 994, 583, 795, FE
0, 0, 0, 0, 0, 0, 0, 0, 608, 814, 407, 750, HA
0, 0, 0, 0, 0, 0, 0, 0, 733, 926, 523, 863, HA
0, 0, 0, 0, 0, 0, 0, 0, 663, 823, 504, 858, HA
0, 0, 0, 0, 0, 0, 0, 0, 696, 864, 508, 798, NE
0, 0, 0, 0, 0, 0, 0, 0, 727, 884, 497, 802, NE
0, 0, 0, 0, 0, 0, 0, 0, 709, 865, 492, 793, NE
0, 0, 0, 0, 0, 0, 0, 0, 695, 873, 463, 683, SA
0, 0, 0, 0, 0, 0, 0, 0, 666, 813, 461, 693, SA
0, 0, 0, 0, 0, 0, 0, 0, 663, 847, 414, 660, SA
0, 0, 0, 0, 0, 0, 0, 0, 681, 835, 434, 693, SU
0, 0, 0, 0, 0, 0, 0, 0, 798, 936, 518, 777, SU
0, 0, 0, 0, 0, 0, 0, 0, 672, 838, 408, 712, SU
0, 0, 0, 0, 0, 0, 0, 0, 755, 879, 690, 1035, DI
0, 0, 1, 0, 0, 0, 0, 0, 728, 817, 666, 915, DI
0, 0, 0, 0, 0, 0, 0, 0, 686, 759, 548, 852, DI
0, 0, 0, 0, 0, 0, 0, 0, 679, 770, 640, 894, FE
0, 0, 1, 0, 1, 0, 0, 0, 751, 862, 607, 829, FE
0, 0, 0, 0, 0, 0, 0, 0, 826, 924, 703, 895, FE
0, 0, 0, 0, 0, 0, 0, 0, 697, 791, 668, 922, FE
0, 0, 0, 0, 0, 0, 0, 0, 567, 717, 599, 906, HA
0, 0, 2, 0, 0, 0, 0, 0, 708, 800, 775, 994, HA
0, 0, 1, 0, 0, 0, 0, 0, 601, 740, 681, 965, HA
0, 0, 0, 0, 0, 0, 0, 0, 688, 794, 735, 924, NE
0, 0, 1, 0, 1, 0, 0, 0, 530, 652, 617, 850, NE
0, 0, 0, 0, 0, 0, 0, 0, 753, 794, 722, 928, NE
0, 0, 0, 0, 0, 0, 0, 0, 752, 823, 685, 858, SA
0, 0, 0, 0, 0, 0, 0, 0, 631, 712, 585, 818, SA
0, 0, 0, 0, 0, 0, 0, 0, 671, 786, 677, 853, SA
0, 0, 0, 0, 0, 0, 0, 0, 701, 766, 570, 673, SU
0, 0, 0, 0, 0, 0, 0, 0, 675, 817, 713, 933, SU
0, 0, 0, 0, 0, 0, 0, 0, 765, 821, 678, 755, SU
0, 0, 0, 0, 0, 0, 0, 0, 910, 796, 591, 673, AN
0, 0, 0, 0, 0, 0, 0, 0, 953, 913, 596, 649, AN
0, 0, 0, 0, 0, 0, 0, 0, 811, 792, 667, 736, DI
0, 0, 0, 0, 0, 0, 0, 0, 848, 844, 679, 754, DI
0, 0, 0, 0, 0, 0, 0, 0, 1039, 947, 615, 672, FE
0, 0, 0, 0, 0, 0, 0, 0, 909, 836, 524, 649, FE
0, 0, 1, 0, 0, 0, 0, 0, 864, 781, 703, 802, HA
0, 0, 1, 0, 0, 0, 0, 0, 902, 828, 682, 752, HA
0, 0, 0, 0, 0, 0, 0, 0, 913, 839, 512, 639, NE
0, 0, 0, 0, 0, 0, 0, 0, 864, 773, 502, 571, NE
0, 0, 0, 0, 0, 0, 0, 0, 955, 867, 546, 641, SA
0, 0, 0, 0, 0, 0, 0, 0, 965, 855, 681, 775, SA
0, 0, 0, 0, 0, 0, 0, 0, 728, 808, 866, 796, AN
0, 0, 0, 0, 0, 0, 0, 0, 722, 832, 764, 768, AN
0, 0, 0, 0, 0, 0, 0, 0, 735, 872, 885, 989, DI
0, 0, 0, 0, 0, 0, 0, 0, 774, 799, 920, 995, DI
0, 0, 0, 0, 0, 0, 0, 0, 793, 955, 774, 865, FE
0, 0, 0, 0, 0, 0, 0, 0, 752, 969, 761, 818, FE
0, 0, 0, 0, 0, 0, 0, 0, 727, 780, 972, 945, HA
0, 0, 0, 0, 0, 0, 0, 0, 709, 810, 895, 962, HA
0, 0, 0, 0, 0, 0, 0, 0, 686, 803, 704, 762, NE
0, 0, 0, 0, 0, 0, 0, 0, 651, 775, 671, 749, NE
0, 0, 0, 0, 0, 0, 0, 0, 812, 887, 875, 963, SA
0, 0, 0, 0, 0, 0, 0, 0, 783, 803, 797, 876, SA
0, 0, 0, 0, 0, 0, 0, 0, 552, 609, 491, 640, AN
0, 0, 0, 0, 0, 0, 0, 0, 533, 617, 452, 605, AN
0, 0, 0, 0, 0, 0, 0, 0, 633, 657, 489, 690, DI
0, 0, 0, 0, 0, 0, 0, 0, 599, 611, 532, 628, DI
0, 0, 0, 0, 0, 0, 0, 0, 832, 931, 613, 640, FE
0, 0, 0, 0, 0, 0, 0, 0, 824, 919, 612, 606, FE
0, 0, 0, 0, 0, 0, 0, 0, 555, 682, 665, 701, HA
0, 0, 0, 0, 1, 0, 0, 0, 525, 639, 651, 636, HA
0, 0, 0, 0, 1, 0, 0, 0, 639, 724, 375, 419, NE
0, 0, 1, 0, 0, 0, 0, 0, 651, 682, 368, 392, NE
0, 0, 0, 0, 0, 0, 0, 0, 833, 822, 450, 560, SA
0, 0, 0, 0, 1, 0, 0, 0, 820, 849, 481, 515, SA
0, 0, 0, 0, 0, 0, 0, 0, 614, 672, 343, 551, AN
0, 0, 0, 0, 0, 0, 0, 0, 729, 885, 497, 516, AN
0, 0, 0, 0, 0, 0, 0, 0, 774, 838, 532, 669, DI
0, 0, 0, 0, 0, 0, 0, 0, 760, 816, 514, 663, DI
0, 0, 0, 0, 0, 0, 0, 0, 733, 840, 493, 701, FE
0, 0, 0, 0, 1, 0, 0, 0, 764, 843, 609, 685, FE
0, 0, 0, 0, 0, 0, 0, 0, 795, 791, 759, 776, HA
0, 0, 1, 0, 0, 0, 0, 0, 754, 794, 722, 769, HA
0, 0, 0, 0, 0, 0, 0, 0, 617, 811, 379, 494, NE
0, 0, 0, 0, 0, 0, 0, 0, 628, 774, 374, 482, NE
0, 0, 0, 0, 0, 0, 0, 0, 691, 782, 536, 558, SA
0, 0, 0, 0, 0, 0, 0, 0, 806, 842, 612, 702, SA
0, 0, 0, 0, 0, 0, 0, 0, 851, 804, 839, 800, AN
0, 0, 0, 0, 0, 0, 0, 0, 767, 776, 773, 742, AN
0, 0, 0, 0, 0, 0, 0, 0, 785, 804, 870, 880, DI
0, 0, 0, 0, 0, 0, 0, 0, 782, 764, 731, 960, DI
0, 0, 0, 0, 0, 0, 0, 0, 808, 920, 845, 952, FE
0, 0, 0, 0, 0, 0, 0, 0, 777, 824, 747, 926, FE
0, 0, 0, 0, 0, 0, 0, 0, 657, 701, 812, 930, HA
0, 0, 0, 0, 0, 0, 0, 0, 602, 644, 814, 908, HA
0, 0, 0, 0, 0, 0, 0, 0, 634, 691, 752, 773, NE
0, 0, 0, 0, 0, 0, 0, 0, 718, 757, 803, 839, NE
0, 0, 0, 0, 0, 0, 0, 0, 790, 801, 902, 932, SA
0, 0, 0, 0, 0, 0, 0, 0, 774, 779, 802, 877, SA
0, 0, 0, 0, 0, 0, 0, 0, 769, 906, 772, 968, AN
0, 0, 0, 0, 0, 0, 0, 0, 848, 936, 936, 1007, DI
0, 0, 0, 0, 0, 0, 0, 0, 1086, 1076, 877, 956, FE
0, 0, 0, 0, 0, 0, 0, 0, 1032, 1030, 866, 996, FE
0, 0, 0, 0, 0, 0, 0, 0, 868, 844, 868, 931, HA
0, 0, 0, 0, 0, 0, 0, 0, 891, 921, 848, 877, NE
0, 0, 0, 0, 0, 0, 0, 0, 981, 1000, 947, 1046, NE
0, 0, 0, 0, 0, 0, 0, 0, 877, 964, 1030, 996, SA
0, 0, 0, 0, 0, 0, 0, 0, 943, 1034, 858, 1059, AN
0, 0, 0, 0, 0, 0, 0, 0, 956, 1040, 844, 992, AN
0, 0, 0, 0, 0, 0, 0, 0, 991, 925, 868, 923, AN
0, 0, 0, 0, 0, 0, 0, 0, 791, 766, 897, 1044, AN
0, 0, 0, 0, 0, 0, 0, 0, 634, 920, 977, 1011, AN
0, 0, 0, 0, 0, 0, 0, 0, 628, 885, 1004, 1072, AN
0, 0, 0, 0, 0, 0, 0, 0, 1018, 1021, 966, 928, DI
0, 0, 0, 0, 0, 0, 0, 0, 1017, 965, 913, 914, DI
0, 0, 0, 0, 0, 0, 0, 0, 993, 1056, 865, 1120, DI
0, 0, 0, 0, 0, 0, 0, 0, 1012, 976, 990, 883, DI
0, 0, 0, 0, 0, 0, 0, 0, 902, 996, 763, 1022, FE
0, 0, 0, 0, 0, 0, 0, 0, 904, 981, 792, 1085, FE
0, 0, 0, 0, 0, 0, 0, 0, 980, 1109, 833, 988, FE
0, 0, 0, 0, 0, 0, 0, 0, 810, 844, 1030, 1064, HA
0, 0, 0, 0, 0, 0, 0, 0, 679, 820, 867, 984, HA
0, 0, 0, 0, 0, 0, 0, 0, 984, 1019, 885, 854, NE
0, 0, 0, 0, 0, 0, 0, 0, 1030, 968, 871, 823, NE
0, 0, 0, 0, 0, 0, 0, 0, 839, 972, 722, 963, NE
0, 0, 0, 0, 0, 0, 0, 0, 814, 1013, 710, 976, NE
0, 0, 0, 0, 0, 0, 0, 0, 1020, 1038, 832, 795, NE
0, 0, 0, 0, 0, 0, 0, 0, 858, 789, 1041, 1098, NE
0, 0, 0, 0, 0, 0, 0, 0, 846, 785, 988, 1039, NE
0, 0, 0, 0, 0, 0, 0, 0, 915, 1013, 850, 985, SA
0, 0, 0, 0, 0, 0, 0, 0, 948, 1062, 876, 993, SA
0, 0, 0, 0, 0, 0, 0, 0, 1190, 1271, 860, 833, SU
0, 0, 0, 0, 0, 0, 0, 0, 1040, 1030, 927, 987, SU
0, 0, 0, 0, 0, 0, 0, 0, 1002, 1139, 681, 838, SU
0, 0, 0, 0, 0, 0, 0, 0, 1059, 1205, 793, 876, SU
0, 0, 0, 0, 0, 0, 0, 0, 1101, 1130, 912, 982, SU
0, 0, 0, 0, 0, 0, 0, 0, 1123, 1102, 876, 971, SU
0, 0, 0, 0, 0, 0, 0, 0, 734, 937, 948, 941, SU
0, 0, 0, 0, 0, 0, 0, 0, 689, 983, 984, 965, SU
0, 0, 0, 0, 0, 0, 0, 0, 1133, 1221, 848, 857, SU
0, 0, 0, 0, 0, 0, 0, 0, 705, 672, 866, 816, AN
0, 0, 0, 0, 0, 0, 0, 0, 1076, 986, 1042, 1141, AN
0, 0, 0, 0, 0, 0, 0, 0, 642, 490, 382, 351, AN
0, 0, 0, 0, 0, 0, 0, 0, 793, 955, 774, 865, FE
0, 0, 0, 0, 0, 0, 0, 0, 617, 811, 379, 494, NE
0, 0, 0, 0, 0, 0, 0, 0, 1086, 1076, 877, 956, FE
0, 0, 0, 0, 0, 0, 0, 0, 1032, 1030, 866, 996, FE
0, 0, 0, 0, 0, 0, 0, 0, 902, 996, 763, 1022, FE
0, 0, 0, 0, 0, 0, 0, 0, 904, 981, 792, 1085, FE
