@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	cpt_100	NUMERIC
@ATTRIBUTE	cpt_101	NUMERIC
@ATTRIBUTE	cpt_102	NUMERIC
@ATTRIBUTE	cpt_103	NUMERIC
@ATTRIBUTE	cpt_104	NUMERIC
@ATTRIBUTE	cpt_105	NUMERIC
@ATTRIBUTE	cpt_106	NUMERIC
@ATTRIBUTE	cpt_107	NUMERIC
@ATTRIBUTE	cpt_108	NUMERIC
@ATTRIBUTE	cpt_109	NUMERIC
@ATTRIBUTE	cpt_110	NUMERIC
@ATTRIBUTE	cpt_111	NUMERIC
@ATTRIBUTE	cpt_112	NUMERIC
@ATTRIBUTE	cpt_113	NUMERIC
@ATTRIBUTE	cpt_114	NUMERIC
@ATTRIBUTE	cpt_115	NUMERIC
@ATTRIBUTE	cpt_116	NUMERIC
@ATTRIBUTE	cpt_117	NUMERIC
@ATTRIBUTE	cpt_118	NUMERIC
@ATTRIBUTE	cpt_119	NUMERIC
@ATTRIBUTE	cpt_120	NUMERIC
@ATTRIBUTE	cpt_121	NUMERIC
@ATTRIBUTE	cpt_122	NUMERIC
@ATTRIBUTE	cpt_123	NUMERIC
@ATTRIBUTE	cpt_124	NUMERIC
@ATTRIBUTE	cpt_125	NUMERIC
@ATTRIBUTE	cpt_126	NUMERIC
@ATTRIBUTE	cpt_127	NUMERIC
@ATTRIBUTE	cpt_128	NUMERIC
@ATTRIBUTE	cpt_129	NUMERIC
@ATTRIBUTE	cpt_130	NUMERIC
@ATTRIBUTE	cpt_131	NUMERIC
@ATTRIBUTE	cpt_132	NUMERIC
@ATTRIBUTE	cpt_133	NUMERIC
@ATTRIBUTE	cpt_134	NUMERIC
@ATTRIBUTE	cpt_135	NUMERIC
@ATTRIBUTE	cpt_136	NUMERIC
@ATTRIBUTE	cpt_137	NUMERIC
@ATTRIBUTE	cpt_138	NUMERIC
@ATTRIBUTE	cpt_139	NUMERIC
@ATTRIBUTE	cpt_140	NUMERIC
@ATTRIBUTE	cpt_141	NUMERIC
@ATTRIBUTE	cpt_142	NUMERIC
@ATTRIBUTE	cpt_143	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 21, 28, 2, 2, 5, 10, 8, 9, 6, 1, 33, 11, 12, 11, 0, 0, 8, 12, 6, 3, 0, 4, 2, 11, 22, 15, 0, 2, 20, 11, 25, 16, 13, 7, 9, 13, 30, 14, 31, 49, 40, 22, 7, 24, 48, 49, 22, 27, 30, 8, 6, 34, 19, 27, 16, 16, 30, 25, 7, 34, 27, 5, 14, 23, 28, 25, 16, 33, 48, 34, 16, 29, 16, 1, 1, 11, 16, 27, 14, 14, 4, 0, 5, 31, 20, 4, 12, 2, 19, 28, 12, 41, 3, 0, 1, 27, 22, 17, 2, 9, 28, 40, 35, 40, 18, 4, 7, 36, 16, 23, 0, 6, 5, 1, 0, 1, 12, 14, 22, 44, 31, 24, 5, 0, 24, 43, 45, 42, 23, 21, 35, 33, 30, 34, 13, 0, 6, 31, 33, 35, 7, 6, 53, 30, FE
0, 0, 1, 0, 1, 0, 0, 0, 27, 40, 7, 0, 5, 5, 11, 3, 9, 4, 29, 35, 25, 30, 0, 1, 6, 6, 17, 9, 2, 11, 14, 27, 18, 17, 0, 9, 31, 23, 14, 34, 14, 12, 15, 13, 24, 22, 33, 38, 19, 16, 6, 15, 37, 42, 19, 38, 26, 17, 14, 38, 24, 19, 5, 28, 42, 30, 3, 37, 37, 15, 14, 28, 30, 35, 18, 26, 43, 29, 18, 34, 11, 10, 0, 7, 16, 6, 1, 17, 0, 0, 3, 35, 15, 6, 7, 2, 33, 20, 12, 36, 3, 0, 3, 33, 23, 12, 2, 6, 22, 36, 38, 31, 17, 1, 2, 31, 39, 31, 0, 0, 12, 25, 25, 17, 15, 13, 24, 40, 23, 41, 4, 0, 23, 1, 11, 43, 17, 17, 44, 18, 17, 25, 17, 1, 0, 31, 36, 17, 10, 21, 37, 22, FE
0, 0, 0, 0, 0, 0, 0, 0, 19, 26, 18, 2, 8, 14, 16, 13, 21, 8, 28, 31, 25, 25, 1, 1, 12, 8, 18, 16, 6, 15, 26, 27, 25, 23, 1, 5, 35, 21, 17, 24, 18, 3, 21, 20, 21, 21, 31, 43, 28, 25, 0, 15, 39, 48, 25, 26, 28, 17, 10, 35, 26, 20, 6, 21, 40, 29, 12, 30, 36, 16, 19, 29, 40, 29, 15, 22, 47, 35, 17, 35, 26, 14, 7, 10, 15, 22, 12, 17, 0, 0, 9, 32, 18, 14, 10, 3, 22, 32, 16, 42, 4, 0, 5, 30, 33, 13, 5, 8, 29, 41, 34, 41, 10, 3, 15, 26, 27, 28, 3, 5, 11, 5, 8, 5, 7, 16, 15, 41, 30, 26, 19, 0, 17, 25, 37, 50, 15, 20, 36, 24, 20, 27, 35, 1, 1, 24, 35, 27, 12, 16, 45, 32, FE
0, 0, 0, 0, 0, 0, 0, 0, 20, 33, 7, 2, 7, 6, 13, 11, 13, 5, 35, 17, 20, 22, 0, 1, 7, 4, 12, 8, 0, 5, 15, 23, 21, 18, 8, 38, 47, 21, 3, 36, 37, 24, 11, 14, 31, 16, 25, 11, 5, 12, 3, 15, 12, 25, 23, 30, 17, 13, 18, 44, 28, 14, 0, 23, 56, 37, 11, 32, 27, 10, 10, 26, 27, 30, 16, 25, 35, 17, 15, 28, 31, 10, 0, 4, 12, 14, 9, 14, 0, 0, 1, 29, 34, 12, 6, 3, 30, 17, 15, 45, 9, 0, 3, 34, 18, 18, 1, 10, 15, 39, 31, 34, 10, 2, 8, 30, 21, 26, 0, 0, 10, 25, 27, 15, 10, 19, 20, 40, 33, 20, 5, 0, 23, 8, 16, 48, 17, 20, 43, 32, 20, 28, 22, 1, 3, 27, 34, 16, 8, 17, 36, 33, FE
0, 0, 0, 0, 0, 0, 0, 0, 25, 17, 0, 3, 2, 2, 11, 9, 6, 14, 10, 11, 27, 8, 0, 5, 2, 3, 0, 0, 0, 2, 24, 15, 30, 7, 5, 11, 5, 3, 3, 4, 23, 19, 18, 10, 24, 17, 30, 46, 54, 6, 7, 34, 31, 29, 36, 20, 21, 8, 7, 31, 21, 5, 7, 14, 40, 39, 11, 28, 18, 3, 11, 36, 31, 10, 15, 21, 39, 20, 16, 31, 22, 2, 1, 7, 3, 8, 3, 18, 0, 5, 4, 33, 13, 4, 6, 0, 19, 12, 8, 30, 20, 0, 6, 16, 28, 23, 0, 3, 23, 35, 40, 30, 24, 14, 14, 40, 35, 36, 2, 0, 18, 11, 11, 20, 31, 18, 13, 37, 30, 16, 17, 0, 20, 44, 49, 53, 11, 13, 41, 27, 16, 16, 16, 8, 0, 2, 14, 5, 3, 24, 32, 30, HA
0, 0, 2, 0, 0, 0, 0, 0, 20, 23, 1, 0, 11, 14, 9, 11, 11, 21, 10, 27, 27, 21, 0, 6, 9, 12, 4, 9, 0, 4, 18, 17, 25, 15, 0, 3, 9, 9, 10, 8, 1, 4, 25, 8, 21, 16, 36, 56, 62, 10, 5, 30, 62, 49, 33, 17, 17, 12, 4, 26, 10, 15, 12, 17, 12, 7, 19, 21, 25, 9, 23, 45, 48, 10, 13, 33, 61, 52, 22, 26, 25, 13, 9, 16, 14, 27, 15, 22, 6, 5, 3, 30, 15, 4, 6, 6, 26, 27, 9, 36, 12, 0, 6, 24, 25, 15, 5, 28, 20, 36, 37, 25, 39, 24, 26, 43, 22, 27, 7, 13, 33, 29, 27, 32, 40, 16, 15, 41, 26, 28, 8, 1, 26, 37, 43, 49, 13, 19, 43, 32, 31, 22, 24, 9, 1, 12, 28, 15, 8, 34, 28, 32, HA
0, 0, 1, 0, 0, 0, 0, 0, 23, 24, 2, 2, 2, 5, 10, 4, 13, 7, 21, 17, 25, 8, 0, 1, 5, 9, 1, 0, 1, 11, 4, 12, 19, 8, 0, 3, 0, 5, 3, 2, 0, 9, 17, 8, 35, 10, 26, 57, 58, 2, 9, 43, 59, 49, 26, 25, 29, 7, 1, 20, 11, 10, 6, 8, 21, 20, 9, 23, 24, 6, 21, 37, 42, 7, 6, 38, 55, 43, 16, 32, 13, 5, 1, 19, 19, 16, 8, 23, 7, 0, 3, 30, 17, 0, 3, 2, 26, 17, 11, 33, 14, 0, 4, 23, 14, 15, 4, 19, 21, 27, 36, 24, 34, 22, 17, 46, 24, 21, 0, 10, 29, 29, 25, 33, 38, 13, 25, 40, 36, 23, 8, 1, 26, 36, 45, 49, 9, 14, 36, 32, 34, 19, 31, 9, 0, 7, 21, 6, 5, 37, 32, 40, HA
0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 2, 3, 1, 10, 10, 6, 10, 17, 23, 34, 28, 23, 0, 3, 1, 7, 7, 2, 2, 7, 11, 18, 24, 13, 12, 30, 19, 6, 5, 7, 30, 29, 16, 33, 35, 16, 25, 25, 40, 8, 7, 27, 24, 25, 31, 26, 39, 13, 6, 28, 22, 12, 7, 12, 35, 32, 12, 29, 28, 11, 13, 22, 32, 17, 15, 20, 41, 17, 16, 31, 22, 10, 0, 3, 8, 25, 7, 13, 1, 0, 1, 30, 33, 8, 5, 6, 22, 21, 5, 39, 7, 0, 3, 34, 13, 27, 2, 12, 16, 38, 29, 29, 19, 3, 7, 55, 32, 38, 6, 4, 6, 8, 10, 9, 6, 9, 28, 50, 39, 48, 26, 0, 19, 41, 44, 59, 21, 7, 45, 38, 20, 41, 45, 10, 0, 4, 20, 2, 7, 32, 38, 48, NE
0, 0, 1, 0, 1, 0, 0, 0, 18, 16, 2, 0, 2, 0, 5, 4, 4, 7, 24, 31, 17, 12, 0, 0, 2, 0, 1, 0, 0, 5, 14, 16, 20, 11, 7, 20, 9, 2, 0, 3, 15, 11, 15, 7, 17, 11, 31, 35, 49, 1, 2, 31, 36, 36, 31, 21, 37, 7, 3, 31, 18, 5, 4, 8, 33, 27, 5, 28, 23, 11, 11, 22, 28, 13, 10, 21, 43, 27, 17, 30, 13, 6, 0, 2, 9, 13, 1, 10, 1, 0, 2, 31, 13, 2, 0, 3, 21, 18, 4, 44, 2, 0, 2, 28, 19, 9, 0, 2, 20, 34, 32, 32, 13, 1, 7, 38, 27, 22, 2, 5, 1, 4, 4, 3, 2, 11, 31, 25, 42, 28, 10, 0, 22, 35, 52, 57, 16, 5, 42, 50, 45, 36, 20, 6, 0, 7, 30, 0, 6, 29, 37, 37, NE
0, 0, 0, 0, 0, 0, 0, 0, 26, 35, 3, 2, 6, 7, 8, 13, 11, 13, 14, 19, 25, 17, 0, 1, 7, 4, 5, 3, 0, 2, 13, 24, 30, 20, 4, 16, 15, 7, 7, 4, 20, 23, 15, 24, 35, 25, 28, 35, 47, 9, 6, 31, 35, 32, 35, 20, 41, 18, 2, 31, 22, 15, 12, 14, 30, 32, 9, 26, 27, 17, 12, 26, 34, 26, 14, 19, 45, 21, 22, 26, 32, 10, 0, 7, 17, 19, 5, 26, 2, 0, 7, 26, 18, 8, 4, 8, 20, 32, 9, 43, 11, 0, 4, 29, 33, 17, 2, 5, 23, 37, 33, 36, 16, 0, 5, 41, 30, 33, 7, 7, 9, 7, 6, 6, 3, 15, 17, 34, 30, 28, 18, 1, 17, 37, 47, 60, 24, 12, 38, 47, 30, 25, 40, 6, 1, 4, 31, 4, 6, 13, 48, 31, NE
0, 0, 0, 0, 0, 0, 0, 0, 16, 35, 6, 3, 6, 11, 17, 9, 13, 17, 17, 24, 30, 26, 0, 4, 13, 6, 15, 8, 5, 6, 15, 16, 30, 16, 2, 2, 19, 21, 13, 24, 12, 1, 25, 10, 28, 18, 31, 44, 35, 32, 7, 22, 45, 51, 30, 23, 25, 16, 1, 32, 29, 20, 6, 15, 32, 23, 14, 23, 29, 14, 17, 30, 22, 16, 18, 28, 47, 35, 27, 25, 16, 10, 5, 8, 7, 12, 8, 18, 3, 0, 3, 32, 19, 14, 7, 10, 29, 26, 5, 39, 8, 0, 6, 27, 15, 22, 4, 17, 15, 43, 33, 33, 9, 1, 9, 31, 26, 35, 5, 7, 6, 17, 18, 10, 7, 6, 23, 41, 27, 30, 22, 0, 20, 27, 41, 54, 20, 14, 39, 36, 22, 23, 26, 7, 0, 8, 29, 8, 9, 22, 43, 36, SA
0, 0, 0, 0, 0, 0, 0, 0, 17, 24, 2, 1, 4, 10, 8, 5, 9, 8, 21, 16, 24, 9, 0, 0, 7, 8, 16, 10, 2, 3, 12, 10, 16, 17, 0, 2, 21, 27, 13, 16, 7, 2, 27, 2, 20, 13, 25, 41, 36, 22, 3, 29, 48, 48, 29, 10, 18, 15, 0, 29, 23, 16, 12, 13, 27, 11, 13, 21, 20, 8, 16, 33, 29, 21, 19, 26, 45, 41, 26, 31, 31, 0, 2, 10, 3, 5, 6, 17, 2, 0, 4, 29, 16, 6, 5, 5, 28, 18, 7, 45, 7, 0, 3, 26, 18, 8, 3, 9, 19, 42, 35, 33, 4, 0, 5, 29, 29, 20, 0, 4, 12, 16, 20, 15, 4, 12, 13, 47, 26, 24, 11, 0, 27, 26, 31, 51, 22, 21, 42, 32, 20, 24, 26, 3, 0, 2, 25, 7, 7, 5, 55, 11, SA
0, 0, 0, 0, 0, 0, 0, 0, 16, 25, 3, 1, 7, 10, 7, 6, 4, 4, 21, 24, 25, 18, 0, 0, 10, 8, 15, 14, 13, 5, 17, 16, 24, 12, 0, 0, 9, 19, 25, 19, 2, 3, 27, 9, 18, 17, 22, 42, 50, 35, 7, 32, 53, 51, 25, 15, 28, 9, 4, 30, 22, 22, 9, 14, 33, 16, 9, 21, 30, 12, 13, 34, 32, 14, 18, 25, 45, 43, 23, 29, 21, 2, 0, 6, 4, 18, 7, 20, 5, 6, 4, 25, 7, 5, 4, 9, 22, 29, 4, 48, 7, 3, 1, 29, 15, 8, 0, 7, 26, 48, 39, 44, 14, 0, 8, 24, 27, 28, 0, 4, 11, 0, 3, 0, 3, 9, 7, 53, 22, 28, 11, 0, 31, 43, 49, 43, 27, 8, 39, 42, 32, 29, 33, 3, 5, 9, 18, 8, 12, 7, 56, 30, SA
0, 0, 0, 0, 0, 0, 0, 0, 19, 31, 0, 0, 3, 11, 4, 4, 11, 9, 27, 21, 34, 27, 0, 1, 5, 3, 5, 2, 0, 4, 14, 23, 34, 28, 26, 54, 36, 2, 2, 15, 46, 56, 13, 26, 31, 23, 13, 2, 18, 3, 8, 16, 4, 3, 17, 18, 28, 20, 11, 39, 26, 7, 4, 17, 43, 38, 10, 33, 29, 16, 8, 18, 33, 20, 12, 24, 40, 19, 10, 33, 17, 13, 0, 4, 8, 11, 4, 12, 3, 3, 0, 30, 20, 11, 2, 5, 11, 25, 3, 35, 1, 0, 1, 38, 22, 26, 0, 0, 13, 36, 28, 40, 0, 7, 2, 33, 24, 30, 0, 4, 2, 2, 5, 5, 2, 12, 23, 24, 33, 28, 17, 0, 2, 19, 45, 46, 4, 3, 47, 13, 24, 18, 28, 1, 0, 9, 11, 22, 2, 20, 31, 26, SU
0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 8, 1, 5, 5, 8, 11, 7, 13, 16, 20, 19, 16, 0, 1, 2, 10, 9, 4, 5, 8, 12, 19, 22, 30, 27, 53, 37, 1, 11, 16, 47, 53, 25, 20, 24, 15, 10, 6, 14, 11, 12, 26, 7, 3, 19, 22, 28, 20, 13, 45, 34, 10, 4, 24, 46, 37, 13, 34, 13, 12, 5, 28, 37, 24, 17, 24, 37, 20, 7, 35, 18, 13, 0, 7, 8, 18, 5, 19, 0, 0, 4, 34, 26, 14, 4, 8, 22, 24, 2, 36, 8, 0, 9, 35, 25, 27, 5, 8, 14, 34, 34, 33, 7, 3, 11, 42, 28, 11, 15, 2, 18, 20, 19, 19, 26, 12, 32, 42, 33, 25, 19, 0, 20, 24, 19, 46, 24, 7, 41, 34, 39, 28, 24, 15, 1, 7, 9, 13, 4, 35, 25, 36, SU
0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 17, 5, 8, 12, 9, 14, 18, 17, 21, 25, 19, 22, 0, 3, 8, 11, 9, 15, 3, 4, 14, 19, 18, 25, 27, 49, 47, 8, 9, 17, 45, 54, 31, 9, 17, 27, 8, 4, 6, 13, 12, 19, 7, 5, 22, 28, 22, 27, 11, 44, 35, 17, 6, 15, 42, 44, 21, 30, 24, 21, 7, 22, 38, 35, 17, 19, 50, 33, 11, 28, 22, 26, 2, 7, 15, 15, 7, 17, 1, 0, 4, 26, 22, 24, 4, 7, 8, 29, 2, 41, 3, 0, 3, 23, 26, 22, 2, 3, 10, 38, 30, 42, 2, 1, 13, 29, 26, 27, 9, 5, 3, 4, 8, 7, 12, 12, 9, 47, 29, 28, 34, 1, 2, 23, 44, 42, 12, 17, 37, 30, 24, 23, 34, 13, 2, 12, 11, 26, 6, 9, 44, 34, SU
0, 0, 0, 0, 0, 0, 0, 0, 32, 8, 31, 10, 5, 2, 3, 5, 5, 5, 45, 23, 35, 16, 17, 14, 6, 5, 2, 4, 7, 12, 31, 22, 15, 28, 9, 15, 14, 1, 5, 4, 6, 7, 9, 36, 0, 54, 32, 40, 52, 42, 18, 44, 51, 33, 20, 34, 0, 44, 19, 21, 36, 23, 24, 30, 35, 22, 23, 49, 0, 49, 19, 33, 36, 50, 4, 52, 43, 31, 23, 41, 9, 40, 7, 14, 22, 41, 17, 20, 28, 22, 3, 34, 0, 50, 7, 11, 12, 36, 19, 34, 10, 10, 12, 42, 0, 24, 19, 13, 9, 52, 21, 45, 15, 19, 13, 48, 2, 1, 34, 7, 16, 17, 27, 36, 20, 15, 14, 28, 4, 2, 27, 14, 29, 34, 39, 53, 24, 12, 13, 31, 4, 10, 42, 15, 32, 36, 39, 40, 40, 19, 18, 56, FE
0, 0, 0, 0, 0, 0, 0, 0, 15, 25, 27, 16, 8, 1, 2, 7, 6, 5, 43, 13, 26, 33, 19, 20, 4, 4, 1, 4, 6, 14, 21, 16, 5, 38, 12, 13, 6, 5, 0, 1, 2, 8, 7, 31, 0, 50, 29, 44, 49, 45, 21, 49, 52, 33, 25, 33, 0, 39, 10, 28, 38, 27, 25, 29, 34, 24, 20, 43, 0, 47, 17, 36, 32, 56, 2, 53, 41, 25, 25, 44, 0, 45, 8, 13, 17, 42, 20, 27, 29, 21, 5, 39, 0, 53, 11, 4, 18, 42, 19, 34, 10, 11, 19, 42, 2, 17, 25, 11, 11, 47, 18, 51, 16, 21, 12, 41, 1, 6, 35, 9, 25, 13, 23, 25, 21, 13, 11, 31, 5, 5, 27, 13, 25, 34, 41, 55, 28, 15, 21, 33, 4, 5, 51, 9, 36, 31, 48, 44, 34, 22, 21, 58, FE
0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 24, 7, 3, 2, 0, 2, 4, 24, 6, 2, 0, 24, 4, 7, 7, 11, 2, 13, 12, 12, 30, 12, 1, 22, 5, 7, 3, 7, 3, 3, 4, 17, 33, 15, 8, 36, 23, 14, 14, 2, 10, 5, 8, 30, 36, 16, 15, 30, 51, 52, 57, 31, 31, 31, 56, 52, 39, 12, 29, 5, 43, 34, 29, 38, 8, 39, 22, 20, 34, 5, 20, 1, 3, 12, 20, 8, 9, 34, 18, 20, 5, 6, 17, 4, 9, 15, 14, 34, 8, 35, 19, 16, 9, 4, 25, 12, 19, 7, 27, 29, 29, 27, 30, 0, 8, 11, 21, 14, 15, 1, 33, 55, 44, 41, 29, 7, 3, 9, 38, 14, 13, 30, 37, 37, 36, 35, 28, 40, 8, 8, 44, 20, 11, 42, 8, 5, 17, 8, 8, 36, 10, 28, AN
0, 0, 0, 0, 0, 0, 0, 0, 19, 17, 33, 22, 34, 30, 22, 30, 35, 28, 5, 35, 22, 33, 39, 22, 0, 2, 0, 1, 0, 16, 29, 40, 20, 34, 25, 8, 0, 4, 2, 0, 21, 31, 31, 30, 11, 46, 30, 43, 53, 24, 4, 21, 42, 14, 42, 28, 11, 33, 19, 68, 61, 45, 17, 28, 59, 61, 6, 51, 10, 50, 20, 30, 25, 37, 17, 31, 17, 11, 1, 48, 39, 41, 2, 1, 25, 51, 24, 49, 13, 1, 0, 51, 23, 40, 1, 0, 15, 28, 32, 25, 29, 4, 2, 44, 10, 36, 5, 3, 36, 33, 27, 39, 27, 4, 14, 40, 17, 37, 6, 14, 38, 53, 65, 58, 38, 26, 26, 32, 41, 47, 40, 25, 43, 34, 24, 30, 50, 25, 41, 20, 38, 16, 42, 18, 9, 28, 41, 40, 12, 20, 41, 13, AN
0, 0, 0, 0, 0, 0, 0, 0, 14, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 15, 60, 16, 0, 0, 4, 15, 5, 5, 3, 0, 16, 33, 30, 36, 12, 0, 11, 38, 3, 18, 29, 35, 8, 33, 16, 3, 27, 13, 22, 24, 12, 22, 21, 0, 0, 33, 2, 23, 36, 31, 12, 0, 13, 24, 59, 18, 1, 33, 0, 10, 23, 20, 11, 0, 22, 2, 4, 15, 0, 26, 2, 0, 0, 2, 0, 0, 15, 0, 0, 0, 0, 31, 0, 0, 0, 3, 16, 0, 5, 27, 0, 0, 0, 40, 0, 0, 0, 27, 15, 7, 27, 39, 16, 0, 0, 31, 11, 0, 0, 8, 13, 18, 21, 23, 1, 0, 0, 1, 31, 0, 0, 0, 3, 19, 17, 5, 2, 0, 0, 0, 33, 0, 0, 9, 35, 20, 25, 49, 0, 0, 0, AN
0, 0, 0, 0, 0, 0, 0, 0, 10, 36, 15, 17, 23, 13, 4, 5, 8, 16, 30, 37, 22, 20, 13, 9, 12, 11, 16, 10, 21, 10, 21, 25, 30, 28, 5, 14, 28, 17, 22, 9, 23, 21, 14, 23, 35, 31, 28, 53, 41, 43, 44, 33, 42, 48, 35, 19, 48, 15, 34, 56, 49, 44, 9, 32, 41, 42, 25, 16, 43, 9, 17, 23, 29, 48, 3, 49, 37, 43, 35, 6, 43, 19, 12, 12, 21, 35, 7, 29, 33, 17, 11, 7, 27, 44, 10, 10, 25, 39, 13, 49, 11, 11, 23, 34, 0, 38, 12, 10, 17, 43, 37, 52, 9, 8, 17, 37, 8, 32, 15, 11, 9, 30, 29, 10, 9, 11, 16, 41, 10, 47, 21, 6, 42, 41, 45, 48, 21, 16, 15, 17, 35, 0, 27, 9, 25, 27, 32, 31, 10, 5, 8, 0, AN
