@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 344, 278, 497, 287, 352, 340, 197, 306, 284, SA
0, 0, 0, 0, 0, 0, 0, 0, 337, 254, 424, 279, 367, 288, 221, 282, 238, SA
0, 0, 0, 0, 0, 0, 0, 0, 294, 186, 442, 254, 397, 352, 258, 165, 291, SU
0, 0, 0, 0, 0, 0, 0, 0, 332, 172, 465, 259, 399, 323, 244, 220, 275, SU
0, 0, 0, 0, 0, 0, 0, 0, 326, 153, 427, 233, 397, 392, 254, 199, 273, SU
0, 0, 0, 0, 0, 0, 0, 0, 290, 255, 381, 332, 413, 320, 143, 567, 217, DI
0, 0, 0, 0, 0, 0, 0, 0, 272, 261, 384, 316, 409, 305, 152, 487, 175, DI
0, 0, 0, 0, 0, 0, 0, 0, 259, 195, 348, 296, 386, 273, 98, 460, 145, DI
0, 0, 1, 0, 0, 0, 0, 0, 258, 164, 360, 268, 404, 296, 109, 535, 136, FE
0, 0, 0, 0, 0, 0, 0, 0, 319, 247, 411, 330, 454, 347, 180, 615, 213, FE
0, 0, 0, 0, 0, 0, 0, 0, 290, 265, 415, 346, 423, 344, 196, 603, 189, FE
0, 0, 0, 0, 0, 0, 0, 0, 263, 156, 359, 259, 457, 290, 131, 430, 162, HA
0, 0, 0, 0, 0, 0, 0, 0, 259, 170, 367, 253, 437, 288, 128, 604, 153, HA
0, 0, 0, 0, 0, 0, 0, 0, 266, 162, 362, 236, 458, 320, 91, 427, 119, NE
0, 0, 0, 0, 0, 0, 0, 0, 253, 173, 357, 280, 463, 293, 85, 396, 114, NE
0, 0, 0, 0, 0, 0, 0, 0, 306, 216, 379, 341, 430, 333, 135, 477, 172, NE
0, 0, 0, 0, 0, 0, 0, 0, 278, 256, 417, 309, 468, 310, 161, 506, 182, SA
0, 0, 0, 0, 0, 0, 0, 0, 301, 267, 408, 324, 421, 315, 156, 516, 178, SA
0, 0, 0, 0, 0, 0, 0, 0, 287, 229, 411, 325, 442, 339, 185, 500, 240, SA
0, 0, 0, 0, 0, 0, 0, 0, 283, 227, 408, 331, 415, 334, 180, 524, 164, SU
0, 0, 0, 0, 0, 0, 0, 0, 290, 225, 407, 332, 427, 360, 175, 563, 149, SU
0, 0, 0, 0, 0, 0, 0, 0, 277, 165, 382, 298, 414, 310, 104, 498, 124, SU
0, 0, 0, 0, 0, 0, 0, 0, 211, 183, 361, 261, 454, 516, 163, 535, 348, DI
0, 0, 0, 0, 0, 0, 0, 0, 257, 260, 424, 304, 505, 568, 251, 586, 455, DI
0, 0, 0, 0, 0, 0, 0, 0, 272, 207, 433, 260, 521, 510, 226, 559, 444, DI
0, 0, 0, 0, 0, 0, 0, 0, 363, 363, 458, 323, 463, 435, 262, 452, 352, FE
0, 0, 0, 0, 0, 0, 0, 0, 289, 245, 415, 284, 434, 415, 213, 454, 338, FE
0, 0, 0, 0, 0, 0, 0, 0, 345, 388, 369, 347, 426, 361, 308, 447, 377, FE
0, 0, 1, 0, 0, 0, 0, 0, 247, 160, 384, 297, 428, 411, 263, 532, 312, HA
0, 0, 0, 0, 0, 0, 0, 0, 242, 173, 406, 299, 407, 390, 244, 418, 297, HA
0, 0, 0, 0, 0, 0, 0, 0, 287, 216, 415, 329, 489, 432, 306, 534, 361, HA
0, 0, 0, 0, 0, 0, 0, 0, 283, 205, 477, 302, 422, 478, 186, 432, 250, NE
0, 0, 0, 0, 0, 0, 0, 0, 244, 160, 386, 254, 385, 395, 147, 436, 201, NE
0, 0, 0, 0, 0, 0, 0, 0, 304, 222, 445, 292, 411, 439, 216, 443, 270, NE
0, 0, 0, 0, 0, 0, 0, 0, 240, 177, 403, 270, 398, 359, 194, 473, 278, SA
0, 0, 0, 0, 0, 0, 0, 0, 290, 180, 460, 262, 394, 397, 194, 471, 254, SA
0, 0, 1, 0, 0, 0, 0, 0, 288, 243, 431, 290, 404, 396, 223, 482, 333, SA
0, 0, 0, 0, 0, 0, 0, 0, 341, 342, 432, 288, 375, 405, 161, 326, 235, SU
0, 0, 0, 0, 0, 0, 0, 0, 304, 314, 398, 300, 367, 424, 171, 339, 224, SU
0, 0, 0, 0, 0, 0, 0, 0, 295, 371, 436, 291, 378, 409, 163, 472, 253, SU
0, 0, 0, 0, 1, 0, 0, 0, 276, 142, 303, 269, 296, 298, 96, 382, 261, DI
0, 0, 0, 0, 0, 0, 0, 0, 141, 208, 352, 183, 431, 391, 62, 384, 278, DI
0, 0, 0, 0, 0, 0, 0, 0, 148, 183, 340, 199, 423, 391, 78, 358, 277, DI
0, 0, 0, 0, 0, 0, 0, 0, 270, 241, 380, 301, 386, 396, 132, 367, 340, FE
0, 0, 0, 0, 0, 0, 0, 0, 238, 212, 362, 255, 407, 417, 87, 351, 258, FE
0, 0, 0, 0, 0, 0, 0, 0, 243, 259, 396, 323, 430, 402, 137, 384, 343, FE
0, 0, 0, 0, 0, 0, 0, 0, 327, 317, 431, 314, 490, 433, 205, 551, 345, HA
0, 0, 0, 0, 0, 0, 0, 0, 236, 209, 379, 240, 404, 354, 152, 483, 258, HA
0, 0, 0, 0, 0, 0, 0, 0, 236, 202, 359, 241, 410, 362, 184, 482, 275, HA
0, 0, 0, 0, 0, 0, 0, 0, 261, 228, 407, 252, 425, 393, 117, 343, 215, NE
0, 0, 0, 0, 0, 0, 0, 0, 282, 305, 421, 259, 433, 390, 151, 408, 273, NE
0, 0, 0, 0, 0, 0, 0, 0, 211, 231, 375, 245, 420, 361, 130, 387, 213, NE
0, 0, 0, 0, 0, 0, 0, 0, 315, 226, 373, 299, 385, 373, 146, 397, 327, SA
0, 0, 0, 0, 0, 0, 0, 0, 320, 300, 399, 292, 445, 353, 138, 436, 289, SA
0, 0, 0, 0, 0, 0, 0, 0, 328, 301, 424, 305, 461, 369, 143, 429, 266, SA
0, 0, 0, 0, 0, 0, 0, 0, 244, 298, 419, 338, 559, 405, 154, 511, 351, SU
0, 0, 0, 0, 0, 0, 0, 0, 340, 315, 413, 342, 481, 419, 139, 435, 352, SU
0, 0, 0, 0, 0, 0, 0, 0, 312, 280, 388, 351, 433, 385, 172, 436, 330, SU
0, 0, 0, 0, 0, 0, 0, 0, 173, 183, 418, 230, 396, 428, 133, 496, 193, DI
0, 0, 0, 0, 0, 0, 0, 0, 227, 218, 432, 235, 446, 444, 188, 548, 283, DI
0, 0, 0, 0, 0, 0, 0, 0, 262, 233, 420, 273, 455, 306, 135, 450, 280, FE
0, 0, 0, 0, 0, 0, 0, 0, 252, 203, 434, 265, 446, 340, 126, 504, 251, FE
0, 0, 1, 0, 0, 0, 0, 0, 263, 210, 405, 301, 493, 343, 154, 433, 272, FE
0, 0, 0, 0, 0, 0, 0, 0, 326, 270, 396, 392, 488, 379, 221, 402, 359, HA
0, 0, 0, 0, 0, 0, 0, 0, 341, 241, 394, 397, 471, 361, 194, 431, 339, HA
0, 0, 0, 0, 0, 0, 0, 0, 326, 268, 385, 381, 440, 389, 184, 430, 330, HA
0, 0, 0, 0, 0, 0, 0, 0, 281, 203, 405, 321, 447, 329, 132, 417, 226, NE
0, 0, 0, 0, 0, 0, 0, 0, 283, 198, 397, 331, 386, 318, 84, 435, 214, NE
0, 0, 1, 0, 0, 0, 0, 0, 303, 247, 436, 364, 462, 369, 154, 447, 275, NE
0, 0, 0, 0, 0, 0, 0, 0, 321, 248, 429, 375, 505, 375, 179, 373, 299, SA
0, 0, 0, 0, 0, 0, 0, 0, 259, 209, 382, 318, 492, 320, 108, 345, 245, SA
0, 0, 1, 0, 0, 0, 0, 0, 345, 262, 400, 364, 498, 352, 175, 459, 281, SA
0, 0, 1, 0, 0, 0, 0, 0, 266, 162, 397, 300, 441, 383, 111, 484, 212, SU
0, 0, 1, 0, 0, 0, 0, 0, 264, 178, 435, 286, 432, 358, 104, 473, 216, SU
0, 0, 0, 0, 0, 0, 0, 0, 331, 252, 449, 366, 449, 418, 133, 507, 282, SU
0, 0, 0, 0, 0, 0, 0, 0, 226, 248, 250, 242, 282, 255, 214, 422, 273, DI
0, 0, 0, 0, 0, 0, 0, 0, 290, 231, 257, 279, 336, 291, 277, 454, 301, DI
0, 0, 0, 0, 0, 0, 0, 0, 259, 216, 249, 259, 359, 291, 273, 393, 302, DI
0, 0, 0, 0, 0, 0, 0, 0, 403, 277, 336, 309, 454, 417, 300, 596, 485, FE
0, 0, 0, 0, 0, 0, 0, 0, 380, 279, 337, 303, 443, 401, 235, 598, 463, FE
0, 0, 0, 0, 0, 0, 0, 0, 363, 226, 308, 271, 426, 358, 262, 511, 408, FE
0, 0, 0, 0, 0, 0, 0, 0, 291, 161, 302, 297, 421, 368, 325, 313, 446, HA
0, 0, 0, 0, 0, 0, 0, 0, 287, 149, 298, 236, 365, 309, 200, 435, 363, HA
0, 0, 0, 0, 0, 0, 0, 0, 264, 150, 242, 284, 346, 330, 341, 317, 385, HA
0, 0, 0, 0, 0, 0, 0, 0, 306, 212, 299, 304, 409, 384, 330, 322, 396, NE
0, 0, 0, 0, 0, 0, 0, 0, 291, 211, 313, 277, 394, 363, 277, 336, 369, NE
0, 0, 0, 0, 0, 0, 0, 0, 274, 132, 263, 302, 373, 359, 363, 252, 374, NE
0, 0, 0, 0, 0, 0, 0, 0, 284, 171, 261, 245, 401, 334, 201, 267, 278, SA
0, 0, 0, 0, 0, 0, 0, 0, 318, 240, 297, 334, 411, 360, 414, 291, 393, SA
0, 0, 0, 0, 0, 0, 0, 0, 278, 190, 252, 309, 380, 335, 363, 233, 381, SA
0, 0, 0, 0, 0, 0, 0, 0, 306, 191, 309, 335, 409, 364, 350, 430, 373, SU
0, 0, 0, 0, 0, 0, 0, 0, 267, 125, 252, 321, 358, 334, 308, 384, 297, SU
0, 0, 0, 0, 0, 0, 0, 0, 270, 214, 290, 372, 399, 349, 343, 426, 343, SU
0, 0, 0, 0, 0, 0, 0, 0, 236, 450, 415, 283, 411, 338, 139, 422, 403, DI
0, 0, 0, 0, 0, 0, 0, 0, 208, 423, 341, 205, 387, 393, 74, 405, 352, DI
0, 0, 1, 0, 0, 0, 0, 0, 216, 359, 358, 201, 386, 408, 134, 401, 379, DI
0, 0, 0, 0, 0, 0, 0, 0, 337, 424, 454, 253, 411, 371, 127, 464, 348, FE
0, 0, 0, 0, 0, 0, 0, 0, 262, 331, 402, 193, 378, 336, 91, 397, 314, FE
0, 0, 1, 0, 0, 0, 0, 0, 327, 405, 429, 265, 408, 431, 113, 428, 360, FE
0, 0, 0, 0, 0, 0, 0, 0, 214, 283, 363, 189, 410, 339, 53, 333, 346, HA
0, 0, 0, 0, 0, 0, 0, 0, 254, 337, 416, 234, 480, 399, 106, 351, 398, HA
0, 0, 0, 0, 0, 0, 0, 0, 244, 281, 370, 229, 428, 375, 135, 314, 408, HA
0, 0, 0, 0, 0, 0, 0, 0, 247, 294, 389, 242, 449, 401, 87, 342, 356, NE
0, 0, 0, 0, 0, 0, 0, 0, 273, 305, 412, 265, 453, 354, 90, 321, 371, NE
0, 0, 0, 0, 0, 0, 0, 0, 242, 287, 392, 280, 467, 365, 79, 337, 351, NE
0, 0, 0, 0, 0, 0, 0, 0, 250, 365, 380, 209, 370, 331, 61, 397, 296, SA
0, 0, 0, 0, 0, 0, 0, 0, 231, 342, 357, 202, 364, 324, 59, 395, 308, SA
0, 0, 0, 0, 0, 0, 0, 0, 232, 345, 374, 192, 381, 327, 50, 360, 274, SA
0, 0, 0, 0, 0, 0, 0, 0, 267, 264, 389, 235, 407, 337, 49, 330, 327, SU
0, 0, 0, 0, 0, 0, 0, 0, 279, 346, 425, 295, 420, 388, 92, 378, 339, SU
0, 0, 0, 0, 0, 0, 0, 0, 245, 280, 378, 218, 425, 355, 57, 303, 318, SU
0, 0, 0, 0, 0, 0, 0, 0, 290, 339, 328, 265, 408, 403, 330, 410, 469, DI
0, 0, 1, 0, 0, 0, 0, 0, 288, 273, 330, 248, 383, 354, 323, 386, 440, DI
0, 0, 0, 0, 0, 0, 0, 0, 249, 280, 289, 209, 387, 338, 271, 332, 409, DI
0, 0, 0, 0, 0, 0, 0, 0, 256, 250, 294, 248, 384, 369, 261, 421, 418, FE
0, 0, 1, 0, 1, 0, 0, 0, 317, 257, 373, 275, 412, 358, 267, 301, 403, FE
0, 0, 0, 0, 0, 0, 0, 0, 317, 300, 426, 322, 413, 375, 322, 352, 423, FE
0, 0, 0, 0, 0, 0, 0, 0, 298, 227, 326, 290, 432, 340, 296, 303, 470, FE
0, 0, 0, 0, 0, 0, 0, 0, 276, 160, 298, 213, 288, 348, 294, 357, 461, HA
0, 0, 2, 0, 0, 0, 0, 0, 292, 241, 340, 299, 379, 361, 313, 465, 477, HA
0, 0, 1, 0, 0, 0, 0, 0, 263, 177, 310, 239, 318, 359, 314, 419, 475, HA
0, 0, 0, 0, 0, 0, 0, 0, 309, 180, 384, 279, 343, 323, 396, 308, 498, NE
0, 0, 1, 0, 1, 0, 0, 0, 238, 120, 295, 207, 292, 293, 347, 311, 464, NE
0, 0, 0, 0, 0, 0, 0, 0, 326, 206, 341, 293, 384, 363, 359, 331, 452, NE
0, 0, 0, 0, 0, 0, 0, 0, 314, 290, 347, 275, 391, 350, 318, 321, 423, SA
0, 0, 0, 0, 0, 0, 0, 0, 230, 266, 272, 236, 377, 311, 263, 309, 405, SA
0, 0, 0, 0, 0, 0, 0, 0, 244, 303, 304, 226, 395, 339, 303, 364, 419, SA
0, 0, 0, 0, 0, 0, 0, 0, 343, 155, 362, 265, 304, 370, 294, 260, 326, SU
0, 0, 0, 0, 0, 0, 0, 0, 297, 204, 354, 290, 395, 369, 354, 275, 503, SU
0, 0, 0, 0, 0, 0, 0, 0, 302, 240, 341, 318, 365, 329, 353, 303, 348, SU
0, 0, 0, 0, 0, 0, 0, 0, 298, 360, 282, 266, 520, 330, 195, 413, 259, AN
0, 0, 0, 0, 0, 0, 0, 0, 315, 359, 354, 301, 519, 347, 200, 424, 242, AN
0, 0, 0, 0, 0, 0, 0, 0, 310, 339, 325, 208, 515, 314, 243, 394, 305, DI
0, 0, 0, 0, 0, 0, 0, 0, 316, 346, 346, 226, 524, 332, 248, 412, 300, DI
0, 0, 0, 0, 0, 0, 0, 0, 426, 279, 458, 365, 524, 358, 210, 304, 283, FE
0, 0, 0, 0, 0, 0, 0, 0, 320, 212, 395, 351, 501, 332, 157, 348, 233, FE
0, 0, 1, 0, 0, 0, 0, 0, 358, 229, 356, 264, 513, 340, 235, 466, 332, HA
0, 0, 1, 0, 0, 0, 0, 0, 383, 222, 372, 303, 512, 335, 227, 432, 315, HA
0, 0, 0, 0, 0, 0, 0, 0, 342, 265, 348, 292, 543, 370, 120, 367, 204, NE
0, 0, 0, 0, 0, 0, 0, 0, 317, 244, 317, 289, 520, 343, 122, 313, 191, NE
0, 0, 0, 0, 0, 0, 0, 0, 361, 388, 354, 262, 528, 326, 184, 296, 260, SA
0, 0, 0, 0, 0, 0, 0, 0, 352, 393, 320, 279, 548, 348, 253, 393, 325, SA
0, 0, 0, 0, 0, 0, 0, 0, 241, 92, 270, 443, 567, 496, 290, 461, 272, AN
0, 0, 0, 0, 0, 0, 0, 0, 245, 95, 280, 419, 564, 477, 284, 321, 304, AN
0, 0, 0, 0, 0, 0, 0, 0, 243, 179, 317, 345, 597, 485, 367, 463, 410, DI
0, 0, 0, 0, 0, 0, 0, 0, 275, 130, 288, 383, 614, 480, 371, 454, 400, DI
0, 0, 0, 0, 0, 0, 0, 0, 248, 229, 366, 404, 554, 519, 278, 398, 335, FE
0, 0, 0, 0, 0, 0, 0, 0, 224, 265, 327, 344, 588, 485, 275, 391, 292, FE
0, 0, 0, 0, 0, 0, 0, 0, 268, 106, 264, 426, 526, 524, 381, 491, 382, HA
0, 0, 0, 0, 0, 0, 0, 0, 263, 141, 281, 375, 557, 517, 338, 433, 397, HA
0, 0, 0, 0, 0, 0, 0, 0, 254, 135, 277, 344, 542, 445, 221, 424, 255, NE
0, 0, 0, 0, 0, 0, 0, 0, 233, 135, 268, 315, 554, 427, 203, 403, 256, NE
0, 0, 0, 0, 0, 0, 0, 0, 241, 259, 265, 373, 579, 485, 347, 472, 405, SA
0, 0, 0, 0, 0, 0, 0, 0, 258, 212, 217, 347, 558, 471, 326, 441, 362, SA
0, 0, 0, 0, 0, 0, 0, 0, 198, 58, 224, 210, 448, 319, 109, 458, 214, AN
0, 0, 0, 0, 0, 0, 0, 0, 200, 40, 238, 191, 487, 284, 98, 389, 209, AN
0, 0, 0, 0, 0, 0, 0, 0, 259, 82, 245, 235, 498, 370, 110, 399, 216, DI
0, 0, 0, 0, 0, 0, 0, 0, 208, 96, 223, 253, 563, 309, 96, 384, 162, DI
0, 0, 0, 0, 0, 0, 0, 0, 262, 296, 390, 352, 552, 439, 152, 340, 200, FE
0, 0, 0, 0, 0, 0, 0, 0, 270, 286, 347, 344, 505, 393, 148, 390, 183, FE
0, 0, 0, 0, 0, 0, 0, 0, 155, 61, 261, 306, 363, 425, 219, 539, 238, HA
0, 0, 0, 0, 1, 0, 0, 0, 156, 35, 192, 282, 363, 399, 213, 511, 235, HA
0, 0, 0, 0, 1, 0, 0, 0, 250, 46, 279, 293, 399, 336, 32, 347, 89, NE
0, 0, 1, 0, 0, 0, 0, 0, 276, 34, 274, 288, 369, 329, 23, 357, 90, NE
0, 0, 0, 0, 0, 0, 0, 0, 287, 242, 289, 341, 427, 371, 60, 419, 171, SA
0, 0, 0, 0, 1, 0, 0, 0, 293, 223, 310, 327, 427, 365, 108, 366, 164, SA
0, 0, 0, 0, 0, 0, 0, 0, 90, 291, 190, 217, 433, 246, 54, 407, 188, AN
0, 0, 0, 0, 0, 0, 0, 0, 121, 382, 285, 269, 525, 311, 159, 351, 176, AN
0, 0, 0, 0, 0, 0, 0, 0, 215, 454, 235, 227, 499, 312, 139, 443, 223, DI
0, 0, 0, 0, 0, 0, 0, 0, 208, 442, 227, 240, 467, 288, 156, 407, 261, DI
0, 0, 0, 0, 0, 0, 0, 0, 153, 373, 287, 236, 522, 335, 140, 374, 260, FE
0, 0, 0, 0, 1, 0, 0, 0, 158, 392, 310, 252, 495, 354, 195, 401, 256, FE
0, 0, 0, 0, 0, 0, 0, 0, 152, 420, 280, 291, 423, 338, 307, 546, 321, HA
0, 0, 1, 0, 0, 0, 0, 0, 134, 408, 293, 276, 418, 325, 263, 567, 317, HA
0, 0, 0, 0, 0, 0, 0, 0, 171, 315, 295, 202, 463, 336, 97, 248, 139, NE
0, 0, 0, 0, 0, 0, 0, 0, 179, 301, 266, 198, 459, 330, 110, 231, 132, NE
0, 0, 0, 0, 0, 0, 0, 0, 194, 392, 238, 199, 396, 296, 174, 414, 213, SA
0, 0, 0, 0, 0, 0, 0, 0, 225, 441, 260, 208, 437, 326, 234, 468, 289, SA
0, 0, 0, 0, 0, 0, 0, 0, 275, 291, 241, 355, 570, 389, 255, 550, 296, AN
0, 0, 0, 0, 0, 0, 0, 0, 234, 256, 280, 287, 552, 341, 242, 511, 255, AN
0, 0, 0, 0, 0, 0, 0, 0, 250, 260, 261, 310, 560, 357, 329, 569, 370, DI
0, 0, 0, 0, 0, 0, 0, 0, 232, 217, 279, 329, 576, 368, 215, 546, 362, DI
0, 0, 0, 0, 0, 0, 0, 0, 225, 390, 324, 340, 508, 395, 311, 543, 391, FE
0, 0, 0, 0, 0, 0, 0, 0, 209, 360, 276, 312, 503, 377, 252, 537, 382, FE
0, 0, 0, 0, 0, 0, 0, 0, 208, 266, 251, 272, 518, 327, 347, 435, 412, HA
0, 0, 0, 0, 0, 0, 0, 0, 211, 201, 223, 253, 511, 288, 308, 532, 397, HA
0, 0, 0, 0, 0, 0, 0, 0, 185, 255, 257, 278, 545, 279, 293, 379, 323, NE
0, 0, 0, 0, 0, 0, 0, 0, 210, 321, 268, 317, 542, 314, 305, 412, 362, NE
0, 0, 0, 0, 0, 0, 0, 0, 260, 270, 304, 324, 552, 369, 344, 547, 382, SA
0, 0, 0, 0, 0, 0, 0, 0, 248, 258, 302, 307, 518, 322, 291, 527, 356, SA
0, 0, 0, 0, 0, 0, 0, 0, 227, 188, 349, 359, 605, 431, 254, 482, 401, AN
0, 0, 0, 0, 0, 0, 0, 0, 301, 173, 368, 360, 627, 467, 379, 496, 415, DI
0, 0, 0, 0, 0, 0, 0, 0, 494, 279, 476, 410, 542, 454, 300, 516, 382, FE
0, 0, 0, 0, 0, 0, 0, 0, 471, 269, 417, 406, 578, 442, 293, 496, 402, FE
0, 0, 0, 0, 0, 0, 0, 0, 342, 192, 308, 337, 557, 438, 368, 492, 387, HA
0, 0, 0, 0, 0, 0, 0, 0, 346, 199, 350, 403, 584, 445, 294, 470, 341, NE
0, 0, 0, 0, 0, 0, 0, 0, 438, 211, 402, 415, 630, 491, 349, 454, 446, NE
0, 0, 0, 0, 0, 0, 0, 0, 343, 163, 367, 368, 595, 505, 487, 464, 436, SA
0, 0, 0, 0, 0, 0, 0, 0, 400, 312, 464, 376, 514, 514, 295, 567, 393, AN
0, 0, 0, 0, 0, 0, 0, 0, 393, 309, 484, 389, 508, 498, 288, 534, 375, AN
0, 0, 0, 0, 0, 0, 0, 0, 396, 218, 431, 434, 574, 496, 304, 466, 314, AN
0, 0, 0, 0, 0, 0, 0, 0, 233, 217, 276, 484, 493, 376, 325, 616, 398, AN
0, 0, 0, 0, 0, 0, 0, 0, 180, 190, 362, 335, 490, 477, 423, 612, 404, AN
0, 0, 0, 0, 0, 0, 0, 0, 167, 195, 358, 369, 498, 402, 409, 622, 421, AN
0, 0, 0, 0, 0, 0, 0, 0, 429, 227, 453, 473, 604, 518, 311, 556, 300, DI
0, 0, 0, 0, 0, 0, 0, 0, 437, 213, 426, 441, 603, 497, 284, 559, 292, DI
0, 0, 0, 0, 0, 0, 0, 0, 450, 264, 458, 383, 540, 497, 328, 545, 452, DI
0, 0, 0, 0, 0, 0, 0, 0, 421, 216, 431, 482, 617, 496, 331, 530, 252, DI
0, 0, 0, 0, 0, 0, 0, 0, 389, 250, 425, 347, 508, 507, 269, 525, 392, FE
0, 0, 0, 0, 0, 0, 0, 0, 398, 244, 422, 341, 534, 517, 273, 551, 412, FE
0, 0, 0, 0, 0, 0, 0, 0, 394, 400, 469, 348, 543, 493, 325, 520, 364, FE
0, 0, 0, 0, 0, 0, 0, 0, 223, 299, 303, 448, 480, 456, 336, 726, 403, HA
0, 0, 0, 0, 0, 0, 0, 0, 207, 279, 344, 342, 406, 393, 284, 647, 379, HA
0, 0, 0, 0, 0, 0, 0, 0, 412, 243, 468, 451, 532, 524, 313, 436, 277, NE
0, 0, 0, 0, 0, 0, 0, 0, 428, 245, 455, 455, 535, 488, 308, 427, 255, NE
0, 0, 0, 0, 0, 0, 0, 0, 357, 222, 405, 315, 517, 498, 247, 515, 360, NE
0, 0, 0, 0, 0, 0, 0, 0, 344, 247, 424, 308, 510, 508, 253, 460, 391, NE
0, 0, 0, 0, 0, 0, 0, 0, 429, 235, 526, 454, 535, 471, 313, 398, 248, NE
0, 0, 0, 0, 0, 0, 0, 0, 315, 249, 294, 442, 499, 414, 420, 604, 434, NE
0, 0, 0, 0, 0, 0, 0, 0, 293, 259, 280, 461, 500, 388, 374, 582, 413, NE
0, 0, 0, 0, 0, 0, 0, 0, 390, 295, 427, 367, 510, 493, 318, 504, 394, SA
0, 0, 0, 0, 0, 0, 0, 0, 383, 298, 486, 378, 534, 500, 338, 521, 382, SA
0, 0, 0, 0, 0, 0, 0, 0, 481, 472, 606, 448, 551, 496, 305, 430, 289, SU
0, 0, 0, 0, 0, 0, 0, 0, 374, 435, 377, 484, 485, 462, 329, 603, 349, SU
0, 0, 0, 0, 0, 0, 0, 0, 389, 428, 478, 307, 503, 496, 245, 437, 328, SU
0, 0, 0, 0, 0, 0, 0, 0, 403, 534, 502, 321, 532, 460, 312, 479, 351, SU
0, 0, 0, 0, 0, 0, 0, 0, 383, 509, 426, 513, 454, 495, 322, 563, 370, SU
0, 0, 0, 0, 0, 0, 0, 0, 403, 508, 401, 478, 452, 501, 300, 593, 345, SU
0, 0, 0, 0, 0, 0, 0, 0, 217, 243, 397, 426, 469, 422, 371, 565, 365, SU
0, 0, 0, 0, 0, 0, 0, 0, 196, 233, 409, 410, 505, 444, 389, 564, 372, SU
0, 0, 0, 0, 0, 0, 0, 0, 493, 469, 578, 386, 461, 445, 295, 543, 322, SU
0, 0, 0, 0, 0, 0, 0, 0, 237, 106, 281, 353, 471, 295, 372, 554, 271, AN
0, 0, 0, 0, 0, 0, 0, 0, 478, 278, 465, 399, 568, 410, 457, 604, 476, AN
0, 0, 0, 0, 0, 0, 0, 0, 344, 167, 224, 238, 168, 141, 158, 299, 103, AN
0, 0, 0, 0, 0, 0, 0, 0, 248, 229, 366, 404, 554, 519, 278, 398, 335, FE
0, 0, 0, 0, 0, 0, 0, 0, 171, 315, 295, 202, 463, 336, 97, 248, 139, NE
0, 0, 0, 0, 0, 0, 0, 0, 494, 279, 476, 410, 542, 454, 300, 516, 382, FE
0, 0, 0, 0, 0, 0, 0, 0, 471, 269, 417, 406, 578, 442, 293, 496, 402, FE
0, 0, 0, 0, 0, 0, 0, 0, 389, 250, 425, 347, 508, 507, 269, 525, 392, FE
0, 0, 0, 0, 0, 0, 0, 0, 398, 244, 422, 341, 534, 517, 273, 551, 412, FE
