@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 2, 0, 0, 0, 0, 0, 147, 83, 52, 44, 228, 275, 266, 171, 180, 144, 134, 136, 119, 201, 217, 115, SU
0, 0, 0, 0, 0, 0, 0, 0, 144, 22, 96, 213, 225, 301, 329, 242, 222, 145, 303, 170, 219, 271, 286, 238, AN
0, 0, 0, 0, 0, 0, 0, 0, 110, 26, 150, 106, 146, 217, 187, 177, 162, 129, 253, 159, 326, 151, 295, 214, AN
0, 0, 0, 0, 0, 0, 0, 0, 290, 540, 449, 321, 254, 339, 313, 327, 115, 243, 312, 138, 163, 354, 326, 263, AN
0, 0, 0, 0, 0, 0, 0, 0, 104, 50, 55, 152, 269, 282, 282, 183, 127, 227, 222, 89, 225, 287, 299, 206, AN
0, 0, 0, 0, 0, 0, 0, 0, 316, 186, 199, 263, 395, 375, 378, 322, 251, 250, 358, 299, 349, 196, 251, 265, AN
0, 0, 0, 0, 0, 0, 0, 0, 191, 14, 54, 224, 312, 290, 333, 346, 171, 170, 219, 138, 288, 202, 189, 231, AN
0, 0, 0, 0, 0, 0, 0, 0, 272, 150, 173, 255, 270, 384, 294, 264, 208, 244, 271, 242, 363, 227, 323, 305, AN
0, 0, 0, 0, 0, 0, 0, 0, 178, 115, 71, 96, 259, 270, 216, 122, 159, 114, 131, 60, 189, 141, 235, 109, AN
0, 0, 0, 0, 0, 0, 0, 0, 170, 39, 3, 181, 325, 316, 289, 260, 124, 201, 200, 104, 182, 148, 186, 218, HA
0, 0, 0, 0, 0, 0, 0, 0, 99, 49, 3, 162, 284, 326, 299, 295, 154, 168, 186, 145, 184, 167, 239, 203, NE
0, 0, 0, 0, 0, 0, 0, 0, 98, 33, 1, 169, 287, 302, 310, 241, 139, 177, 186, 115, 135, 131, 143, 180, SA
0, 0, 0, 0, 0, 0, 0, 0, 164, 112, 95, 172, 338, 362, 352, 299, 147, 201, 177, 181, 275, 183, 231, 282, SU
0, 0, 0, 0, 0, 0, 0, 0, 221, 61, 27, 42, 223, 238, 227, 183, 98, 203, 234, 121, 197, 184, 179, 121, AN
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 186, 83, 157, 174, 218, 124, 101, 109, 107, 144, 193, 142, 81, AN
0, 0, 0, 0, 0, 0, 0, 0, 164, 285, 212, 346, 217, 360, 458, 256, 171, 284, 325, 244, 63, 349, 330, 336, AN
0, 0, 0, 0, 0, 0, 0, 0, 258, 58, 113, 176, 159, 167, 139, 62, 118, 89, 180, 0, 113, 62, 147, 24, AN
0, 0, 0, 0, 0, 0, 0, 0, 248, 154, 69, 237, 369, 349, 371, 314, 182, 320, 344, 175, 411, 393, 409, 352, AN
0, 0, 0, 0, 0, 0, 0, 0, 42, 208, 178, 218, 286, 352, 306, 275, 141, 225, 176, 98, 248, 221, 297, 200, AN
0, 0, 0, 0, 0, 0, 0, 0, 284, 266, 151, 122, 217, 384, 346, 160, 205, 253, 256, 129, 131, 239, 361, 82, AN
0, 0, 0, 0, 0, 0, 0, 0, 201, 7, 14, 146, 185, 232, 280, 278, 101, 171, 150, 115, 189, 259, 53, 209, AN
0, 0, 0, 0, 0, 0, 0, 0, 199, 133, 141, 253, 311, 332, 313, 256, 232, 197, 255, 231, 197, 305, 362, 252, AN
0, 0, 0, 0, 0, 0, 0, 0, 114, 78, 158, 185, 167, 404, 357, 291, 50, 208, 131, 133, 95, 236, 208, 64, DI
0, 0, 0, 0, 0, 0, 0, 0, 119, 146, 208, 206, 203, 405, 335, 325, 83, 218, 175, 170, 115, 282, 233, 125, DI
0, 0, 0, 0, 0, 0, 0, 0, 75, 99, 142, 177, 163, 406, 382, 301, 40, 239, 215, 148, 75, 329, 210, 72, DI
0, 0, 0, 0, 0, 0, 0, 0, 130, 216, 240, 168, 171, 249, 250, 266, 51, 197, 125, 158, 91, 253, 260, 108, FE
0, 0, 0, 0, 0, 0, 0, 0, 78, 227, 239, 233, 212, 285, 308, 320, 91, 194, 164, 204, 100, 338, 304, 122, FE
0, 0, 0, 0, 0, 0, 0, 0, 136, 253, 265, 255, 189, 317, 305, 297, 99, 204, 138, 193, 98, 249, 252, 127, FE
0, 0, 0, 0, 0, 0, 0, 0, 259, 230, 254, 223, 232, 272, 247, 259, 122, 177, 128, 187, 114, 241, 241, 179, FE
0, 0, 1, 0, 0, 0, 0, 0, 187, 155, 155, 147, 159, 217, 228, 226, 82, 192, 136, 146, 101, 272, 265, 116, HA
0, 0, 0, 0, 0, 0, 0, 0, 165, 160, 147, 165, 166, 236, 255, 278, 91, 211, 166, 146, 128, 285, 294, 83, HA
0, 0, 0, 0, 0, 0, 0, 0, 226, 203, 206, 208, 189, 263, 289, 275, 145, 237, 180, 188, 158, 339, 273, 146, HA
0, 0, 0, 0, 0, 0, 0, 0, 203, 198, 149, 213, 196, 245, 266, 290, 95, 198, 114, 129, 98, 241, 226, 159, HA
0, 0, 0, 0, 0, 0, 0, 0, 171, 65, 120, 151, 192, 296, 317, 286, 80, 180, 117, 110, 110, 174, 210, 132, NE
0, 0, 0, 0, 0, 0, 0, 0, 167, 95, 126, 157, 183, 293, 297, 284, 97, 176, 123, 111, 115, 178, 223, 130, NE
0, 0, 0, 0, 0, 0, 0, 0, 190, 106, 155, 200, 198, 310, 291, 286, 107, 203, 164, 147, 134, 201, 243, 159, NE
0, 0, 0, 0, 0, 0, 0, 0, 130, 110, 155, 189, 205, 320, 329, 304, 106, 200, 142, 140, 134, 214, 230, 122, SA
0, 0, 0, 0, 0, 0, 0, 0, 164, 118, 183, 222, 236, 319, 346, 294, 136, 195, 142, 155, 144, 185, 229, 115, SA
0, 0, 1, 0, 0, 0, 0, 0, 141, 98, 166, 148, 202, 273, 292, 273, 62, 188, 130, 120, 111, 175, 202, 53, SA
0, 0, 1, 0, 0, 0, 0, 0, 201, 210, 222, 158, 161, 276, 275, 234, 56, 182, 121, 154, 122, 229, 189, 52, SU
0, 0, 0, 0, 0, 0, 0, 0, 225, 228, 246, 210, 234, 261, 270, 267, 117, 176, 130, 148, 171, 164, 205, 101, SU
0, 0, 0, 0, 0, 0, 0, 0, 222, 222, 194, 253, 184, 275, 271, 274, 80, 191, 129, 130, 154, 153, 204, 90, SU
0, 0, 1, 0, 0, 0, 0, 0, 109, 190, 130, 185, 141, 324, 302, 228, 104, 215, 171, 158, 33, 197, 233, 155, DI
0, 0, 2, 0, 0, 0, 0, 0, 58, 160, 95, 137, 117, 324, 294, 199, 60, 198, 155, 89, 17, 187, 247, 94, DI
0, 0, 3, 0, 0, 0, 0, 0, 74, 161, 92, 127, 107, 316, 295, 187, 61, 193, 155, 91, 15, 171, 239, 127, DI
0, 0, 2, 0, 0, 0, 0, 0, 77, 200, 118, 121, 130, 312, 320, 193, 62, 216, 158, 102, 32, 181, 228, 96, DI
0, 0, 0, 0, 0, 0, 0, 0, 104, 220, 182, 205, 150, 319, 273, 212, 87, 196, 131, 124, 57, 244, 262, 124, FE
0, 0, 1, 0, 1, 0, 0, 0, 127, 221, 171, 191, 146, 340, 289, 233, 95, 205, 152, 138, 52, 204, 248, 124, FE
0, 0, 1, 0, 0, 0, 0, 0, 99, 189, 184, 163, 115, 297, 240, 184, 38, 186, 115, 93, 35, 185, 231, 116, FE
0, 0, 0, 0, 0, 0, 0, 0, 71, 127, 155, 201, 159, 294, 258, 221, 98, 210, 193, 120, 38, 261, 243, 115, HA
0, 0, 0, 0, 0, 0, 0, 0, 100, 161, 172, 211, 145, 305, 263, 223, 107, 203, 234, 115, 47, 263, 259, 120, HA
0, 0, 1, 0, 0, 0, 0, 0, 80, 146, 162, 179, 160, 292, 243, 235, 96, 218, 230, 116, 38, 256, 273, 114, HA
0, 0, 0, 0, 0, 0, 0, 0, 118, 200, 205, 206, 144, 269, 207, 220, 86, 186, 138, 118, 64, 200, 240, 123, NE
0, 0, 1, 0, 1, 0, 0, 1, 92, 174, 190, 150, 97, 233, 172, 189, 57, 163, 124, 92, 37, 179, 206, 91, NE
0, 0, 2, 0, 1, 0, 0, 0, 67, 180, 185, 150, 108, 223, 169, 192, 64, 155, 110, 94, 48, 182, 213, 90, NE
0, 0, 2, 0, 0, 0, 0, 0, 47, 154, 126, 115, 122, 324, 268, 213, 61, 181, 132, 103, 14, 176, 214, 79, SA
0, 0, 1, 0, 0, 0, 0, 0, 48, 161, 136, 140, 119, 305, 248, 210, 53, 158, 130, 96, 17, 166, 230, 76, SA
0, 0, 2, 0, 0, 0, 0, 0, 54, 146, 133, 118, 128, 333, 306, 193, 57, 203, 152, 95, 12, 175, 203, 72, SA
0, 0, 0, 0, 0, 0, 0, 0, 140, 236, 220, 242, 155, 264, 188, 217, 88, 176, 142, 120, 32, 163, 221, 140, SU
0, 0, 0, 0, 0, 0, 0, 0, 142, 196, 199, 213, 134, 238, 184, 198, 43, 149, 95, 94, 9, 149, 157, 95, SU
0, 0, 0, 0, 0, 0, 0, 0, 115, 187, 185, 209, 122, 237, 187, 180, 51, 150, 105, 87, 23, 153, 190, 101, SU
0, 0, 0, 0, 0, 0, 0, 0, 142, 126, 172, 235, 204, 294, 288, 235, 124, 198, 152, 168, 141, 121, 112, 212, DI
0, 0, 0, 0, 0, 0, 0, 0, 134, 100, 147, 229, 198, 320, 284, 225, 129, 188, 165, 188, 188, 127, 124, 227, DI
0, 0, 0, 0, 0, 0, 0, 0, 183, 159, 198, 277, 221, 264, 254, 292, 147, 181, 172, 220, 176, 147, 184, 242, FE
0, 0, 0, 0, 0, 0, 0, 0, 182, 107, 149, 204, 240, 286, 265, 231, 149, 168, 154, 194, 201, 129, 184, 207, FE
0, 0, 0, 0, 0, 0, 0, 0, 170, 163, 191, 238, 195, 237, 220, 240, 113, 154, 166, 213, 124, 114, 165, 233, FE
0, 0, 0, 0, 0, 0, 0, 0, 208, 87, 146, 251, 196, 295, 245, 279, 151, 213, 193, 200, 192, 260, 247, 198, HA
0, 0, 0, 0, 0, 0, 0, 0, 190, 101, 174, 199, 193, 243, 216, 238, 101, 195, 210, 213, 164, 222, 218, 191, HA
0, 0, 0, 0, 0, 0, 0, 0, 194, 147, 197, 237, 207, 230, 204, 257, 161, 176, 179, 213, 190, 240, 257, 207, HA
0, 0, 0, 0, 0, 0, 0, 0, 200, 99, 164, 250, 199, 292, 227, 261, 125, 206, 231, 192, 211, 258, 301, 241, HA
0, 0, 0, 0, 0, 0, 0, 0, 187, 127, 159, 226, 167, 182, 164, 203, 112, 164, 139, 178, 165, 108, 126, 176, NE
0, 0, 0, 0, 0, 0, 0, 0, 198, 139, 192, 223, 207, 214, 208, 251, 147, 177, 142, 188, 170, 130, 135, 193, NE
0, 0, 0, 0, 0, 0, 0, 0, 183, 133, 166, 226, 184, 193, 165, 208, 99, 162, 126, 165, 172, 111, 117, 170, NE
0, 0, 0, 0, 0, 0, 0, 0, 152, 122, 151, 210, 162, 279, 242, 224, 111, 182, 145, 171, 123, 96, 130, 168, SA
0, 0, 1, 0, 0, 0, 0, 0, 208, 143, 161, 241, 213, 289, 284, 229, 113, 194, 148, 170, 168, 126, 123, 195, SA
0, 0, 0, 0, 0, 0, 0, 0, 195, 120, 173, 244, 220, 269, 252, 275, 124, 174, 133, 212, 148, 115, 135, 193, SA
0, 0, 0, 0, 0, 0, 0, 0, 170, 133, 145, 202, 210, 287, 252, 232, 118, 170, 164, 147, 173, 70, 111, 195, SA
0, 0, 0, 0, 0, 0, 0, 0, 178, 138, 173, 248, 191, 202, 181, 268, 87, 133, 117, 168, 224, 74, 101, 229, SU
0, 0, 0, 0, 0, 0, 0, 0, 193, 126, 170, 279, 203, 221, 182, 224, 105, 139, 136, 179, 201, 84, 110, 202, SU
0, 0, 0, 0, 0, 0, 0, 0, 186, 128, 159, 253, 196, 195, 190, 265, 87, 139, 137, 180, 225, 78, 106, 214, SU
0, 0, 0, 0, 0, 0, 0, 0, 124, 104, 90, 194, 237, 335, 320, 229, 136, 212, 123, 138, 72, 232, 243, 162, DI
0, 0, 0, 0, 0, 0, 0, 0, 124, 96, 85, 191, 203, 351, 316, 246, 144, 216, 127, 91, 76, 177, 216, 143, DI
0, 0, 0, 0, 0, 0, 0, 0, 110, 55, 47, 171, 215, 342, 315, 206, 108, 213, 103, 85, 55, 150, 188, 120, DI
0, 0, 1, 0, 0, 0, 0, 0, 114, 41, 35, 179, 203, 336, 335, 224, 102, 197, 104, 86, 57, 191, 237, 115, FE
0, 0, 0, 0, 0, 0, 0, 0, 137, 115, 85, 220, 252, 338, 359, 243, 128, 230, 133, 130, 104, 256, 262, 163, FE
0, 0, 0, 0, 0, 0, 0, 0, 131, 105, 88, 222, 246, 336, 340, 259, 136, 225, 128, 133, 112, 246, 260, 148, FE
0, 0, 0, 0, 0, 0, 0, 0, 116, 43, 70, 194, 205, 333, 283, 219, 85, 219, 120, 105, 67, 194, 189, 111, HA
0, 0, 0, 0, 0, 0, 0, 0, 113, 58, 73, 185, 199, 321, 271, 232, 83, 224, 123, 89, 76, 284, 254, 110, HA
0, 0, 0, 0, 0, 0, 0, 0, 119, 62, 121, 198, 203, 318, 238, 230, 77, 199, 133, 96, 43, 163, 189, 84, NE
0, 0, 0, 0, 0, 0, 0, 0, 108, 60, 116, 200, 224, 319, 251, 210, 91, 200, 122, 92, 37, 158, 169, 94, NE
0, 0, 0, 0, 0, 0, 0, 0, 134, 97, 111, 214, 258, 325, 297, 229, 114, 222, 141, 126, 59, 192, 192, 125, NE
0, 0, 0, 0, 0, 0, 0, 0, 122, 103, 131, 202, 225, 343, 325, 240, 113, 225, 136, 100, 89, 221, 228, 138, SA
0, 0, 0, 0, 0, 0, 0, 0, 146, 109, 108, 217, 235, 315, 319, 245, 143, 226, 134, 115, 68, 206, 214, 140, SA
0, 0, 0, 0, 0, 0, 0, 0, 132, 99, 96, 209, 223, 344, 288, 278, 142, 231, 156, 110, 95, 220, 217, 163, SA
0, 0, 0, 0, 0, 0, 0, 0, 133, 95, 140, 213, 213, 337, 271, 252, 153, 195, 119, 112, 101, 195, 240, 126, SU
0, 0, 0, 0, 0, 0, 0, 0, 132, 107, 150, 210, 223, 328, 267, 269, 140, 208, 119, 102, 94, 247, 240, 130, SU
0, 0, 0, 0, 0, 0, 0, 0, 128, 63, 125, 196, 234, 310, 255, 238, 106, 185, 105, 84, 51, 208, 205, 100, SU
0, 0, 0, 0, 0, 0, 0, 0, 65, 91, 32, 201, 131, 388, 319, 328, 106, 254, 186, 264, 66, 232, 274, 165, DI
0, 0, 0, 0, 0, 0, 0, 0, 113, 159, 94, 218, 141, 396, 318, 333, 151, 292, 223, 316, 115, 276, 302, 249, DI
0, 0, 0, 0, 0, 0, 0, 0, 97, 145, 34, 264, 127, 430, 301, 308, 124, 271, 218, 332, 112, 252, 308, 199, DI
0, 0, 0, 0, 0, 0, 0, 0, 176, 204, 201, 245, 214, 315, 350, 248, 153, 234, 145, 265, 147, 177, 271, 200, FE
0, 0, 0, 0, 0, 0, 0, 0, 139, 109, 137, 211, 193, 329, 319, 254, 122, 195, 168, 230, 107, 185, 261, 189, FE
0, 0, 0, 0, 0, 0, 0, 0, 142, 251, 278, 187, 227, 276, 281, 233, 169, 197, 182, 171, 171, 177, 287, 238, FE
0, 0, 1, 0, 0, 0, 0, 0, 96, 62, 49, 198, 179, 330, 359, 258, 157, 255, 229, 190, 110, 242, 214, 166, HA
0, 0, 0, 0, 0, 0, 0, 0, 104, 76, 46, 227, 179, 317, 315, 252, 166, 237, 214, 180, 111, 144, 202, 160, HA
0, 0, 0, 0, 0, 0, 0, 0, 113, 88, 86, 219, 198, 372, 366, 265, 188, 255, 230, 216, 139, 249, 259, 202, HA
0, 0, 0, 0, 0, 0, 0, 0, 124, 77, 70, 262, 220, 338, 336, 356, 132, 206, 129, 215, 114, 153, 218, 152, NE
0, 0, 0, 0, 0, 0, 0, 0, 82, 43, 46, 191, 196, 348, 305, 282, 105, 180, 128, 184, 88, 154, 206, 127, NE
0, 0, 0, 0, 0, 0, 0, 0, 129, 93, 62, 254, 223, 345, 315, 301, 144, 203, 141, 218, 135, 148, 235, 172, NE
0, 0, 0, 0, 0, 0, 0, 0, 101, 56, 48, 217, 173, 308, 289, 235, 142, 210, 147, 217, 108, 188, 238, 164, SA
0, 0, 0, 0, 0, 0, 0, 0, 141, 73, 38, 267, 159, 313, 280, 324, 167, 201, 133, 193, 118, 181, 239, 156, SA
0, 0, 1, 0, 0, 0, 0, 0, 128, 106, 54, 235, 189, 320, 286, 259, 179, 218, 155, 236, 126, 192, 271, 197, SA
0, 0, 0, 0, 0, 0, 0, 0, 188, 244, 257, 237, 189, 280, 259, 251, 68, 200, 110, 172, 116, 106, 129, 147, SU
0, 0, 0, 0, 0, 0, 0, 0, 162, 231, 233, 218, 175, 280, 227, 266, 82, 218, 99, 192, 122, 95, 132, 159, SU
0, 0, 0, 0, 0, 0, 0, 0, 161, 255, 269, 248, 173, 273, 235, 235, 100, 203, 115, 204, 114, 154, 211, 177, SU
0, 0, 0, 0, 1, 0, 0, 0, 119, 19, 64, 156, 216, 239, 252, 210, 111, 104, 128, 174, 39, 159, 228, 154, DI
0, 0, 0, 0, 0, 0, 0, 0, 29, 56, 47, 193, 123, 303, 314, 275, 56, 180, 155, 210, 27, 167, 171, 175, DI
0, 0, 0, 0, 0, 0, 0, 0, 49, 61, 45, 179, 111, 294, 298, 264, 67, 162, 140, 240, 40, 181, 134, 173, DI
0, 0, 0, 0, 0, 0, 0, 0, 112, 80, 84, 210, 211, 284, 337, 279, 105, 165, 138, 237, 71, 180, 196, 211, FE
0, 0, 0, 0, 0, 0, 0, 0, 87, 65, 75, 203, 190, 286, 318, 263, 75, 147, 111, 253, 56, 188, 194, 138, FE
0, 0, 0, 0, 0, 0, 0, 0, 104, 84, 96, 217, 211, 318, 329, 282, 117, 170, 134, 243, 71, 184, 200, 243, FE
0, 0, 0, 0, 0, 0, 0, 0, 149, 146, 118, 251, 207, 320, 344, 295, 122, 256, 218, 235, 79, 322, 305, 149, HA
0, 0, 0, 0, 0, 0, 0, 0, 88, 65, 75, 221, 167, 280, 273, 248, 82, 229, 202, 171, 45, 282, 262, 98, HA
0, 0, 0, 0, 0, 0, 0, 0, 89, 57, 92, 193, 159, 293, 271, 254, 89, 211, 196, 186, 69, 294, 275, 98, HA
0, 0, 0, 0, 0, 0, 0, 0, 125, 70, 115, 228, 179, 309, 274, 278, 92, 164, 107, 217, 59, 187, 201, 102, NE
0, 0, 0, 0, 0, 0, 0, 0, 130, 115, 119, 234, 186, 333, 308, 279, 109, 192, 119, 190, 82, 201, 248, 156, NE
0, 0, 0, 0, 0, 0, 0, 0, 77, 65, 107, 201, 167, 310, 302, 240, 96, 181, 119, 188, 69, 185, 212, 110, NE
0, 0, 0, 0, 0, 0, 0, 0, 132, 97, 89, 190, 214, 296, 310, 266, 117, 174, 131, 227, 81, 210, 167, 222, SA
0, 0, 0, 0, 0, 0, 0, 0, 147, 134, 108, 219, 196, 311, 314, 266, 129, 210, 148, 183, 51, 238, 216, 196, SA
0, 0, 0, 0, 0, 0, 0, 0, 145, 136, 118, 233, 207, 330, 347, 281, 122, 216, 158, 193, 65, 203, 197, 164, SA
0, 0, 0, 0, 0, 0, 0, 0, 112, 107, 167, 225, 189, 329, 358, 284, 129, 222, 273, 170, 47, 269, 303, 185, SU
0, 0, 0, 0, 0, 0, 0, 0, 170, 150, 163, 244, 238, 335, 314, 292, 126, 168, 159, 235, 67, 210, 253, 209, SU
0, 0, 0, 0, 0, 0, 0, 0, 142, 128, 139, 216, 232, 336, 308, 260, 146, 207, 143, 216, 80, 204, 206, 204, SU
0, 0, 0, 0, 0, 0, 0, 0, 37, 65, 111, 191, 112, 315, 329, 309, 110, 198, 138, 156, 84, 221, 222, 99, DI
0, 0, 0, 0, 0, 0, 0, 0, 78, 98, 117, 213, 119, 385, 326, 315, 83, 216, 191, 159, 141, 217, 280, 166, DI
0, 0, 0, 0, 0, 0, 0, 0, 127, 144, 252, 223, 164, 237, 241, 208, 104, 161, 109, 177, 82, 207, 198, 226, FE
0, 0, 0, 0, 0, 0, 0, 0, 112, 103, 213, 215, 163, 271, 279, 231, 94, 172, 111, 169, 76, 233, 212, 212, FE
0, 0, 1, 0, 0, 0, 0, 0, 119, 130, 194, 194, 173, 274, 243, 261, 120, 180, 114, 181, 104, 222, 208, 224, FE
0, 0, 0, 0, 0, 0, 0, 0, 159, 175, 197, 187, 223, 291, 298, 233, 185, 202, 178, 192, 103, 238, 228, 213, HA
0, 0, 0, 0, 0, 0, 0, 0, 179, 155, 206, 205, 240, 294, 269, 229, 169, 196, 183, 176, 90, 230, 208, 217, HA
0, 0, 0, 0, 0, 0, 0, 0, 167, 148, 218, 180, 228, 287, 302, 240, 151, 203, 156, 200, 91, 230, 203, 199, HA
0, 0, 0, 0, 0, 0, 0, 0, 147, 115, 199, 206, 190, 262, 252, 222, 133, 180, 133, 171, 71, 186, 175, 176, NE
0, 0, 0, 0, 0, 0, 0, 0, 135, 75, 183, 199, 224, 294, 257, 213, 114, 169, 122, 169, 45, 170, 172, 152, NE
0, 0, 1, 0, 0, 0, 0, 0, 146, 154, 201, 227, 224, 269, 278, 254, 161, 203, 133, 205, 75, 210, 195, 195, NE
0, 0, 0, 0, 0, 0, 0, 0, 171, 177, 177, 221, 223, 276, 270, 240, 165, 199, 126, 249, 96, 239, 137, 211, SA
0, 0, 0, 0, 0, 0, 0, 0, 136, 154, 215, 186, 180, 243, 230, 205, 123, 169, 106, 210, 54, 202, 141, 182, SA
0, 0, 1, 0, 0, 0, 0, 0, 172, 190, 231, 206, 224, 273, 282, 226, 155, 205, 154, 189, 86, 205, 200, 199, SA
0, 0, 1, 0, 0, 0, 0, 0, 142, 110, 206, 208, 162, 230, 217, 242, 139, 168, 114, 198, 58, 201, 244, 149, SU
0, 0, 1, 0, 0, 0, 0, 0, 145, 121, 207, 229, 154, 256, 241, 234, 97, 175, 105, 197, 55, 215, 217, 149, SU
0, 0, 0, 0, 0, 0, 0, 0, 175, 140, 237, 239, 212, 295, 256, 276, 156, 191, 134, 209, 68, 238, 226, 197, SU
0, 0, 0, 0, 0, 0, 0, 0, 119, 43, 61, 112, 173, 254, 322, 172, 83, 118, 163, 138, 170, 140, 219, 190, DI
0, 0, 0, 0, 0, 0, 0, 0, 144, 40, 42, 117, 218, 295, 332, 194, 121, 147, 156, 147, 220, 150, 252, 238, DI
0, 0, 0, 0, 0, 0, 0, 0, 116, 39, 77, 98, 204, 267, 334, 188, 101, 137, 162, 166, 235, 124, 224, 236, DI
0, 0, 0, 0, 0, 0, 0, 0, 223, 154, 135, 144, 221, 286, 299, 272, 135, 209, 201, 233, 232, 250, 336, 328, FE
0, 0, 0, 0, 0, 0, 0, 0, 200, 129, 113, 145, 221, 301, 328, 268, 127, 202, 204, 211, 171, 237, 325, 325, FE
0, 0, 0, 0, 0, 0, 0, 0, 205, 114, 133, 143, 200, 251, 274, 212, 103, 174, 174, 214, 212, 209, 305, 274, FE
0, 0, 0, 0, 0, 0, 0, 0, 158, 77, 77, 130, 193, 260, 255, 253, 149, 189, 143, 215, 244, 141, 197, 311, HA
0, 0, 0, 0, 0, 0, 0, 0, 155, 48, 79, 144, 169, 238, 257, 202, 80, 141, 153, 183, 164, 207, 262, 225, HA
0, 0, 0, 0, 0, 0, 0, 0, 132, 18, 78, 109, 200, 252, 238, 190, 137, 143, 169, 219, 283, 139, 165, 295, HA
0, 0, 0, 0, 0, 0, 0, 0, 162, 86, 105, 138, 214, 257, 260, 249, 150, 166, 145, 216, 276, 137, 205, 302, NE
0, 0, 0, 0, 0, 0, 0, 0, 161, 75, 130, 144, 190, 258, 234, 244, 130, 153, 149, 214, 231, 128, 211, 271, NE
0, 0, 0, 0, 0, 0, 0, 0, 147, 57, 98, 129, 216, 216, 202, 211, 145, 146, 127, 222, 308, 99, 167, 283, NE
0, 0, 0, 0, 0, 0, 0, 0, 143, 59, 108, 120, 194, 247, 214, 219, 76, 143, 150, 177, 178, 102, 173, 181, SA
0, 0, 0, 0, 0, 0, 0, 0, 155, 71, 138, 151, 243, 273, 253, 221, 172, 172, 156, 212, 328, 130, 193, 284, SA
0, 0, 0, 0, 0, 0, 0, 0, 132, 38, 126, 107, 228, 242, 236, 201, 167, 150, 140, 218, 283, 98, 172, 278, SA
0, 0, 0, 0, 0, 0, 0, 0, 158, 128, 177, 165, 242, 198, 209, 217, 162, 163, 170, 204, 269, 176, 252, 285, SU
0, 0, 0, 0, 0, 0, 0, 0, 136, 94, 137, 136, 236, 165, 171, 191, 132, 140, 151, 179, 240, 166, 206, 250, SU
0, 0, 0, 0, 0, 0, 0, 0, 140, 143, 181, 149, 240, 193, 195, 222, 183, 182, 150, 183, 257, 202, 214, 265, SU
0, 0, 0, 0, 0, 0, 0, 0, 68, 206, 213, 191, 175, 324, 306, 254, 115, 239, 171, 207, 72, 192, 205, 240, DI
0, 0, 0, 0, 0, 0, 0, 0, 37, 179, 171, 150, 168, 298, 280, 266, 61, 243, 155, 227, 52, 150, 182, 204, DI
0, 0, 1, 0, 0, 0, 0, 0, 68, 161, 180, 146, 140, 274, 277, 267, 68, 239, 177, 222, 82, 189, 192, 194, DI
0, 0, 0, 0, 0, 0, 0, 0, 145, 269, 207, 226, 156, 281, 290, 275, 88, 254, 174, 193, 75, 194, 210, 210, FE
0, 0, 0, 0, 0, 0, 0, 0, 103, 220, 160, 200, 139, 238, 241, 248, 45, 218, 152, 183, 74, 169, 176, 176, FE
0, 0, 1, 0, 0, 0, 0, 0, 150, 236, 200, 219, 175, 288, 278, 297, 89, 239, 164, 220, 74, 181, 194, 217, FE
0, 0, 0, 0, 0, 0, 0, 0, 95, 203, 165, 186, 118, 192, 212, 251, 42, 194, 166, 176, 23, 148, 197, 211, HA
0, 0, 0, 0, 0, 0, 0, 0, 112, 255, 193, 216, 133, 233, 238, 279, 76, 216, 192, 216, 47, 184, 234, 221, HA
0, 0, 0, 0, 0, 0, 0, 0, 115, 215, 157, 192, 148, 185, 224, 250, 61, 204, 200, 211, 47, 192, 245, 202, HA
0, 0, 0, 0, 0, 0, 0, 0, 115, 228, 193, 211, 124, 229, 199, 261, 80, 226, 178, 204, 54, 148, 179, 237, NE
0, 0, 0, 0, 0, 0, 0, 0, 136, 220, 201, 219, 156, 215, 215, 249, 99, 217, 178, 194, 40, 141, 183, 247, NE
0, 0, 0, 0, 0, 0, 0, 0, 123, 225, 198, 191, 149, 212, 199, 277, 93, 229, 174, 193, 38, 132, 204, 222, NE
