@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 82, 15, 3, 2, 0, 12, 14, 25, 84, 61, 11, 0, 3, 2, 3, 3, 14, 58, 69, 25, 46, 28, 8, 32, 39, 27, 80, 78, 58, 79, 86, 23, 104, 92, 80, 68, 59, 39, 51, 21, 66, 34, 47, 39, 73, 40, 28, 2, 69, 7, 81, 13, 13, 47, 17, 63, 4, 35, 73, 53, 18, 42, 8, 89, 67, 5, 40, 55, 53, 11, 42, 63, 8, 82, 45, 48, 56, 34, 30, 60, 37, AN
0, 0, 0, 0, 0, 0, 0, 0, 37, 63, 51, 46, 33, 45, 55, 38, 49, 40, 84, 11, 5, 3, 0, 17, 50, 55, 46, 56, 90, 73, 20, 53, 81, 67, 53, 61, 20, 114, 78, 31, 44, 94, 19, 85, 63, 44, 10, 74, 72, 89, 2, 1, 93, 61, 22, 4, 49, 75, 56, 27, 14, 75, 33, 37, 32, 79, 66, 93, 31, 55, 55, 87, 60, 54, 84, 73, 87, 70, 66, 67, 61, 52, 41, 22, 53, 47, 23, 63, 46, AN
0, 0, 0, 0, 0, 0, 0, 0, 51, 61, 62, 45, 41, 19, 29, 29, 24, 37, 3, 1, 1, 3, 7, 0, 4, 22, 38, 40, 52, 20, 13, 11, 27, 23, 18, 64, 37, 71, 71, 31, 59, 75, 41, 18, 52, 19, 53, 32, 15, 48, 22, 1, 23, 67, 3, 0, 47, 12, 17, 18, 0, 25, 41, 24, 1, 33, 20, 39, 9, 0, 32, 3, 56, 0, 52, 65, 85, 44, 31, 8, 62, 51, 9, 22, 40, 31, 30, 43, 10, AN
0, 0, 0, 0, 0, 0, 0, 0, 27, 36, 5, 21, 17, 0, 0, 22, 49, 78, 3, 0, 1, 0, 0, 0, 18, 66, 82, 29, 58, 51, 9, 54, 67, 56, 79, 103, 47, 70, 53, 42, 45, 43, 38, 60, 56, 0, 40, 40, 31, 66, 46, 9, 24, 50, 22, 2, 71, 13, 40, 45, 0, 30, 11, 35, 16, 54, 82, 74, 29, 0, 56, 22, 56, 14, 18, 60, 36, 19, 38, 43, 14, 58, 7, 13, 40, 22, 9, 60, 35, HA
0, 0, 0, 0, 0, 0, 0, 0, 5, 40, 6, 30, 15, 0, 0, 13, 47, 30, 4, 0, 0, 2, 1, 0, 19, 59, 74, 36, 69, 62, 30, 57, 64, 55, 87, 82, 40, 58, 35, 47, 44, 44, 40, 68, 58, 5, 25, 39, 29, 55, 42, 6, 43, 39, 7, 11, 52, 17, 58, 13, 12, 45, 38, 36, 10, 38, 76, 65, 14, 6, 71, 23, 57, 0, 65, 90, 65, 33, 35, 37, 31, 54, 1, 10, 54, 33, 1, 47, 43, NE
0, 0, 0, 0, 0, 0, 0, 0, 14, 29, 4, 21, 8, 0, 0, 13, 50, 42, 0, 0, 0, 1, 0, 0, 24, 50, 70, 29, 62, 55, 18, 60, 71, 56, 75, 73, 54, 61, 46, 30, 42, 44, 25, 52, 50, 6, 34, 35, 47, 53, 43, 0, 43, 39, 3, 11, 50, 3, 52, 7, 5, 42, 34, 35, 23, 44, 70, 51, 30, 2, 54, 13, 52, 10, 51, 64, 63, 33, 33, 30, 8, 48, 1, 26, 5, 16, 1, 49, 39, SA
0, 0, 0, 0, 0, 0, 0, 0, 42, 24, 44, 48, 47, 26, 18, 37, 46, 55, 8, 8, 0, 1, 0, 14, 11, 43, 53, 68, 89, 64, 11, 60, 97, 84, 54, 103, 34, 96, 49, 44, 54, 103, 46, 74, 68, 0, 43, 33, 38, 48, 24, 0, 57, 45, 2, 9, 59, 16, 59, 5, 7, 59, 36, 40, 12, 58, 107, 67, 23, 53, 38, 48, 56, 11, 52, 35, 54, 7, 50, 46, 37, 76, 32, 18, 78, 63, 27, 96, 47, SU
0, 0, 0, 0, 0, 0, 0, 0, 75, 2, 20, 4, 1, 8, 2, 1, 1, 68, 32, 17, 7, 10, 4, 4, 6, 12, 45, 58, 39, 14, 37, 36, 29, 15, 19, 27, 73, 79, 61, 46, 63, 10, 48, 54, 25, 10, 25, 60, 28, 46, 65, 66, 28, 4, 3, 51, 59, 28, 56, 41, 6, 18, 23, 45, 13, 61, 24, 24, 46, 0, 30, 35, 42, 36, 68, 88, 16, 46, 0, 29, 39, 51, 0, 0, 0, 20, 47, 12, 48, AN
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 44, 23, 0, 0, 0, 0, 0, 4, 8, 39, 44, 0, 0, 3, 6, 11, 26, 40, 68, 44, 16, 0, 64, 47, 23, 46, 42, 36, 55, 50, 24, 46, 6, 11, 16, 0, 1, 48, 50, 0, 0, 46, 16, 28, 26, 0, 45, 45, 0, 20, 26, 22, 12, 9, 0, 45, 16, 45, 33, 44, 34, 39, 41, 14, 36, 2, 61, 36, 42, 23, 19, 19, 4, 15, AN
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 21, 2, 0, 0, 0, 0, 0, 0, 0, 44, 4, 6, 8, 0, 0, 0, 0, 0, 9, 51, 12, 0, 0, 0, 0, 0, 0, 0, 37, 21, 0, 2, 0, 0, 0, 0, 0, 3, 47, 13, 10, 0, 0, 0, 0, AN
0, 0, 0, 0, 0, 0, 0, 0, 40, 20, 57, 24, 31, 29, 47, 50, 85, 21, 30, 60, 80, 52, 38, 40, 59, 74, 21, 35, 73, 23, 48, 74, 66, 55, 66, 60, 21, 82, 118, 63, 99, 100, 26, 45, 14, 70, 82, 90, 50, 64, 61, 20, 56, 0, 63, 43, 60, 49, 99, 44, 51, 48, 0, 50, 33, 61, 82, 43, 64, 56, 61, 10, 9, 88, 70, 86, 70, 59, 50, 106, 0, 0, 61, 55, 49, 69, 46, 49, 82, AN
0, 0, 0, 0, 0, 0, 0, 0, 48, 31, 0, 0, 1, 0, 0, 1, 63, 83, 52, 2, 0, 57, 27, 10, 43, 40, 67, 11, 50, 11, 52, 19, 54, 11, 2, 48, 22, 84, 58, 0, 38, 66, 45, 1, 40, 0, 0, 4, 0, 16, 0, 0, 0, 44, 0, 0, 24, 7, 21, 29, 0, 0, 63, 0, 0, 28, 43, 56, 53, 0, 0, 37, 7, 0, 1, 36, 24, 7, 0, 0, 1, 50, 0, 28, 33, 50, 28, 0, 15, AN
0, 0, 0, 0, 0, 0, 0, 0, 38, 47, 45, 43, 9, 5, 23, 38, 64, 52, 52, 19, 31, 28, 16, 14, 37, 60, 80, 64, 56, 22, 27, 31, 79, 54, 75, 82, 65, 104, 91, 52, 83, 86, 50, 79, 63, 41, 44, 60, 37, 62, 55, 34, 67, 17, 67, 25, 88, 57, 69, 30, 20, 42, 12, 52, 61, 79, 107, 92, 81, 49, 11, 72, 78, 63, 101, 68, 84, 78, 56, 51, 102, 91, 59, 46, 79, 73, 49, 80, 82, AN
0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50, 51, 30, 22, 41, 45, 14, 0, 5, 21, 18, 34, 25, 37, 51, 39, 66, 13, 66, 43, 31, 53, 79, 58, 67, 85, 31, 79, 85, 59, 69, 81, 53, 79, 80, 34, 39, 51, 72, 57, 15, 12, 43, 10, 44, 9, 67, 24, 58, 23, 0, 42, 2, 52, 0, 25, 57, 42, 35, 0, 42, 0, 66, 19, 49, 70, 63, 40, 33, 31, 43, 76, 65, 50, 55, 86, 32, 38, 56, AN
0, 0, 0, 0, 0, 0, 0, 0, 77, 23, 28, 56, 52, 16, 30, 32, 1, 56, 48, 52, 49, 58, 27, 39, 48, 1, 45, 75, 50, 70, 43, 47, 92, 59, 0, 45, 35, 96, 69, 68, 68, 103, 57, 0, 63, 24, 25, 80, 45, 14, 56, 54, 0, 46, 33, 37, 48, 76, 6, 58, 51, 0, 46, 20, 38, 47, 70, 114, 41, 41, 0, 39, 27, 42, 50, 92, 89, 55, 41, 0, 13, 27, 15, 38, 43, 48, 65, 3, 0, AN
0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 7, 27, 51, 5, 87, 0, 0, 2, 0, 0, 0, 44, 5, 63, 62, 30, 10, 46, 61, 11, 63, 25, 65, 24, 19, 87, 62, 58, 53, 83, 0, 29, 44, 67, 5, 55, 32, 44, 51, 6, 31, 5, 55, 18, 37, 0, 0, 35, 45, 2, 43, 39, 55, 34, 0, 2, 12, 57, 29, 72, 21, 1, 2, 0, 0, 84, 26, 50, 82, 60, 0, 1, 31, 24, 72, AN
0, 0, 0, 0, 0, 0, 0, 0, 69, 8, 11, 7, 11, 11, 5, 6, 79, 34, 44, 54, 23, 31, 38, 58, 58, 48, 64, 59, 75, 53, 48, 27, 77, 70, 66, 57, 53, 81, 87, 54, 76, 101, 49, 57, 4, 57, 45, 35, 37, 48, 30, 38, 20, 87, 25, 16, 59, 40, 49, 41, 43, 56, 63, 38, 24, 53, 48, 66, 48, 19, 69, 44, 42, 48, 62, 107, 82, 68, 31, 77, 35, 32, 40, 48, 58, 61, 46, 50, 38, AN
0, 0, 0, 0, 0, 0, 0, 0, 14, 24, 5, 16, 19, 39, 36, 25, 35, 16, 15, 32, 26, 15, 23, 23, 41, 36, 32, 34, 70, 87, 36, 83, 78, 64, 32, 20, 46, 94, 51, 64, 74, 111, 50, 75, 7, 20, 21, 48, 22, 47, 12, 11, 84, 4, 16, 5, 54, 30, 52, 0, 35, 24, 13, 7, 4, 58, 68, 44, 2, 39, 4, 26, 8, 28, 81, 83, 56, 11, 34, 2, 27, 20, 11, 28, 65, 28, 40, 7, 2, DI
0, 0, 0, 0, 0, 0, 0, 0, 22, 17, 7, 26, 37, 45, 51, 25, 46, 18, 25, 36, 26, 32, 29, 37, 37, 42, 34, 45, 68, 89, 32, 71, 86, 68, 43, 23, 62, 95, 64, 51, 76, 105, 57, 81, 12, 29, 25, 52, 23, 51, 19, 20, 85, 9, 19, 8, 47, 36, 58, 2, 41, 31, 13, 20, 16, 59, 71, 61, 12, 40, 20, 28, 15, 36, 80, 74, 65, 16, 35, 29, 36, 16, 16, 53, 65, 32, 42, 18, 15, DI
0, 0, 0, 0, 0, 0, 0, 0, 14, 9, 2, 19, 38, 39, 32, 15, 36, 15, 6, 32, 30, 9, 17, 29, 32, 48, 14, 41, 70, 87, 12, 78, 90, 72, 37, 14, 46, 92, 66, 62, 76, 102, 65, 50, 2, 12, 37, 42, 23, 60, 16, 47, 53, 1, 19, 2, 62, 32, 73, 0, 56, 7, 2, 14, 34, 55, 84, 70, 30, 36, 3, 16, 20, 53, 77, 61, 61, 31, 32, 2, 25, 3, 37, 57, 54, 32, 35, 12, 6, DI
0, 0, 0, 0, 0, 0, 0, 0, 40, 30, 13, 32, 53, 34, 28, 32, 21, 19, 20, 20, 56, 16, 62, 35, 46, 37, 25, 24, 53, 49, 0, 33, 58, 58, 36, 29, 34, 115, 69, 32, 81, 121, 49, 51, 23, 19, 7, 32, 45, 25, 8, 7, 90, 2, 15, 2, 50, 42, 40, 0, 23, 53, 14, 14, 6, 45, 59, 41, 0, 41, 13, 17, 1, 32, 72, 93, 73, 15, 41, 12, 35, 18, 9, 45, 93, 62, 25, 25, 5, FE
0, 0, 0, 0, 0, 0, 0, 0, 17, 17, 14, 35, 48, 40, 41, 35, 52, 8, 13, 36, 37, 19, 35, 46, 38, 55, 27, 35, 59, 71, 13, 56, 76, 59, 43, 33, 60, 112, 64, 34, 93, 117, 64, 68, 11, 27, 17, 37, 31, 45, 16, 37, 81, 10, 25, 5, 39, 42, 56, 4, 65, 33, 15, 29, 12, 51, 61, 55, 9, 51, 15, 19, 10, 29, 90, 94, 78, 29, 34, 20, 25, 20, 20, 76, 113, 72, 31, 13, 24, FE
0, 0, 0, 0, 0, 0, 0, 0, 14, 20, 18, 54, 62, 56, 49, 30, 52, 25, 26, 61, 76, 9, 45, 92, 44, 55, 27, 43, 22, 47, 12, 43, 10, 70, 36, 39, 51, 116, 78, 39, 89, 136, 68, 62, 14, 24, 30, 38, 34, 44, 18, 23, 72, 12, 24, 12, 38, 52, 55, 1, 49, 36, 16, 24, 10, 46, 61, 45, 8, 46, 26, 21, 3, 42, 79, 67, 60, 35, 40, 18, 28, 20, 24, 41, 64, 42, 42, 18, 25, FE
0, 0, 0, 0, 0, 0, 0, 0, 42, 33, 38, 64, 55, 48, 38, 33, 33, 61, 39, 43, 78, 6, 65, 71, 47, 49, 51, 53, 45, 45, 3, 32, 15, 54, 61, 46, 39, 126, 76, 34, 82, 128, 27, 71, 34, 16, 5, 25, 41, 12, 0, 7, 80, 26, 20, 9, 64, 53, 38, 5, 15, 75, 26, 31, 13, 30, 38, 28, 2, 37, 33, 10, 27, 31, 66, 105, 79, 14, 31, 28, 3, 46, 14, 43, 67, 35, 28, 63, 23, FE
0, 0, 1, 0, 0, 0, 0, 0, 38, 15, 26, 9, 15, 11, 28, 26, 18, 45, 28, 58, 13, 4, 37, 74, 41, 13, 27, 36, 37, 47, 0, 22, 10, 48, 44, 32, 48, 103, 58, 6, 74, 127, 41, 65, 9, 18, 31, 40, 29, 16, 12, 3, 69, 21, 8, 0, 61, 38, 51, 1, 9, 63, 22, 25, 18, 45, 57, 25, 9, 38, 8, 10, 17, 44, 95, 102, 105, 27, 38, 8, 27, 24, 7, 27, 67, 36, 29, 33, 7, HA
0, 0, 0, 0, 0, 0, 0, 0, 59, 14, 25, 19, 9, 17, 25, 24, 36, 18, 22, 48, 7, 3, 22, 49, 36, 20, 25, 33, 47, 71, 0, 40, 28, 62, 33, 21, 57, 108, 65, 4, 73, 120, 43, 85, 18, 11, 33, 38, 29, 25, 33, 3, 89, 23, 13, 0, 66, 30, 49, 0, 28, 35, 30, 19, 25, 51, 76, 40, 12, 46, 9, 44, 12, 43, 101, 90, 101, 21, 34, 6, 32, 22, 7, 38, 77, 33, 63, 16, 2, HA
0, 0, 0, 0, 0, 0, 0, 0, 57, 35, 21, 34, 36, 51, 36, 28, 42, 55, 27, 59, 16, 6, 17, 50, 47, 32, 33, 42, 35, 76, 5, 56, 44, 56, 49, 31, 44, 114, 72, 8, 67, 118, 57, 69, 30, 15, 35, 31, 42, 31, 41, 15, 79, 39, 21, 7, 59, 51, 37, 4, 15, 66, 33, 32, 31, 72, 72, 56, 21, 46, 24, 38, 20, 58, 80, 72, 77, 27, 36, 21, 37, 36, 26, 69, 117, 37, 46, 33, 18, HA
0, 0, 0, 0, 0, 0, 0, 0, 58, 22, 21, 27, 15, 21, 35, 44, 57, 54, 25, 45, 30, 9, 11, 17, 41, 29, 46, 32, 39, 72, 1, 58, 58, 54, 58, 52, 27, 122, 77, 13, 66, 111, 41, 83, 34, 10, 19, 37, 37, 27, 34, 2, 88, 21, 11, 2, 77, 24, 25, 1, 27, 33, 10, 33, 18, 48, 59, 23, 6, 33, 4, 3, 31, 36, 61, 79, 61, 8, 56, 1, 19, 36, 5, 46, 64, 30, 47, 53, 30, HA
0, 0, 0, 0, 0, 0, 0, 0, 59, 22, 18, 13, 5, 20, 44, 36, 21, 33, 22, 18, 2, 3, 2, 1, 47, 11, 19, 45, 86, 49, 0, 72, 76, 64, 48, 18, 54, 106, 65, 8, 63, 117, 35, 88, 31, 9, 28, 48, 35, 32, 29, 4, 70, 28, 8, 1, 52, 32, 30, 1, 27, 19, 10, 24, 2, 60, 53, 33, 2, 35, 5, 22, 23, 22, 57, 71, 45, 11, 40, 4, 32, 17, 5, 17, 50, 28, 63, 39, 29, NE
0, 0, 0, 0, 0, 0, 0, 0, 55, 23, 19, 12, 11, 13, 38, 30, 19, 24, 28, 15, 8, 6, 5, 3, 46, 16, 26, 38, 81, 64, 3, 69, 73, 53, 61, 19, 52, 114, 69, 9, 68, 130, 40, 87, 29, 6, 21, 35, 43, 37, 17, 1, 74, 28, 19, 1, 50, 45, 29, 1, 30, 17, 14, 26, 6, 45, 59, 31, 3, 31, 3, 21, 31, 15, 63, 74, 54, 16, 38, 1, 27, 15, 12, 16, 48, 28, 62, 39, 29, NE
0, 0, 0, 0, 0, 0, 0, 0, 61, 23, 21, 20, 10, 19, 43, 34, 38, 26, 34, 24, 8, 9, 7, 18, 46, 26, 32, 49, 80, 66, 4, 69, 74, 58, 62, 24, 52, 105, 63, 15, 65, 122, 42, 80, 29, 13, 29, 45, 37, 45, 30, 7, 76, 31, 19, 11, 47, 45, 37, 8, 31, 38, 15, 24, 11, 48, 60, 43, 8, 33, 22, 34, 29, 27, 58, 79, 55, 16, 36, 14, 26, 30, 12, 27, 65, 39, 64, 52, 19, NE
0, 0, 0, 0, 0, 0, 0, 0, 35, 30, 15, 27, 17, 39, 51, 30, 35, 10, 29, 30, 20, 10, 10, 19, 46, 36, 34, 36, 77, 71, 6, 72, 78, 53, 50, 25, 57, 93, 70, 10, 80, 94, 43, 83, 21, 16, 29, 38, 34, 32, 40, 12, 84, 31, 20, 4, 54, 34, 35, 5, 36, 27, 31, 13, 11, 61, 58, 37, 15, 38, 9, 38, 19, 25, 64, 80, 45, 19, 32, 12, 36, 26, 2, 32, 73, 34, 58, 35, 11, SA
0, 0, 0, 0, 0, 0, 0, 0, 64, 24, 4, 27, 36, 41, 45, 33, 47, 21, 19, 48, 18, 13, 23, 20, 49, 42, 29, 50, 75, 65, 5, 75, 73, 66, 42, 39, 52, 96, 75, 23, 93, 95, 44, 76, 28, 23, 25, 33, 31, 42, 36, 16, 75, 42, 21, 7, 36, 56, 34, 6, 47, 29, 33, 21, 11, 53, 64, 37, 6, 35, 9, 44, 21, 28, 54, 77, 54, 19, 32, 13, 39, 23, 5, 20, 59, 37, 54, 29, 17, SA
0, 0, 1, 0, 0, 0, 0, 0, 42, 17, 1, 18, 32, 35, 32, 22, 37, 25, 20, 31, 11, 8, 12, 4, 38, 23, 37, 38, 68, 63, 0, 68, 72, 68, 23, 28, 61, 89, 79, 10, 76, 96, 44, 66, 7, 14, 22, 26, 32, 29, 37, 8, 79, 12, 15, 4, 38, 54, 20, 0, 39, 20, 16, 13, 1, 59, 69, 44, 3, 34, 1, 45, 10, 32, 53, 57, 50, 15, 27, 2, 27, 25, 3, 28, 48, 27, 61, 3, 0, SA
0, 0, 1, 0, 0, 0, 0, 0, 45, 26, 11, 39, 60, 53, 32, 27, 15, 53, 32, 70, 71, 0, 47, 79, 43, 30, 36, 34, 34, 51, 1, 32, 14, 46, 38, 31, 20, 119, 68, 29, 89, 143, 37, 58, 8, 10, 0, 14, 64, 12, 7, 1, 84, 11, 19, 1, 61, 51, 43, 2, 29, 43, 13, 7, 6, 33, 47, 27, 6, 39, 4, 27, 15, 44, 68, 66, 68, 14, 33, 6, 29, 36, 7, 25, 43, 19, 35, 3, 0, SU
0, 0, 0, 0, 0, 0, 0, 0, 52, 27, 21, 53, 59, 60, 38, 22, 38, 59, 25, 77, 43, 9, 35, 75, 55, 34, 47, 48, 19, 41, 11, 39, 6, 52, 49, 53, 31, 130, 77, 18, 78, 138, 35, 78, 44, 11, 16, 25, 60, 21, 18, 8, 86, 43, 14, 2, 39, 46, 33, 10, 24, 41, 12, 27, 10, 41, 60, 37, 8, 37, 10, 37, 39, 18, 56, 61, 59, 17, 29, 10, 44, 37, 5, 22, 52, 32, 50, 26, 9, SU
0, 0, 0, 0, 0, 0, 0, 0, 54, 33, 19, 41, 68, 36, 35, 33, 50, 60, 32, 69, 53, 6, 32, 72, 54, 57, 38, 36, 12, 37, 12, 36, 8, 58, 45, 42, 27, 126, 70, 23, 72, 130, 34, 83, 29, 9, 22, 16, 62, 21, 24, 3, 87, 30, 15, 5, 46, 47, 40, 0, 19, 40, 17, 1, 14, 43, 56, 35, 11, 30, 8, 40, 21, 11, 59, 60, 49, 17, 31, 8, 37, 44, 4, 29, 46, 36, 54, 10, 8, SU
0, 0, 1, 0, 0, 0, 0, 0, 15, 17, 45, 32, 39, 27, 34, 36, 33, 19, 8, 51, 30, 14, 14, 22, 58, 28, 29, 30, 77, 80, 32, 66, 69, 22, 69, 12, 25, 57, 62, 39, 54, 66, 20, 74, 33, 14, 37, 47, 33, 15, 33, 8, 66, 32, 7, 13, 75, 32, 69, 8, 18, 45, 15, 21, 19, 52, 67, 47, 27, 42, 19, 0, 11, 11, 58, 75, 64, 12, 35, 18, 0, 17, 9, 24, 34, 17, 64, 29, 34, DI
0, 0, 2, 0, 0, 0, 0, 0, 7, 10, 29, 23, 43, 15, 28, 24, 26, 10, 7, 44, 30, 17, 6, 10, 44, 21, 6, 22, 74, 77, 30, 67, 63, 19, 55, 10, 18, 73, 52, 30, 64, 68, 17, 69, 25, 10, 30, 43, 25, 16, 28, 2, 57, 26, 1, 8, 86, 32, 67, 6, 15, 20, 6, 12, 8, 49, 76, 45, 19, 29, 4, 0, 10, 6, 62, 75, 53, 13, 28, 5, 0, 7, 8, 11, 18, 21, 73, 26, 19, DI
0, 0, 3, 0, 0, 0, 0, 0, 12, 12, 35, 32, 42, 21, 26, 26, 16, 9, 9, 28, 22, 13, 7, 6, 40, 23, 11, 24, 73, 78, 30, 59, 61, 25, 52, 17, 15, 58, 55, 35, 64, 68, 22, 50, 19, 8, 27, 44, 33, 22, 29, 5, 56, 23, 9, 1, 79, 25, 69, 14, 3, 40, 0, 21, 9, 41, 85, 41, 23, 22, 9, 0, 3, 2, 41, 75, 62, 10, 33, 4, 0, 8, 2, 21, 26, 13, 61, 35, 24, DI
0, 0, 2, 0, 0, 0, 0, 0, 7, 22, 33, 42, 52, 24, 24, 19, 17, 19, 2, 36, 26, 31, 19, 13, 50, 17, 11, 26, 70, 75, 30, 69, 64, 24, 47, 11, 23, 73, 59, 30, 78, 65, 16, 69, 24, 14, 36, 30, 34, 17, 28, 5, 53, 28, 1, 6, 77, 28, 66, 9, 22, 27, 11, 11, 11, 61, 87, 44, 24, 28, 1, 0, 13, 4, 62, 71, 62, 13, 27, 3, 0, 14, 3, 14, 26, 5, 63, 32, 18, DI
0, 0, 0, 0, 0, 0, 0, 0, 16, 15, 41, 48, 58, 36, 31, 46, 41, 29, 16, 42, 38, 18, 17, 20, 53, 21, 22, 27, 63, 63, 22, 71, 66, 45, 58, 28, 26, 79, 54, 40, 67, 80, 20, 67, 19, 10, 39, 30, 55, 21, 22, 10, 51, 28, 9, 8, 74, 44, 71, 4, 20, 27, 11, 18, 6, 29, 65, 20, 16, 28, 14, 0, 24, 11, 88, 72, 99, 15, 40, 5, 4, 16, 34, 22, 26, 20, 52, 35, 27, FE
0, 0, 1, 0, 1, 0, 0, 0, 35, 17, 41, 55, 66, 38, 27, 34, 38, 30, 12, 46, 28, 26, 19, 22, 48, 30, 20, 25, 62, 75, 27, 64, 65, 27, 65, 30, 24, 78, 63, 40, 62, 81, 25, 73, 31, 8, 40, 30, 60, 22, 31, 14, 64, 29, 14, 8, 56, 37, 64, 5, 22, 36, 5, 24, 10, 37, 55, 28, 19, 31, 13, 2, 22, 12, 72, 119, 93, 20, 36, 14, 0, 16, 16, 13, 3, 7, 59, 28, 23, FE
