@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 62, 2, 0, 13, 1, 23, 19, 15, 16, 4, 5, 10, 39, 16, 0, 0, 0, 0, 20, 0, 0, 33, 0, 0, 0, 0, 0, 7, 16, 12, 12, 32, 55, 67, 42, 38, 71, 62, 31, 27, 37, 12, 38, 55, 38, 9, 47, 59, 18, 37, 73, 12, 23, 29, 8, 0, 27, 34, 12, 43, 24, 14, 0, 26, 46, 40, 42, 39, 2, 10, 4, 25, 10, 66, 65, 77, 68, 60, 12, 30, 3, 40, 4, 5, 36, 32, 40, 5, 11, 47, 9, 14, 54, 13, 42, 56, 46, 1, 47, 12, HA
0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 11, 5, 17, 12, 8, 23, 0, 0, 18, 36, 4, 0, 0, 0, 0, 17, 0, 1, 22, 10, 5, 0, 0, 11, 19, 27, 6, 35, 8, 52, 55, 33, 45, 57, 40, 17, 31, 43, 0, 53, 81, 22, 14, 61, 73, 2, 44, 82, 0, 5, 7, 22, 3, 31, 0, 0, 42, 40, 5, 0, 0, 51, 42, 36, 0, 0, 21, 12, 23, 0, 6, 32, 51, 23, 9, 1, 35, 1, 34, 0, 22, 52, 68, 51, 7, 17, 26, 6, 11, 48, 0, 8, 33, 1, 0, 42, 12, NE
0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 7, 2, 15, 12, 9, 22, 3, 0, 13, 32, 8, 0, 0, 0, 0, 18, 0, 1, 28, 3, 0, 0, 0, 0, 15, 22, 5, 33, 8, 51, 62, 33, 41, 61, 54, 16, 28, 38, 2, 51, 75, 31, 27, 57, 64, 5, 42, 72, 0, 10, 21, 23, 5, 43, 12, 0, 43, 47, 7, 0, 0, 52, 29, 32, 0, 0, 32, 11, 31, 0, 4, 24, 53, 21, 8, 4, 40, 2, 41, 0, 40, 67, 60, 60, 25, 17, 33, 6, 31, 40, 6, 14, 33, 2, 0, 45, 15, SA
0, 0, 0, 0, 0, 0, 0, 0, 3, 40, 0, 4, 2, 5, 14, 10, 21, 52, 55, 13, 19, 24, 0, 4, 0, 0, 33, 7, 24, 27, 41, 25, 0, 0, 32, 40, 18, 0, 9, 37, 54, 60, 34, 28, 44, 44, 26, 4, 34, 37, 44, 62, 28, 18, 57, 70, 3, 41, 57, 39, 7, 17, 28, 7, 24, 7, 0, 56, 27, 37, 1, 0, 46, 53, 33, 0, 0, 27, 0, 19, 3, 3, 21, 11, 23, 2, 2, 29, 2, 34, 6, 12, 54, 32, 47, 7, 3, 30, 6, 20, 45, 2, 37, 66, 26, 0, 41, 19, SU
0, 0, 0, 0, 0, 0, 0, 0, 29, 38, 9, 8, 2, 9, 22, 16, 12, 20, 40, 36, 17, 8, 26, 12, 17, 22, 18, 27, 32, 32, 41, 29, 39, 36, 35, 48, 57, 26, 18, 51, 21, 37, 9, 3, 30, 36, 20, 65, 26, 29, 28, 33, 23, 13, 26, 25, 16, 17, 15, 29, 1, 1, 2, 2, 10, 0, 0, 4, 2, 39, 1, 37, 40, 29, 45, 27, 0, 24, 7, 28, 11, 10, 10, 18, 1, 14, 0, 31, 22, 35, 10, 33, 46, 50, 40, 19, 1, 36, 32, 56, 14, 2, 6, 19, 0, 0, 0, 55, HA
0, 0, 0, 0, 1, 0, 0, 0, 40, 26, 10, 8, 4, 7, 22, 19, 10, 22, 47, 32, 14, 5, 18, 11, 19, 21, 27, 25, 30, 24, 35, 31, 42, 36, 32, 35, 54, 23, 24, 52, 19, 33, 9, 5, 31, 42, 22, 69, 23, 25, 39, 59, 29, 15, 23, 38, 12, 18, 21, 23, 0, 2, 1, 2, 7, 0, 0, 13, 3, 37, 5, 0, 35, 18, 35, 5, 0, 25, 3, 29, 1, 0, 11, 27, 4, 7, 1, 28, 13, 35, 0, 27, 40, 70, 42, 23, 0, 36, 45, 70, 8, 0, 16, 27, 5, 0, 0, 60, NE
0, 0, 0, 0, 0, 0, 0, 0, 40, 29, 6, 14, 2, 8, 7, 16, 12, 36, 17, 29, 16, 13, 29, 17, 19, 19, 30, 21, 27, 20, 37, 29, 36, 33, 36, 32, 37, 40, 22, 40, 32, 44, 4, 1, 16, 50, 45, 34, 27, 30, 25, 54, 41, 4, 39, 34, 24, 0, 16, 39, 2, 18, 0, 6, 4, 15, 4, 1, 13, 48, 4, 8, 28, 4, 42, 16, 1, 0, 17, 25, 1, 3, 34, 39, 24, 28, 8, 3, 55, 62, 1, 34, 36, 74, 38, 36, 4, 34, 6, 36, 27, 32, 32, 19, 41, 13, 14, 37, SA
0, 0, 0, 0, 0, 0, 0, 0, 3, 27, 3, 21, 3, 16, 28, 7, 8, 33, 32, 30, 19, 34, 23, 5, 20, 40, 22, 19, 50, 22, 56, 15, 75, 47, 32, 50, 52, 19, 34, 56, 27, 48, 16, 9, 24, 29, 50, 48, 29, 36, 49, 53, 30, 15, 30, 43, 9, 35, 12, 30, 0, 3, 0, 0, 5, 2, 0, 32, 18, 31, 5, 0, 37, 29, 29, 1, 1, 35, 1, 47, 0, 0, 7, 19, 0, 3, 0, 35, 18, 35, 7, 4, 55, 57, 66, 6, 0, 20, 27, 43, 2, 3, 25, 58, 26, 3, 0, 68, SU
0, 0, 0, 0, 0, 0, 0, 0, 1, 66, 14, 0, 0, 0, 0, 0, 67, 43, 49, 46, 0, 0, 0, 0, 0, 0, 5, 17, 22, 18, 5, 24, 0, 2, 54, 66, 10, 2, 16, 22, 78, 40, 20, 33, 13, 13, 48, 25, 20, 51, 43, 43, 47, 28, 54, 68, 41, 41, 33, 26, 30, 32, 26, 9, 19, 11, 0, 36, 56, 41, 0, 21, 49, 28, 61, 38, 14, 15, 27, 33, 36, 19, 1, 21, 32, 19, 45, 16, 10, 26, 28, 50, 77, 45, 48, 55, 20, 45, 0, 29, 33, 6, 28, 30, 34, 6, 17, 42, HA
0, 0, 0, 0, 0, 0, 0, 0, 26, 69, 3, 2, 1, 0, 0, 0, 18, 25, 43, 36, 2, 4, 6, 3, 3, 0, 2, 4, 50, 15, 4, 7, 0, 1, 40, 34, 3, 12, 52, 26, 85, 62, 34, 44, 29, 40, 46, 35, 43, 55, 39, 43, 52, 29, 55, 64, 38, 38, 35, 54, 15, 40, 31, 10, 31, 1, 0, 20, 5, 61, 8, 0, 52, 14, 53, 33, 5, 5, 9, 29, 0, 30, 27, 64, 20, 29, 9, 8, 14, 25, 14, 23, 41, 44, 58, 42, 22, 40, 10, 12, 31, 31, 37, 83, 67, 8, 4, 35, SA
0, 0, 0, 0, 0, 0, 0, 0, 7, 81, 19, 0, 1, 0, 4, 24, 57, 21, 45, 34, 7, 22, 24, 31, 16, 6, 8, 46, 40, 15, 36, 52, 0, 11, 66, 70, 17, 33, 37, 29, 77, 25, 30, 41, 32, 52, 32, 39, 42, 54, 56, 51, 47, 27, 72, 62, 6, 47, 44, 43, 10, 44, 26, 5, 22, 0, 10, 75, 9, 68, 0, 0, 44, 49, 42, 6, 5, 18, 8, 23, 0, 16, 11, 34, 23, 7, 3, 37, 12, 20, 21, 11, 29, 51, 36, 5, 5, 39, 9, 6, 31, 3, 33, 39, 42, 13, 14, 23, SU
0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 7, 14, 13, 4, 0, 0, 33, 0, 0, 16, 0, 0, 0, 2, 0, 1, 1, 1, 27, 44, 9, 0, 20, 54, 23, 2, 8, 1, 35, 46, 35, 9, 41, 24, 14, 6, 57, 28, 62, 82, 34, 18, 46, 81, 42, 30, 58, 23, 0, 0, 8, 8, 7, 0, 0, 36, 34, 19, 0, 15, 45, 40, 47, 1, 0, 11, 7, 18, 9, 22, 27, 38, 21, 21, 0, 16, 8, 20, 3, 24, 73, 70, 60, 22, 0, 36, 0, 13, 36, 4, 4, 20, 3, 8, 36, 19, HA
0, 0, 2, 0, 0, 0, 0, 0, 47, 1, 0, 1, 18, 17, 23, 14, 0, 1, 18, 0, 4, 18, 0, 0, 1, 6, 0, 0, 1, 6, 43, 40, 10, 0, 25, 56, 38, 6, 12, 19, 37, 52, 29, 7, 42, 19, 13, 2, 62, 29, 64, 90, 32, 14, 53, 93, 59, 0, 65, 18, 0, 0, 5, 9, 3, 0, 0, 0, 32, 28, 0, 18, 34, 32, 37, 2, 3, 7, 22, 30, 12, 5, 59, 51, 41, 3, 4, 12, 6, 28, 12, 27, 66, 65, 70, 24, 0, 33, 1, 12, 26, 11, 30, 57, 10, 10, 4, 44, NE
0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 1, 13, 18, 18, 9, 0, 0, 12, 4, 2, 10, 1, 1, 0, 1, 0, 0, 0, 5, 35, 30, 2, 0, 13, 40, 18, 9, 22, 20, 44, 66, 27, 5, 52, 33, 24, 10, 64, 23, 63, 93, 26, 13, 54, 91, 40, 25, 67, 12, 0, 0, 7, 13, 1, 0, 0, 24, 41, 18, 0, 9, 28, 18, 28, 0, 0, 12, 16, 29, 12, 4, 60, 74, 31, 0, 3, 20, 8, 25, 11, 29, 50, 51, 50, 12, 0, 25, 8, 20, 15, 13, 25, 46, 9, 4, 27, 23, SA
0, 0, 1, 0, 0, 0, 0, 0, 40, 11, 2, 2, 15, 21, 20, 7, 4, 2, 58, 0, 4, 22, 8, 1, 0, 12, 0, 1, 21, 2, 18, 33, 5, 0, 10, 34, 18, 5, 9, 14, 47, 48, 34, 3, 43, 36, 38, 1, 56, 31, 57, 86, 22, 16, 44, 82, 49, 19, 62, 25, 0, 0, 5, 14, 1, 7, 0, 24, 42, 28, 0, 5, 40, 32, 30, 2, 2, 13, 24, 31, 18, 12, 44, 47, 39, 5, 0, 8, 10, 37, 7, 15, 48, 63, 25, 23, 4, 43, 3, 26, 14, 4, 46, 24, 43, 5, 4, 38, SU
0, 0, 0, 0, 0, 0, 0, 0, 38, 9, 37, 37, 39, 36, 19, 14, 37, 38, 48, 10, 6, 2, 0, 2, 4, 14, 6, 36, 41, 24, 28, 14, 0, 0, 16, 61, 46, 51, 47, 64, 78, 74, 44, 39, 50, 51, 43, 78, 67, 22, 48, 54, 52, 17, 59, 62, 20, 49, 49, 2, 9, 39, 22, 36, 18, 20, 1, 29, 40, 6, 5, 16, 54, 6, 50, 5, 2, 40, 25, 38, 8, 38, 32, 64, 33, 21, 23, 43, 20, 45, 17, 14, 66, 45, 59, 1, 37, 26, 33, 40, 33, 3, 34, 39, 44, 15, 51, 34, SU
0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 6, 4, 11, 23, 31, 25, 20, 16, 10, 15, 15, 20, 8, 14, 22, 9, 37, 15, 5, 12, 31, 58, 51, 15, 46, 62, 28, 29, 22, 23, 33, 52, 63, 20, 55, 53, 38, 43, 11, 16, 67, 85, 36, 21, 58, 59, 63, 64, 4, 13, 2, 5, 37, 15, 21, 6, 5, 52, 7, 12, 5, 13, 70, 15, 36, 0, 5, 44, 15, 2, 8, 26, 56, 50, 32, 0, 33, 8, 17, 2, 11, 53, 55, 40, 27, 8, 30, 3, 17, 11, 6, 15, 43, 67, 34, 9, 19, 1, DI
0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 9, 9, 25, 31, 35, 40, 21, 20, 3, 13, 16, 26, 13, 23, 25, 26, 33, 16, 12, 28, 37, 70, 56, 8, 41, 72, 23, 33, 27, 29, 29, 42, 56, 21, 50, 46, 41, 46, 13, 23, 71, 86, 30, 19, 60, 74, 72, 66, 10, 19, 10, 10, 30, 19, 30, 8, 9, 61, 6, 12, 6, 12, 62, 12, 49, 0, 8, 40, 15, 9, 20, 31, 52, 56, 47, 5, 28, 17, 19, 5, 20, 65, 49, 37, 28, 10, 25, 18, 17, 16, 12, 25, 60, 65, 42, 13, 19, 17, DI
0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 3, 4, 24, 35, 32, 23, 12, 17, 6, 7, 15, 28, 2, 6, 12, 21, 30, 15, 5, 19, 31, 57, 21, 7, 35, 61, 34, 20, 17, 22, 35, 49, 75, 21, 60, 49, 35, 46, 9, 23, 83, 85, 54, 24, 63, 75, 54, 70, 0, 8, 2, 0, 24, 26, 30, 4, 12, 65, 1, 16, 3, 18, 69, 6, 64, 0, 18, 36, 3, 7, 14, 40, 66, 63, 60, 19, 27, 9, 12, 10, 31, 39, 50, 35, 23, 29, 26, 5, 8, 3, 22, 45, 53, 39, 46, 25, 18, 9, DI
0, 0, 0, 0, 0, 0, 0, 0, 39, 14, 21, 10, 27, 37, 26, 17, 17, 24, 10, 17, 15, 26, 10, 11, 16, 24, 22, 18, 8, 22, 41, 57, 38, 8, 59, 65, 35, 32, 22, 17, 23, 45, 39, 13, 40, 39, 12, 48, 16, 13, 67, 65, 36, 15, 49, 66, 60, 38, 14, 10, 0, 2, 50, 15, 11, 0, 2, 38, 5, 11, 5, 10, 72, 16, 27, 0, 4, 53, 11, 0, 15, 15, 49, 46, 31, 0, 19, 22, 9, 2, 10, 28, 47, 57, 28, 13, 30, 7, 27, 16, 7, 24, 53, 53, 55, 8, 30, 8, FE
0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 10, 11, 30, 37, 29, 31, 15, 45, 7, 14, 17, 27, 17, 18, 15, 34, 31, 30, 12, 17, 49, 72, 49, 0, 62, 75, 40, 34, 29, 24, 25, 41, 41, 12, 47, 33, 22, 39, 16, 23, 73, 74, 25, 22, 57, 69, 55, 70, 10, 18, 8, 10, 34, 22, 26, 7, 14, 71, 14, 17, 7, 3, 66, 18, 41, 3, 16, 52, 11, 8, 23, 18, 49, 54, 43, 6, 30, 15, 19, 5, 11, 27, 51, 55, 34, 23, 29, 18, 18, 14, 11, 41, 65, 69, 53, 19, 21, 16, FE
0, 0, 0, 0, 0, 0, 0, 0, 17, 12, 16, 27, 46, 46, 45, 32, 18, 33, 10, 21, 11, 28, 10, 14, 28, 44, 22, 33, 18, 20, 47, 57, 38, 1, 33, 43, 40, 39, 27, 23, 40, 65, 61, 8, 62, 57, 27, 44, 16, 19, 60, 80, 39, 27, 54, 61, 62, 56, 18, 16, 4, 8, 35, 25, 19, 8, 10, 55, 9, 16, 7, 6, 69, 24, 38, 1, 14, 51, 12, 0, 34, 16, 47, 53, 28, 4, 39, 22, 18, 1, 11, 45, 40, 39, 21, 31, 28, 14, 19, 22, 17, 32, 35, 37, 51, 19, 24, 19, FE
0, 0, 0, 0, 0, 0, 0, 0, 28, 32, 17, 31, 47, 36, 41, 33, 27, 23, 44, 26, 20, 34, 28, 11, 51, 31, 33, 26, 40, 34, 41, 59, 28, 8, 22, 46, 35, 37, 43, 34, 34, 63, 45, 14, 53, 58, 24, 38, 32, 10, 52, 57, 34, 18, 44, 52, 41, 33, 31, 10, 2, 1, 50, 16, 3, 0, 4, 33, 19, 14, 8, 13, 65, 36, 25, 5, 9, 50, 18, 14, 21, 6, 34, 35, 21, 1, 8, 44, 11, 22, 12, 47, 58, 75, 49, 11, 18, 17, 3, 21, 7, 19, 54, 81, 28, 14, 44, 10, FE
0, 0, 1, 0, 0, 0, 0, 0, 32, 11, 3, 24, 10, 6, 11, 27, 12, 16, 31, 12, 25, 5, 4, 4, 6, 18, 20, 18, 11, 34, 57, 61, 19, 3, 46, 49, 45, 31, 20, 4, 36, 37, 20, 0, 36, 57, 29, 42, 17, 19, 74, 66, 27, 11, 42, 59, 42, 35, 14, 11, 0, 5, 41, 19, 9, 1, 2, 41, 20, 6, 0, 13, 63, 22, 38, 1, 1, 58, 8, 20, 16, 15, 52, 46, 20, 9, 9, 26, 5, 9, 12, 75, 57, 56, 63, 26, 29, 13, 21, 21, 9, 12, 60, 65, 45, 11, 32, 2, HA
0, 0, 0, 0, 0, 0, 0, 0, 45, 9, 4, 27, 10, 6, 14, 21, 14, 9, 17, 8, 23, 8, 5, 0, 0, 0, 17, 16, 8, 31, 53, 61, 22, 0, 48, 64, 46, 30, 16, 7, 39, 50, 33, 1, 42, 51, 27, 42, 13, 21, 78, 73, 19, 6, 62, 77, 52, 54, 18, 5, 0, 1, 40, 25, 3, 5, 0, 62, 19, 13, 0, 10, 61, 25, 38, 0, 2, 50, 17, 15, 12, 31, 61, 52, 34, 10, 36, 12, 27, 23, 16, 70, 55, 48, 65, 14, 29, 3, 20, 15, 9, 19, 51, 72, 37, 14, 24, 4, HA
0, 0, 0, 0, 0, 0, 0, 0, 39, 14, 10, 24, 19, 30, 38, 30, 15, 15, 42, 16, 15, 19, 10, 8, 3, 9, 18, 26, 15, 33, 50, 62, 32, 1, 49, 61, 58, 31, 21, 13, 43, 50, 41, 5, 41, 38, 31, 41, 29, 16, 72, 77, 28, 10, 61, 85, 65, 37, 27, 9, 2, 0, 30, 33, 5, 18, 10, 47, 29, 19, 4, 14, 67, 43, 24, 3, 8, 57, 21, 17, 23, 44, 69, 59, 49, 12, 21, 29, 17, 25, 31, 59, 53, 51, 41, 27, 28, 14, 29, 30, 14, 29, 54, 76, 39, 14, 37, 17, HA
0, 0, 0, 0, 0, 0, 0, 0, 40, 6, 11, 20, 21, 8, 19, 31, 28, 22, 41, 9, 9, 44, 5, 8, 3, 0, 10, 40, 35, 13, 34, 64, 24, 4, 39, 57, 39, 47, 47, 14, 47, 53, 38, 5, 44, 39, 22, 47, 39, 9, 51, 68, 25, 7, 58, 80, 51, 42, 29, 2, 3, 2, 45, 28, 3, 10, 0, 57, 8, 21, 1, 18, 50, 25, 22, 2, 4, 44, 0, 23, 15, 13, 59, 52, 16, 0, 24, 5, 4, 26, 5, 55, 51, 54, 42, 10, 39, 1, 7, 39, 13, 22, 52, 67, 8, 30, 61, 16, HA
0, 0, 0, 0, 0, 0, 0, 0, 45, 10, 5, 21, 4, 8, 18, 35, 28, 10, 27, 9, 28, 4, 3, 3, 0, 2, 29, 13, 9, 24, 68, 54, 10, 2, 47, 59, 38, 49, 13, 16, 25, 37, 25, 3, 38, 44, 20, 45, 19, 17, 75, 84, 39, 21, 67, 80, 48, 54, 26, 3, 0, 1, 41, 19, 1, 2, 2, 55, 14, 17, 0, 5, 53, 29, 23, 1, 1, 30, 3, 15, 7, 19, 59, 45, 23, 1, 24, 7, 20, 22, 4, 39, 45, 40, 26, 7, 29, 3, 19, 21, 16, 4, 34, 61, 28, 30, 53, 6, NE
0, 0, 1, 0, 0, 0, 0, 0, 44, 8, 4, 23, 5, 7, 11, 30, 24, 9, 28, 12, 30, 7, 2, 8, 4, 2, 20, 22, 4, 26, 59, 62, 16, 1, 43, 60, 43, 40, 19, 11, 33, 39, 34, 3, 46, 51, 33, 48, 11, 15, 71, 83, 33, 18, 59, 72, 45, 54, 24, 1, 0, 1, 46, 32, 4, 0, 1, 53, 14, 24, 3, 3, 59, 24, 22, 0, 5, 28, 0, 21, 8, 10, 55, 44, 21, 0, 18, 8, 23, 25, 9, 38, 52, 54, 39, 14, 32, 3, 20, 24, 19, 7, 28, 52, 16, 32, 53, 11, NE
0, 0, 0, 0, 0, 0, 0, 0, 45, 14, 10, 22, 10, 11, 14, 32, 32, 11, 21, 11, 31, 8, 8, 7, 2, 14, 24, 23, 7, 33, 63, 62, 18, 1, 49, 61, 43, 44, 25, 21, 24, 33, 35, 8, 32, 46, 27, 44, 24, 20, 72, 81, 39, 19, 61, 76, 56, 40, 22, 9, 4, 7, 47, 29, 8, 8, 6, 53, 19, 21, 3, 13, 60, 27, 20, 7, 10, 45, 10, 16, 15, 13, 58, 41, 34, 4, 15, 22, 21, 25, 12, 32, 39, 35, 21, 10, 26, 7, 11, 29, 23, 16, 46, 82, 49, 21, 52, 13, NE
0, 0, 0, 0, 0, 0, 0, 0, 28, 15, 11, 27, 9, 18, 26, 32, 29, 11, 1, 17, 24, 24, 17, 3, 4, 11, 30, 15, 5, 21, 58, 53, 26, 10, 42, 65, 31, 34, 22, 19, 20, 37, 30, 14, 41, 27, 34, 42, 22, 19, 83, 86, 33, 20, 70, 84, 49, 58, 22, 13, 3, 2, 38, 24, 3, 10, 10, 63, 28, 14, 3, 6, 53, 27, 25, 3, 9, 35, 22, 11, 18, 25, 62, 43, 27, 3, 28, 8, 33, 16, 8, 26, 39, 36, 9, 21, 28, 7, 32, 38, 4, 15, 53, 70, 40, 26, 23, 9, SA
0, 0, 0, 0, 0, 0, 0, 0, 42, 15, 4, 17, 22, 32, 34, 34, 25, 17, 12, 12, 20, 17, 15, 6, 18, 14, 40, 16, 6, 27, 57, 55, 28, 9, 51, 63, 20, 40, 21, 37, 22, 30, 26, 14, 37, 23, 34, 43, 26, 19, 82, 88, 36, 23, 68, 88, 47, 67, 24, 17, 5, 11, 35, 15, 21, 9, 10, 61, 33, 16, 8, 6, 57, 27, 20, 7, 21, 33, 17, 18, 19, 19, 63, 45, 30, 4, 30, 12, 39, 25, 14, 26, 31, 29, 16, 10, 27, 10, 31, 39, 1, 18, 52, 77, 43, 38, 13, 14, SA
0, 0, 1, 0, 0, 0, 0, 0, 39, 11, 4, 7, 13, 26, 30, 26, 12, 21, 8, 14, 11, 10, 8, 4, 8, 10, 30, 16, 16, 18, 69, 63, 25, 8, 50, 59, 30, 31, 23, 31, 15, 22, 25, 9, 36, 17, 26, 40, 14, 19, 86, 88, 22, 17, 64, 93, 40, 70, 8, 6, 7, 3, 33, 15, 7, 7, 2, 63, 12, 13, 0, 3, 57, 23, 18, 0, 6, 40, 15, 10, 4, 22, 62, 49, 35, 3, 28, 3, 31, 8, 9, 27, 31, 26, 16, 7, 27, 5, 12, 27, 3, 17, 43, 56, 40, 19, 12, 0, SA
0, 0, 0, 0, 0, 0, 0, 0, 29, 21, 13, 18, 35, 53, 41, 29, 14, 19, 42, 16, 23, 67, 19, 2, 32, 47, 19, 25, 28, 35, 20, 24, 21, 2, 22, 16, 39, 33, 18, 26, 48, 60, 51, 8, 55, 64, 28, 44, 18, 14, 47, 56, 33, 17, 49, 65, 40, 40, 12, 2, 0, 0, 60, 28, 0, 0, 1, 60, 7, 14, 7, 12, 72, 27, 26, 3, 1, 59, 4, 7, 5, 4, 42, 39, 19, 2, 29, 11, 9, 14, 8, 57, 60, 50, 47, 11, 28, 0, 27, 23, 8, 19, 40, 40, 22, 10, 15, 0, SU
