@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	cpt_100	NUMERIC
@ATTRIBUTE	cpt_101	NUMERIC
@ATTRIBUTE	cpt_102	NUMERIC
@ATTRIBUTE	cpt_103	NUMERIC
@ATTRIBUTE	cpt_104	NUMERIC
@ATTRIBUTE	cpt_105	NUMERIC
@ATTRIBUTE	cpt_106	NUMERIC
@ATTRIBUTE	cpt_107	NUMERIC
@ATTRIBUTE	cpt_108	NUMERIC
@ATTRIBUTE	cpt_109	NUMERIC
@ATTRIBUTE	cpt_110	NUMERIC
@ATTRIBUTE	cpt_111	NUMERIC
@ATTRIBUTE	cpt_112	NUMERIC
@ATTRIBUTE	cpt_113	NUMERIC
@ATTRIBUTE	cpt_114	NUMERIC
@ATTRIBUTE	cpt_115	NUMERIC
@ATTRIBUTE	cpt_116	NUMERIC
@ATTRIBUTE	cpt_117	NUMERIC
@ATTRIBUTE	cpt_118	NUMERIC
@ATTRIBUTE	cpt_119	NUMERIC
@ATTRIBUTE	cpt_120	NUMERIC
@ATTRIBUTE	cpt_121	NUMERIC
@ATTRIBUTE	cpt_122	NUMERIC
@ATTRIBUTE	cpt_123	NUMERIC
@ATTRIBUTE	cpt_124	NUMERIC
@ATTRIBUTE	cpt_125	NUMERIC
@ATTRIBUTE	cpt_126	NUMERIC
@ATTRIBUTE	cpt_127	NUMERIC
@ATTRIBUTE	cpt_128	NUMERIC
@ATTRIBUTE	cpt_129	NUMERIC
@ATTRIBUTE	cpt_130	NUMERIC
@ATTRIBUTE	cpt_131	NUMERIC
@ATTRIBUTE	cpt_132	NUMERIC
@ATTRIBUTE	cpt_133	NUMERIC
@ATTRIBUTE	cpt_134	NUMERIC
@ATTRIBUTE	cpt_135	NUMERIC
@ATTRIBUTE	cpt_136	NUMERIC
@ATTRIBUTE	cpt_137	NUMERIC
@ATTRIBUTE	cpt_138	NUMERIC
@ATTRIBUTE	cpt_139	NUMERIC
@ATTRIBUTE	cpt_140	NUMERIC
@ATTRIBUTE	cpt_141	NUMERIC
@ATTRIBUTE	cpt_142	NUMERIC
@ATTRIBUTE	cpt_143	NUMERIC
@ATTRIBUTE	cpt_144	NUMERIC
@ATTRIBUTE	cpt_145	NUMERIC
@ATTRIBUTE	cpt_146	NUMERIC
@ATTRIBUTE	cpt_147	NUMERIC
@ATTRIBUTE	cpt_148	NUMERIC
@ATTRIBUTE	cpt_149	NUMERIC
@ATTRIBUTE	cpt_150	NUMERIC
@ATTRIBUTE	cpt_151	NUMERIC
@ATTRIBUTE	cpt_152	NUMERIC
@ATTRIBUTE	cpt_153	NUMERIC
@ATTRIBUTE	cpt_154	NUMERIC
@ATTRIBUTE	cpt_155	NUMERIC
@ATTRIBUTE	cpt_156	NUMERIC
@ATTRIBUTE	cpt_157	NUMERIC
@ATTRIBUTE	cpt_158	NUMERIC
@ATTRIBUTE	cpt_159	NUMERIC
@ATTRIBUTE	cpt_160	NUMERIC
@ATTRIBUTE	cpt_161	NUMERIC
@ATTRIBUTE	cpt_162	NUMERIC
@ATTRIBUTE	cpt_163	NUMERIC
@ATTRIBUTE	cpt_164	NUMERIC
@ATTRIBUTE	cpt_165	NUMERIC
@ATTRIBUTE	cpt_166	NUMERIC
@ATTRIBUTE	cpt_167	NUMERIC
@ATTRIBUTE	cpt_168	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 5, 3, 11, 25, 26, 30, 11, 9, 12, 10, 26, 4, 11, 9, 0, 4, 4, 8, 28, 32, 6, 0, 7, 19, 10, 25, 9, 7, 1, 6, 12, 10, 32, 16, 11, 14, 9, 3, 14, 26, 10, 4, 14, 36, 31, 24, 14, 1, 32, 43, 31, 4, 26, 9, 11, 4, 34, 15, 18, 3, 5, 2, 4, 7, 16, 23, 28, 11, 12, 0, 19, 35, 39, 13, 14, 3, 31, 54, 35, 16, 35, 23, 10, 0, 10, 13, 13, 19, 15, 15, 15, 15, 8, 2, 28, 11, 6, 4, 4, 5, 6, 14, 26, 6, 5, 5, 0, 3, 18, 21, 16, 1, 11, 1, 0, 48, 19, 9, 43, 3, 0, 0, 30, 9, 2, 9, 3, 0, 18, 39, 40, 30, 33, 20, 0, 2, 34, 6, 0, 5, 0, 6, 9, 5, 7, 16, 2, 1, 0, 5, 30, 7, 0, 4, 0, 2, 9, 36, 33, 34, 36, 17, 2, 21, 19, 16, 0, SA
0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 4, 3, 6, 30, 24, 31, 9, 10, 14, 12, 25, 5, 4, 11, 0, 4, 3, 5, 22, 28, 5, 7, 12, 15, 12, 22, 4, 4, 0, 5, 8, 10, 31, 14, 10, 9, 8, 2, 6, 27, 9, 2, 14, 35, 33, 17, 12, 0, 28, 44, 30, 1, 29, 2, 9, 4, 30, 17, 13, 10, 6, 2, 4, 8, 19, 22, 29, 13, 15, 0, 21, 37, 42, 17, 14, 1, 35, 56, 36, 14, 34, 20, 18, 0, 4, 13, 11, 19, 14, 12, 7, 7, 2, 0, 27, 14, 17, 5, 2, 6, 0, 15, 25, 8, 2, 0, 0, 0, 22, 18, 17, 0, 7, 0, 1, 50, 21, 14, 37, 2, 0, 1, 28, 9, 3, 4, 1, 1, 21, 34, 44, 31, 29, 15, 0, 1, 35, 16, 0, 6, 0, 5, 14, 7, 6, 15, 3, 2, 0, 11, 22, 14, 0, 8, 0, 2, 13, 33, 36, 34, 33, 17, 3, 25, 6, 16, 0, SA
0, 0, 1, 0, 0, 0, 0, 0, 7, 6, 4, 5, 9, 20, 27, 31, 6, 7, 18, 13, 29, 3, 6, 12, 0, 4, 5, 4, 25, 32, 3, 0, 8, 17, 7, 26, 5, 5, 1, 6, 7, 15, 27, 11, 13, 8, 10, 1, 8, 28, 8, 3, 13, 36, 33, 23, 10, 1, 34, 45, 31, 1, 25, 12, 12, 1, 30, 18, 15, 10, 4, 0, 8, 9, 17, 18, 25, 12, 12, 0, 22, 35, 40, 15, 17, 5, 31, 55, 34, 11, 35, 22, 16, 0, 2, 7, 13, 18, 13, 8, 17, 6, 3, 1, 28, 16, 13, 3, 2, 8, 1, 18, 23, 2, 5, 1, 0, 11, 22, 17, 9, 2, 4, 0, 1, 42, 18, 10, 41, 4, 0, 2, 28, 14, 2, 3, 2, 1, 14, 35, 40, 32, 29, 14, 0, 5, 33, 9, 0, 4, 0, 7, 10, 2, 5, 18, 0, 1, 1, 11, 22, 6, 0, 1, 0, 2, 8, 32, 33, 32, 36, 18, 2, 23, 10, 18, 0, SA
0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 5, 4, 12, 21, 26, 27, 11, 10, 15, 11, 30, 0, 15, 10, 0, 6, 1, 6, 22, 28, 0, 8, 6, 15, 23, 15, 5, 8, 2, 16, 10, 4, 23, 6, 0, 8, 3, 14, 6, 30, 16, 1, 41, 34, 29, 17, 5, 1, 20, 41, 42, 10, 24, 25, 8, 2, 8, 11, 9, 2, 1, 0, 7, 15, 11, 12, 34, 17, 16, 0, 26, 40, 52, 25, 10, 7, 28, 69, 39, 9, 39, 25, 13, 5, 10, 7, 8, 11, 17, 12, 6, 6, 8, 2, 27, 17, 16, 1, 3, 10, 1, 22, 21, 8, 6, 1, 0, 1, 35, 8, 18, 5, 3, 0, 4, 40, 14, 10, 37, 0, 0, 0, 35, 7, 4, 2, 2, 0, 13, 35, 44, 35, 31, 7, 0, 18, 21, 8, 0, 7, 0, 4, 13, 4, 5, 13, 0, 2, 1, 28, 14, 11, 0, 3, 0, 1, 5, 29, 37, 38, 35, 10, 1, 31, 15, 35, 0, SU
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 7, 3, 16, 15, 32, 38, 16, 14, 12, 13, 29, 2, 4, 9, 1, 8, 3, 4, 33, 30, 4, 9, 6, 23, 10, 22, 5, 11, 2, 20, 16, 12, 22, 12, 4, 10, 8, 16, 17, 26, 11, 5, 37, 34, 30, 23, 12, 2, 24, 44, 42, 16, 30, 15, 16, 1, 9, 14, 16, 10, 6, 3, 9, 12, 14, 15, 27, 11, 16, 0, 24, 39, 56, 32, 11, 10, 23, 57, 46, 17, 33, 24, 22, 2, 13, 11, 10, 15, 23, 12, 14, 15, 5, 4, 28, 19, 16, 3, 8, 7, 8, 21, 21, 16, 14, 7, 0, 4, 26, 22, 19, 5, 9, 0, 2, 36, 15, 6, 36, 5, 0, 1, 29, 10, 7, 8, 10, 4, 8, 36, 47, 35, 28, 11, 0, 5, 35, 16, 2, 9, 6, 8, 11, 7, 8, 14, 8, 2, 6, 14, 25, 12, 0, 5, 1, 5, 13, 25, 37, 42, 37, 12, 6, 28, 10, 20, 0, SU
0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 3, 5, 14, 10, 32, 35, 11, 9, 13, 9, 29, 2, 11, 7, 0, 4, 0, 5, 27, 30, 3, 5, 6, 14, 15, 22, 4, 10, 1, 27, 20, 16, 23, 5, 1, 18, 11, 11, 13, 32, 12, 5, 35, 26, 20, 15, 4, 1, 16, 29, 33, 15, 28, 19, 14, 0, 7, 11, 14, 6, 0, 0, 11, 21, 16, 4, 36, 13, 14, 0, 22, 36, 51, 32, 12, 10, 31, 54, 41, 10, 36, 11, 15, 4, 3, 12, 3, 10, 15, 6, 10, 7, 5, 0, 30, 19, 13, 1, 1, 1, 2, 21, 19, 12, 13, 2, 0, 0, 31, 12, 13, 3, 6, 1, 2, 38, 18, 9, 35, 4, 0, 1, 36, 11, 1, 7, 2, 0, 6, 32, 41, 31, 26, 8, 1, 18, 28, 9, 0, 7, 0, 6, 7, 6, 8, 19, 1, 1, 2, 28, 11, 9, 0, 4, 1, 2, 0, 28, 32, 32, 38, 12, 3, 28, 10, 36, 0, SU
0, 0, 0, 0, 0, 0, 0, 0, 27, 20, 5, 0, 5, 6, 12, 6, 5, 21, 9, 13, 18, 16, 24, 17, 0, 6, 4, 5, 4, 4, 7, 1, 5, 6, 9, 25, 23, 11, 0, 1, 6, 12, 9, 5, 6, 3, 11, 12, 2, 23, 21, 14, 4, 12, 13, 5, 13, 19, 8, 9, 22, 11, 13, 23, 14, 14, 17, 32, 44, 38, 23, 17, 37, 39, 28, 25, 16, 20, 14, 20, 11, 29, 39, 21, 23, 12, 19, 49, 36, 27, 9, 30, 14, 13, 0, 8, 13, 14, 22, 17, 18, 25, 12, 7, 11, 34, 14, 18, 4, 2, 4, 15, 6, 7, 20, 1, 1, 3, 15, 31, 12, 17, 2, 10, 4, 32, 10, 10, 35, 1, 0, 7, 15, 27, 17, 23, 3, 3, 22, 15, 33, 28, 26, 21, 5, 9, 31, 26, 17, 29, 11, 2, 2, 1, 0, 3, 1, 8, 17, 7, 37, 13, 21, 19, 23, 0, 5, 21, 28, 36, 39, 15, 15, 26, 23, 17, 22, DI
0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 5, 1, 3, 4, 8, 2, 4, 9, 4, 9, 22, 10, 19, 6, 0, 0, 1, 10, 1, 0, 8, 7, 8, 1, 8, 16, 11, 11, 0, 1, 2, 14, 15, 7, 2, 3, 5, 11, 1, 28, 21, 13, 2, 9, 20, 15, 24, 20, 35, 31, 34, 14, 6, 20, 15, 14, 17, 30, 33, 32, 18, 14, 13, 17, 11, 20, 12, 24, 15, 18, 9, 31, 49, 20, 22, 4, 28, 52, 43, 23, 10, 23, 15, 10, 2, 5, 14, 12, 25, 18, 19, 20, 3, 5, 13, 36, 9, 8, 1, 2, 5, 15, 2, 6, 13, 6, 0, 0, 10, 19, 15, 8, 1, 4, 7, 29, 10, 14, 33, 9, 0, 11, 20, 20, 11, 21, 1, 3, 19, 16, 31, 28, 25, 14, 1, 2, 27, 20, 21, 19, 6, 3, 2, 0, 3, 0, 0, 14, 18, 4, 38, 21, 21, 26, 15, 1, 5, 21, 22, 31, 41, 19, 16, 17, 27, 24, 11, DI
0, 0, 0, 0, 0, 0, 0, 0, 12, 23, 6, 3, 3, 4, 8, 5, 8, 6, 0, 17, 9, 10, 14, 17, 0, 0, 4, 6, 6, 3, 4, 0, 2, 6, 9, 17, 15, 9, 0, 1, 2, 5, 20, 12, 0, 9, 5, 11, 1, 27, 20, 17, 14, 38, 48, 33, 15, 10, 38, 48, 44, 11, 10, 8, 24, 12, 9, 0, 0, 3, 16, 17, 7, 1, 2, 20, 17, 21, 24, 12, 6, 37, 46, 21, 21, 2, 28, 52, 39, 15, 16, 28, 9, 8, 0, 12, 16, 22, 23, 23, 19, 21, 12, 4, 26, 22, 13, 5, 2, 2, 11, 18, 8, 6, 8, 0, 0, 1, 19, 24, 12, 8, 6, 2, 7, 24, 17, 24, 36, 3, 0, 3, 22, 26, 13, 16, 2, 1, 22, 28, 32, 33, 32, 15, 3, 7, 26, 16, 10, 22, 0, 5, 5, 2, 0, 0, 1, 11, 15, 7, 42, 13, 13, 16, 9, 0, 9, 27, 41, 40, 36, 15, 16, 20, 28, 19, 19, FE
0, 0, 1, 0, 0, 0, 0, 0, 14, 21, 14, 0, 3, 5, 2, 8, 4, 8, 1, 28, 24, 7, 21, 29, 0, 0, 6, 4, 11, 7, 8, 3, 6, 13, 23, 17, 22, 20, 0, 0, 0, 15, 18, 0, 5, 1, 13, 9, 12, 27, 16, 21, 16, 37, 47, 26, 15, 12, 37, 44, 40, 11, 22, 26, 19, 17, 7, 2, 3, 4, 11, 8, 13, 3, 1, 18, 20, 24, 15, 19, 7, 38, 49, 24, 13, 1, 35, 62, 41, 7, 24, 28, 21, 13, 2, 8, 13, 23, 19, 20, 18, 11, 12, 7, 32, 15, 11, 13, 1, 2, 3, 11, 11, 9, 11, 0, 0, 0, 28, 14, 16, 6, 2, 4, 16, 28, 4, 15, 28, 4, 0, 3, 23, 24, 21, 15, 0, 5, 5, 27, 34, 27, 22, 13, 2, 3, 24, 24, 20, 22, 2, 0, 8, 5, 13, 16, 5, 13, 14, 8, 36, 22, 17, 35, 16, 0, 12, 16, 17, 16, 41, 11, 15, 25, 27, 18, 15, FE
0, 0, 0, 0, 0, 0, 0, 0, 11, 23, 24, 8, 4, 9, 13, 10, 7, 16, 6, 27, 23, 20, 24, 23, 6, 1, 9, 9, 8, 18, 11, 4, 8, 21, 25, 25, 23, 18, 1, 3, 5, 6, 15, 11, 3, 4, 1, 17, 13, 31, 19, 23, 13, 31, 47, 34, 18, 4, 33, 45, 44, 22, 14, 19, 23, 25, 7, 2, 3, 7, 17, 11, 10, 10, 4, 21, 18, 21, 28, 21, 6, 30, 51, 24, 11, 1, 22, 50, 35, 21, 21, 31, 20, 23, 2, 17, 13, 30, 25, 14, 18, 18, 14, 9, 20, 21, 17, 18, 3, 6, 4, 16, 17, 18, 9, 0, 0, 5, 16, 34, 20, 15, 2, 7, 7, 28, 10, 13, 35, 3, 0, 3, 24, 25, 23, 17, 4, 7, 17, 28, 35, 34, 29, 9, 3, 14, 20, 19, 18, 20, 7, 8, 6, 6, 0, 6, 3, 7, 11, 10, 36, 19, 25, 28, 16, 0, 4, 21, 29, 40, 45, 13, 18, 19, 33, 18, 17, FE
0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 18, 1, 1, 6, 6, 9, 14, 12, 2, 26, 21, 4, 20, 25, 2, 0, 3, 3, 8, 8, 8, 0, 3, 14, 23, 16, 21, 23, 0, 1, 23, 25, 8, 2, 26, 8, 2, 12, 4, 31, 25, 14, 21, 37, 24, 14, 10, 8, 14, 35, 41, 20, 13, 20, 22, 14, 2, 12, 17, 2, 15, 5, 15, 21, 11, 16, 23, 25, 22, 14, 10, 32, 50, 27, 19, 2, 33, 55, 37, 10, 21, 19, 25, 18, 0, 3, 10, 18, 13, 16, 12, 8, 4, 6, 26, 18, 13, 15, 1, 2, 4, 12, 12, 23, 11, 0, 0, 1, 19, 18, 22, 10, 4, 2, 18, 19, 7, 15, 35, 8, 0, 6, 23, 18, 12, 16, 1, 6, 6, 26, 29, 23, 23, 6, 1, 5, 20, 25, 19, 25, 0, 0, 8, 6, 13, 18, 3, 8, 15, 10, 43, 28, 27, 15, 16, 0, 10, 16, 22, 20, 41, 12, 19, 27, 27, 23, 22, FE
0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 0, 1, 5, 3, 5, 7, 6, 6, 15, 3, 14, 8, 20, 14, 0, 1, 3, 2, 1, 1, 0, 0, 1, 20, 0, 24, 21, 7, 0, 0, 2, 1, 2, 3, 0, 0, 0, 19, 5, 19, 11, 12, 24, 43, 58, 21, 4, 5, 39, 48, 43, 36, 1, 18, 16, 12, 3, 0, 1, 10, 5, 11, 3, 0, 0, 9, 12, 17, 20, 7, 5, 28, 42, 18, 6, 0, 21, 45, 46, 23, 11, 23, 14, 8, 0, 15, 22, 5, 19, 8, 21, 27, 10, 2, 20, 32, 14, 9, 1, 4, 7, 2, 4, 3, 11, 0, 3, 2, 11, 31, 8, 13, 1, 4, 8, 20, 7, 13, 26, 17, 0, 1, 10, 19, 20, 25, 0, 3, 16, 17, 36, 28, 24, 21, 11, 18, 30, 21, 18, 24, 8, 0, 8, 1, 1, 3, 9, 23, 19, 6, 35, 15, 24, 19, 18, 0, 11, 39, 45, 47, 54, 12, 13, 26, 20, 19, 11, HA
0, 0, 1, 0, 0, 0, 0, 0, 21, 17, 5, 0, 3, 8, 11, 6, 8, 10, 18, 6, 19, 18, 18, 15, 0, 0, 8, 12, 7, 3, 9, 0, 5, 12, 12, 21, 20, 14, 0, 0, 6, 6, 12, 9, 3, 1, 3, 22, 1, 21, 22, 15, 15, 41, 43, 21, 6, 9, 19, 43, 37, 19, 11, 19, 14, 14, 10, 7, 15, 27, 7, 9, 19, 12, 8, 32, 9, 17, 20, 12, 10, 36, 40, 19, 11, 4, 28, 40, 41, 19, 13, 23, 14, 14, 1, 19, 24, 12, 17, 13, 21, 25, 14, 9, 26, 17, 15, 10, 9, 12, 9, 19, 8, 11, 17, 0, 7, 1, 18, 27, 18, 12, 4, 2, 26, 22, 13, 17, 28, 15, 0, 5, 12, 24, 21, 18, 0, 18, 19, 18, 36, 30, 26, 28, 21, 22, 27, 18, 15, 26, 5, 7, 21, 19, 17, 15, 20, 30, 14, 10, 31, 17, 20, 21, 15, 1, 10, 42, 44, 41, 46, 9, 14, 29, 24, 25, 22, HA
0, 0, 2, 0, 0, 0, 0, 0, 18, 18, 4, 1, 3, 0, 10, 2, 5, 13, 6, 18, 14, 9, 18, 10, 0, 0, 1, 11, 4, 1, 1, 2, 5, 10, 10, 22, 17, 5, 0, 2, 0, 1, 4, 2, 0, 0, 6, 21, 0, 11, 23, 11, 3, 26, 33, 10, 3, 7, 25, 48, 44, 18, 19, 18, 29, 10, 14, 13, 25, 20, 6, 8, 22, 4, 7, 24, 14, 19, 15, 14, 3, 32, 39, 15, 2, 11, 18, 47, 44, 14, 22, 22, 16, 5, 5, 18, 27, 12, 19, 5, 20, 26, 6, 4, 32, 20, 18, 6, 2, 6, 6, 14, 3, 9, 12, 1, 0, 0, 23, 18, 15, 7, 2, 0, 18, 17, 12, 18, 29, 16, 0, 3, 14, 22, 17, 20, 0, 9, 24, 15, 29, 31, 20, 24, 25, 18, 36, 18, 18, 24, 3, 6, 17, 13, 17, 15, 24, 30, 9, 12, 37, 17, 23, 22, 8, 0, 11, 36, 39, 42, 39, 8, 9, 29, 26, 6, 22, HA
0, 0, 0, 0, 0, 0, 0, 0, 26, 25, 5, 0, 3, 3, 6, 7, 5, 10, 13, 21, 22, 29, 25, 26, 0, 0, 1, 3, 1, 6, 1, 1, 2, 11, 18, 30, 21, 19, 0, 0, 1, 3, 3, 7, 3, 0, 0, 15, 15, 29, 18, 16, 24, 41, 51, 33, 2, 3, 30, 48, 46, 30, 13, 22, 26, 20, 1, 0, 0, 2, 6, 9, 8, 0, 0, 16, 16, 14, 19, 16, 5, 24, 46, 22, 11, 1, 25, 48, 35, 24, 19, 20, 23, 12, 2, 11, 12, 13, 19, 7, 13, 18, 6, 1, 22, 22, 21, 7, 1, 2, 2, 10, 10, 9, 15, 0, 0, 1, 23, 20, 23, 10, 5, 6, 3, 34, 8, 5, 32, 7, 0, 3, 17, 20, 16, 26, 4, 8, 6, 20, 34, 27, 20, 12, 3, 3, 37, 26, 18, 22, 11, 4, 2, 8, 0, 4, 2, 4, 8, 10, 37, 29, 25, 25, 25, 0, 3, 33, 39, 43, 49, 21, 6, 35, 21, 27, 14, NE
0, 0, 1, 0, 0, 0, 0, 0, 15, 15, 5, 0, 2, 2, 2, 3, 2, 6, 7, 15, 26, 16, 19, 14, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 18, 30, 16, 12, 0, 0, 0, 0, 1, 0, 0, 0, 0, 18, 5, 19, 15, 16, 21, 43, 54, 28, 0, 0, 36, 48, 42, 28, 10, 11, 22, 10, 1, 0, 0, 0, 1, 5, 4, 0, 0, 12, 14, 18, 16, 18, 6, 29, 44, 17, 5, 0, 21, 55, 40, 20, 25, 16, 23, 7, 0, 8, 16, 8, 20, 7, 16, 13, 6, 1, 26, 17, 15, 8, 0, 2, 0, 7, 5, 3, 7, 0, 0, 0, 24, 16, 12, 7, 0, 3, 2, 31, 5, 11, 38, 3, 0, 3, 17, 15, 12, 15, 1, 2, 5, 23, 32, 29, 22, 7, 0, 2, 35, 27, 15, 17, 10, 3, 1, 0, 0, 0, 0, 2, 10, 13, 31, 20, 31, 19, 12, 0, 8, 29, 41, 48, 44, 12, 4, 27, 30, 24, 33, NE
0, 0, 0, 0, 0, 0, 0, 0, 19, 21, 7, 0, 2, 4, 8, 4, 10, 10, 14, 16, 14, 16, 26, 17, 0, 1, 2, 4, 2, 1, 4, 0, 3, 13, 19, 29, 25, 12, 0, 1, 1, 7, 6, 4, 1, 0, 0, 12, 16, 23, 28, 24, 17, 37, 52, 33, 3, 5, 37, 48, 46, 34, 12, 22, 25, 17, 2, 0, 2, 4, 10, 9, 8, 1, 5, 10, 21, 22, 23, 22, 6, 18, 51, 23, 16, 2, 23, 46, 36, 29, 12, 32, 24, 12, 1, 12, 12, 13, 26, 16, 15, 22, 8, 7, 6, 35, 20, 14, 0, 6, 5, 14, 12, 9, 18, 0, 0, 2, 13, 28, 14, 13, 2, 7, 5, 30, 14, 9, 33, 9, 0, 4, 15, 35, 27, 15, 7, 2, 7, 23, 38, 30, 29, 10, 0, 2, 25, 31, 22, 18, 12, 4, 2, 8, 2, 1, 1, 1, 13, 9, 30, 22, 19, 21, 25, 0, 3, 29, 40, 44, 48, 21, 9, 24, 23, 24, 23, NE
